Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male4
ENSOANG00000010518	8.39	13.05	8.53	8.93	24.54
ENSOANG00000002625	16.56	23.84	8.28	7.97	0.91
ENSOANG00000010496	275.2	5.18	0.93	1.31	2.02
ENSOANG00000013572	5.56	2.74	5.1	9.28	12.16
Locus_161704	1	0	0	0	0
ENSOANG00000011069	15.92	52.06	51.18	23.95	23.64
Locus_78204	0	2.12	0.36	3.32	0
Locus_76939	1.49	0.4	0.55	0	0.16
Locus_150196	0	0.26	0.71	0.54	1.46
ENSOANG00000001748	6.45	0.19	0	0	1.14
ENSOANG00000005030	7.18	5.64	31.28	15.69	3.39
ENSOANG00000010992	10.96	0.55	0.47	0.12	0
ENSOANG00000010361	17.8	23.54	16.49	17.15	20.65
ENSOANG00000013033	65.41	29.93	19.56	23.16	44.15
ENSOANG00000001132	2.27	12.29	6.21	9.08	3.61
ENSOANG00000012052	51.59	124.85	14.09	13.99	35.2
Locus_133714	0	0	0	0	10.8
ENSOANG00000006129	0.55	9.32	5.63	5.29	4.79
ENSOANG00000013185	0.06	1.19	9.49	9.11	0.09
ENSOANG00000020601	4.54	6.87	17.21	23.58	30.24
ENSOANG00000014487	0	0	0	0	0
ENSOANG00000015028	49.56	127.32	52.72	63.94	119.59
ENSOANG00000022435	11.08	8.91	11.14	12.97	12.35
ENSOANG00000014637	4.43	6.91	4.61	2.04	1.31
ENSOANG00000003344	0	0	0	0	2.67
Locus_55431	1.41	0	0	0	0.19
ENSOANG00000014345	15.62	23.62	12.79	16.61	21.7
ENSOANG00000008587	9.77	25.47	17.72	13.98	6.29
Locus_20417	0	1.61	1.11	2.86	0
ENSOANG00000000565	0.23	10.57	16.26	37.43	0.5
ENSOANG00000004343	19.75	0.41	0.28	0.79	4.75
ENSOANG00000012199	2.38	3.58	1.98	3.96	7.5
ENSOANG00000002747	0.42	0.17	1.45	1	0.09
ENSOANG00000015359	0.08	2.72	3.59	14.07	0
ENSOANG00000001468	5.64	31.44	18.4	21.14	9.87
ENSOANG00000015690	3.98	6.3	2.85	6.92	2.15
Locus_87731	0	0	0	0	0.99
Locus_178105	0.66	0.07	0.51	0.41	0.06
ENSOANG00000013007	25.45	24.61	18.6	21.84	56.75
ENSOANG00000000708	11.08	19.05	10.82	12.97	29.59
Locus_76120	0.12	0.58	4.84	8.4	0.15
ENSOANG00000014762	0.04	0.66	0.24	0.24	0
CUFF.117200	0.75	0.2	0.41	0.42	0
ENSOANG00000006969	13.53	46.4	414.88	420.78	37.35
Locus_98022	0.2	0	0	0	0.98
Locus_88690	0	0.17	0	0.23	0.4
ENSOANG00000011179	77.72	200.08	71.71	45.53	240.75
ENSOANG00000022357	2.76	2.76	1.58	0.48	9.12
Locus_108684	0	0.1	0.14	0	0.25
Locus_193341	0	0	0	0	45.36
ENSOANG00000005544	14.18	22.52	25.08	15.04	105.63
ENSOANG00000013675	24.56	37.85	8.52	4.52	80.82
ENSOANG00000006073	40.55	28.53	30.35	37.74	67.01
Locus_9271	0	0	0	0	2.2
ENSOANG00000011585	7.06	3.57	6.92	11.51	6.53
blastnOpossum.CUFF.260233	0	0	0	0	0
ENSOANG00000014330	0	0	0	0	4.07
ENSOANG00000020656	0	0	0	0	0
ENSOANG00000002958	0.13	3.67	13.93	8.73	0.29
Locus_59641	4.5	3.73	3.88	1.75	1.69
Locus_189285	0	0	0	0	0.17
ENSOANG00000000425	16.55	11.02	12.27	16.67	20.46
Locus_17367	0	0	0	0	1.62
ENSOANG00000000206	0.08	4.8	4.32	12.7	0.09
Locus_163920	0	3.65	2.04	0.94	0
ENSOANG00000011656	43.81	36.28	21.54	15.62	57.74
ENSOANG00000011965	1.04	0.63	2.05	2.86	0.8
ENSOANG00000011542	3.57	2.46	4.29	2.87	24.42
ENSOANG00000007236	3.7	2.36	1.98	2.85	4.03
ENSOANG00000001640	5.12	5.12	4.11	3.4	3.07
Locus_189595	0	0	0	0	1.65
Locus_165074	0.15	0	0	0	6.57
blastnChicken.CUFF.65566	0	0	0	0	0
Locus_75344	0	0	0	0.32	0.37
ENSOANG00000009220	0	16.36	10.47	19.11	0.22
ENSOANG00000009168	0	5.22	1.59	1.18	0.81
Locus_68997	0	0.18	0.48	0	1.84
Locus_127736	1.71	0.57	0.2	0	2.31
ENSOANG00000004407	0	0.1	0.14	0	0.08
ENSOANG00000009087	50.26	47.33	14.47	4.61	91.84
Locus_80272	0	1.53	0.7	1.89	4.26
Locus_189011	0	0	0	0	0
ENSOANG00000006800	25.74	4.34	8.98	10	5.73
Locus_77384	0	0.29	1.38	0.2	1.73
ENSOANG00000007610	2.39	1.68	1.03	0.98	0.18
CUFF.797	0	1.32	0	0.96	0
ENSOANG00000011027	11.78	11.25	11.89	8.38	11.86
Locus_79107	0	0.12	0	0	1.4
ENSOANG00000007387	9.1	18.72	2.45	0.62	176.19
Locus_83440	1.03	0.12	0.17	0	0.1
ENSOANG00000005504	24.74	65.06	23.85	51	142.28
Locus_84637	0	2.74	19.82	8.11	0.14
ENSOANG00000020733	0	0.27	0.5	0.63	0.59
Locus_81344	2.63	10.78	4.26	3.75	3.38
ENSOANG00000000841	30.19	50.82	16.48	14.59	118.84
Locus_147514	1.45	1.1	3.79	2.3	1
ENSOANG00000006600	19.98	33.76	21.62	26.54	44.54
ENSOANG00000014081	3.13	30.25	16.6	15.48	208.1
Locus_98493	0.34	0.28	2.67	3.8	1.06
ENSOANG00000013764	19.71	31.08	11.39	10.4	19.63
ENSOANG00000003096	1.49	2.4	1.75	1.18	6.74
ENSOANG00000021914	0.43	1.13	1.56	1.32	1.76
ENSOANG00000008919	65.73	0.41	0.06	0.19	3.01
ENSOANG00000021597	0	0	0	0	0
ENSOANG00000006784	29.19	39.82	26.82	23.91	45.26
Locus_156873	0	0	0	0	0
ENSOANG00000008888	282.97	96.39	37.88	34.56	66.9
ENSOANG00000014749	8.8	13.25	16.14	21.71	1.23
ENSOANG00000020688	0	0	0	0	0.42
ENSOANG00000010037	0.05	0.09	0.04	0.08	0
ENSOANG00000004248	0	0	0.07	0.3	0
blastnMacaque.Locus_139169	0	0	0	0	0
ENSOANG00000001210	19.59	0.03	0.04	0	0.27
Locus_97998	0	3.66	2.16	7.27	0
ENSOANG00000009066	0	0	0	0	0
ENSOANG00000004203	10.23	2.53	2	0.93	2.58
Locus_60583	0	0.2	0	0.14	3.61
ENSOANG00000022427	0	0	0	0	0
Locus_144299	0.28	1.86	0.26	0.78	0
blastnHuman.ENSG00000232537	0	0	0	0	0
Locus_94966	0	0	0.7	2.22	0
ENSOANG00000001884	1.56	0	0.09	0.05	0.05
Locus_11257	0	0.06	0.24	0.08	6.24
ENSOANG00000006521	11.03	15.76	12.96	17.37	4.67
Locus_32067	0	0	0	0	4.02
ENSOANG00000014125	11.39	6.5	13.35	20.66	3.77
ENSOANG00000004852	16.83	0.56	0.21	0.07	0.74
ENSOANG00000004673	17.05	19.55	22.84	28.98	3.26
ENSOANG00000022709	0.96	1.73	0.68	0.43	7.86
ENSOANG00000002926	0.29	4.98	97.36	49.62	0.16
ENSOANG00000005961	26.13	1.01	2.21	2.12	3.28
ENSOANG00000001564	4.85	4.61	19.04	19.57	0.44
ENSOANG00000012836	35.68	17.81	10.29	6.51	6.54
Locus_178154	0.3	0	0	0	0
Locus_93826	0	20.93	9.22	17.19	0.08
ENSOANG00000009629	206.76	0	0	0	0.2
Locus_159522	0.2	0.13	0	0	0.43
ENSOANG00000009782	18.05	21.55	11.86	15.81	26.53
ENSOANG00000009885	0	0	0	0	0
Locus_98433	3.15	0.26	0	0.36	0.21
ENSOANG00000002294	10.76	21.8	19.14	12.03	1
ENSOANG00000015726	13.5	33.11	12	17.59	17.67
Locus_98403	0	0.13	0	0	1.09
ENSOANG00000003909	2.88	150.85	123.06	92.39	9.06
Locus_97526	0	1.36	0.27	0.54	0
ENSOANG00000014303	11.06	4.73	2.41	0.39	4.72
ENSOANG00000020181	0	1.19	0.73	4.24	0
ENSOANG00000011394	0	0	0	0	0.63
ENSOANG00000005636	98.07	66.27	48.1	34.47	60.02
ENSOANG00000002228	26.73	33.96	16.35	6.34	15
Locus_6088	0	0	0	0	5.41
Locus_27859	0.14	0	0	0	2.23
ENSOANG00000008656	3.01	4.85	7.1	7.46	10.56
ENSOANG00000014597	0.91	2.45	7.67	18.88	0.6
ENSOANG00000009859	0.07	0.27	0.87	0.75	0.77
ENSOANG00000021989	2.13	1.89	2.93	1.15	2.67
ENSOANG00000000413	0	3.42	5.04	4.98	3.73
Locus_133971	0.15	0	0	0	0.32
Locus_185564	0	0.04	0.06	0.02	3.97
ENSOANG00000001819	14.84	0.75	0.32	0.43	40.92
ENSOANG00000002526	11.35	11.1	5.49	3.86	3.73
ENSOANG00000009070	4.78	13.01	16.32	7.64	15.26
Locus_89930	0	0.53	0.73	1.1	0.21
ENSOANG00000020008	0	0.18	0	0.06	0.45
ENSOANG00000010094	0	0.78	1.71	1.73	0
ENSOANG00000002456	0.15	0.41	0	1.78	0.62
Locus_164397	0.74	5.14	9.44	9.54	8.65
ENSOANG00000001805	70.26	140.63	77.46	110.28	100.76
ENSOANG00000009123	6.97	5.59	8.65	7.85	25.21
ENSOANG00000001320	0.57	6.89	9.8	26.38	1.91
Locus_49587	0	0	0	0	0.99
ENSOANG00000007598	0	0.08	0.11	0.05	0
ENSOANG00000015117	2.63	1.05	0.55	0.75	0.15
ENSOANG00000005444	0	0	0	0.07	0
ENSOANG00000004512	45.44	34.32	36.07	33.72	85.32
ENSOANG00000007301	0	0	0.24	0	0.55
ENSOANG00000007631	7.24	2.1	2.8	2.04	0.73
ENSOANG00000021478	0.24	0	0	0	0
ENSOANG00000002474	100.07	69.63	39.55	13.79	688.11
ENSOANG00000008283	17.62	19.05	23.66	69.37	70.06
ENSOANG00000014916	9.57	26.14	5.04	3.97	46.26
ENSOANG00000004764	3.04	0.09	0.02	0.05	7.59
ENSOANG00000013475	6.52	1.42	0.73	1.29	5.62
Locus_14547	0	0	0	0	0.49
Locus_141258	0	0.3	0.61	0.62	0.36
ENSOANG00000008760	0	0	0	0	0
Locus_193786	0.46	0.46	1.05	0.43	0
ENSOANG00000004540	0.83	0.44	0.15	0.67	0
Locus_116226	0	0	0	0	0.92
Locus_17619	2.88	0.55	1.26	2.04	6.28
ENSOANG00000000586	2.52	19.61	15.59	31.19	11.04
ENSOANG00000012216	0	0	0.11	0.7	0
ENSOANG00000010550	0	0	0	0	0
blastnHuman.ENSG00000238063	0	0	0	0	0
Locus_17373	0	0	0	0.19	2.71
ENSOANG00000013024	4.34	1.57	0.99	1.09	3.31
ENSOANG00000002449	23.77	3.07	2.61	1.22	2.88
ENSOANG00000007190	2.27	0.23	0.04	0.14	68.33
Locus_81466	3.13	1.96	0.36	0.73	2.43
ENSOANG00000020338	0	0	0.91	0	0
blastnHuman.ENSG00000231061	0	0	0	0	0
ENSOANG00000002642	13.17	2.82	2.03	2.09	316
Locus_195737	0	0	0	0	0.1
ENSOANG00000013822	12.68	17.25	6.17	7.29	22.72
ENSOANG00000014242	82.64	25.14	23.03	11.7	10.38
ENSOANG00000001777	12.63	9.62	29.36	28.81	26.26
ENSOANG00000020878	0	0	0.09	0	48.65
ENSOANG00000012297	0.11	0	0.2	0	0.41
Locus_106645	19.96	0	0.08	0.16	0
ENSOANG00000009092	79.31	111.6	58.67	45.29	97.88
ENSOANG00000007818	21	33.11	9.54	6.96	45.15
ENSOANG00000004199	11.18	15.71	15.08	10.98	13.04
ENSOANG00000009672	0.06	0.53	2.6	4.11	0.03
CUFF.65414	2.66	0.34	0.47	0.44	0.24
ENSOANG00000006842	0.19	0.13	0.82	0.3	0.07
ENSOANG00000015603	8.26	38.84	27.13	19.96	8.66
ENSOANG00000013466	21.16	1.35	1.17	1.67	0.03
ENSOANG00000007535	9.82	9.58	17.18	15.51	12.22
ENSOANG00000006703	12.98	54.01	57.6	112.01	6.99
ENSOANG00000019739	0	0	0	0	0
Locus_57314	0.24	3.16	2.36	0.37	0.48
ENSOANG00000019809	658.17	58.81	27.98	28.52	18.46
Locus_99353	1.63	0	0	0	0.15
ENSOANG00000009462	22.32	53.48	66.78	64.85	20.85
ENSOANG00000015288	0.46	1.65	4.13	5.68	0.84
ENSOANG00000005199	10.65	78.73	174.37	778.9	6.77
ENSOANG00000013329	0.75	0	0.35	0	0
Locus_35668	0	0.71	1.77	3.58	0.12
CUFF.136888	0	0.19	0.52	2.38	1.84
Locus_34709	0	0	0	0	16.68
ENSOANG00000003112	0.3	0.1	0.41	0.14	0.4
ENSOANG00000009549	0.96	3.21	3.07	9.09	2.19
ENSOANG00000003395	238.38	84.44	46.43	26.94	16.75
ENSOANG00000008729	26.95	131.45	615.22	662.31	8.93
ENSOANG00000000794	19.81	18.42	48.71	74.98	83.83
blastnMouse.Locus_74309	0	0	0	0	0
ENSOANG00000002126	1234.04	97.51	138.76	137.23	9.06
ENSOANG00000020833	0.1	0.76	4.96	10.42	0.03
ENSOANG00000001587	0.7	0.33	0.73	0.46	0.59
ENSOANG00000001171	0	0	0	0	0
Locus_29872	0	0	0	0	8.73
blastnMouse.CUFF.122810	0	0	0	0	0
ENSOANG00000004810	29.08	102.34	85.01	80.6	62.25
ENSOANG00000013259	13.14	28.27	18.25	14.72	4.81
ENSOANG00000012551	13.38	0	0	0	1.26
Locus_53689	0.21	0.03	0.05	0	0.67
ENSOANG00000011663	88.97	15.76	3.44	6.55	9.17
Locus_132160	0	3.12	0.92	1.24	0.18
ENSOANG00000014392	4.79	3.16	4.88	7.55	2.34
ENSOANG00000015082	29.27	3.39	1.68	0.25	1.33
ENSOANG00000006375	17.35	86.72	8.48	9	31.25
ENSOANG00000020155	23.71	60.91	29.67	37.29	19.76
ENSOANG00000010116	10.05	29.8	17.36	25.94	11.6
ENSOANG00000007543	21.65	10.76	8.36	8.8	4.39
ENSOANG00000004996	8.07	9.11	15.1	28.17	8.03
Locus_1234	0	0	0.31	0.32	0.73
ENSOANG00000000559	3.63	2.45	2.94	6.73	44.29
ENSOANG00000003958	3.21	2.08	4.75	8.46	2.26
ENSOANG00000022052	6.92	8.97	14.52	21.77	9.61
ENSOANG00000005910	11.62	4.31	8.88	3.4	9.64
CUFF.92489	0.96	0.48	1.76	2.67	0.13
Locus_9412	1.45	2.13	0.27	0	2.04
ENSOANG00000022231	0	1.68	1.47	3.6	6.04
ENSOANG00000022239	27.63	27.6	49.6	78.69	26.2
Locus_45362	0	0	0.26	0.26	0.77
ENSOANG00000010934	0	2.73	1.91	3.05	1.37
Locus_54242	0	0.22	0	0	171.1
ENSOANG00000000164	0	0	0	0	0.14
ENSOANG00000011954	14.37	9.06	6.52	12.19	13.85
ENSOANG00000014461	4.66	18.99	11.83	10.5	3.35
ENSOANG00000004238	5.87	2.21	2.66	2.94	2.9
Locus_88319	0	0	0	0	3.72
ENSOANG00000001482	22.57	52.37	118.17	149.48	55
ENSOANG00000013279	2.37	6.88	10.76	1.8	0.29
ENSOANG00000003444	6.92	0.98	0.77	0.16	0.07
Locus_131465	4.29	0.26	0.36	0	0.21
ENSOANG00000005627	193.51	9.86	3.61	1.38	40.67
ENSOANG00000007178	33.79	122.03	79.85	47.49	309.63
ENSOANG00000006320	3.25	3.02	6.24	10.27	2.19
ENSOANG00000021186	8.44	0.19	0.53	1.08	2.66
ENSOANG00000013900	2.13	1.77	1.3	0.66	0.48
Locus_104619	0	0	0	0	0.12
Locus_52392	0	0	0	0	5.59
blastnHuman.ENSG00000255525	0	0	0	0	0
ENSOANG00000021455	11.95	7.02	3.35	5.08	2.2
ENSOANG00000020714	127.55	0.5	0.12	0.23	2.3
Locus_127460	0	3.01	0.32	0.97	0
ENSOANG00000021374	8.21	85.56	69.14	10.41	3.42
ENSOANG00000003631	106.68	110.22	51.03	40.37	85.6
ENSOANG00000022693	0	0	0	0	0.27
Locus_9234	0	0	0	0	0.92
ENSOANG00000013988	23.33	14.7	8.61	5	42.42
ENSOANG00000011147	2.84	18.37	21.33	8.36	2.02
ENSOANG00000005729	0.02	0.03	0	0	0.83
Locus_103219	5.13	0	0	0	0.07
ENSOANG00000004148	18.05	15.81	20.88	27.77	24.81
ENSOANG00000000737	1.1	0.71	2.14	1.14	10.22
ENSOANG00000011823	1.21	3.67	4.54	3.22	9.65
Locus_172112	1.62	0.3	0.27	0.59	3.52
ENSOANG00000007698	0.38	0.78	3.92	2.29	0.02
ENSOANG00000003595	3.91	7.21	5.02	4.86	0
ENSOANG00000005559	963.32	188.39	80.72	114.82	493.44
blastnMouse.Locus_52928	0	0	0	0	0
ENSOANG00000002697	52.59	235.54	49.79	97.95	212.62
ENSOANG00000001891	27.51	16.2	19.56	19.58	18.88
ENSOANG00000022738	6.63	0.59	0	0.08	0
ENSOANG00000008409	0	29.34	131.13	81.39	0.1
ENSOANG00000019731	4.89	3.51	4.27	4.39	23.87
ENSOANG00000019836	26.77	48.76	79.21	95.4	47.92
ENSOANG00000010483	0	0.21	0	0	0
blastnGorilla.Locus_338001	0	0	0	0	0
blastnGorilla.Locus_441654	0	0	0	0	0
Locus_150956	0	0	0	0.16	1.65
ENSOANG00000011363	64.44	79.23	17.72	10.57	313.19
ENSOANG00000002175	2	8.55	5.11	5.63	8.62
Locus_72683	0.08	0.11	0	0	1.1
ENSOANG00000001477	59.12	26.49	26.3	12.38	14.34
ENSOANG00000001531	44.27	47.32	19.26	18.75	58.39
Locus_57970	0	4.91	16.21	25.04	1.85
ENSOANG00000010173	6.13	6.85	1.21	2.05	0.83
ENSOANG00000015224	22.51	3.04	2.74	6.36	5.87
Locus_82075	9.52	0.5	0.27	1.52	10.97
Locus_66388	0.48	0	0	0	0.91
ENSOANG00000009025	20.36	30.82	11.42	14.02	50.17
ENSOANG00000021904	0.34	0.31	0.84	1.06	0.06
ENSOANG00000020855	45.47	23.7	5.6	3.12	17.98
ENSOANG00000005241	17.86	9.84	11.22	13.06	60.21
ENSOANG00000006204	14.59	26.83	9	9.14	8.95
ENSOANG00000000940	7.19	2.73	5.13	5.83	19.91
ENSOANG00000005893	0.48	0.37	0.65	0.51	0.43
ENSOANG00000010208	6.34	7.81	8.81	5.53	7.42
ENSOANG00000010050	4.4	73.54	25.95	17.19	13.17
ENSOANG00000011570	1.73	1.29	3.66	7.4	10.99
ENSOANG00000012413	0.65	0.49	0.42	0.37	11.93
ENSOANG00000022071	5.86	12.45	19.89	36.55	5.46
ENSOANG00000004338	6.93	6.74	4.71	5.62	5.09
ENSOANG00000005760	0	0.86	0.42	2.49	0.06
Locus_166684	0	0	0	0	0
Locus_11276	0	0	0	0	4.79
ENSOANG00000022724	9.17	9.47	63.13	98.2	21.91
ENSOANG00000006670	0	0	0	0	0
ENSOANG00000015329	86.41	63.46	25.96	19.18	49.52
ENSOANG00000003088	37.95	5.32	3.13	3.91	198.24
ENSOANG00000011713	13.49	31.97	17.67	12.16	25.21
ENSOANG00000007688	5.28	1.47	1.04	0.51	0.87
ENSOANG00000021798	0.04	1.14	0.41	0.41	4.03
ENSOANG00000008089	1.58	32.87	17.41	118.84	4.46
Locus_160105	0.68	13.65	10.39	24.33	9.42
Locus_124575	0	0.5	3.99	2.46	0
ENSOANG00000011126	34.55	0.27	0.88	2.91	1.91
ENSOANG00000003844	0.88	0.26	0.88	1.02	0.28
Locus_81702	0.07	0	0	0	4.4
Locus_175177	2.67	0	0	0	0
Locus_124264	0	1.76	0.37	0.94	0.11
ENSOANG00000014054	35.93	82.77	68.48	78.78	93.5
ENSOANG00000012700	0	5.29	0.66	1.93	0.26
ENSOANG00000019799	1.98	3.09	6.83	0.92	4.62
ENSOANG00000011981	4.15	11.99	36.81	76.67	5.22
Locus_75728	0	0	0	0	0
Locus_179524	12.05	18.81	7.34	5.37	7.53
Locus_976	0	0	0.41	0.83	0.12
Locus_100642	0	0	0	0	5.14
ENSOANG00000007806	4.1	4.79	5.25	6.5	14.73
ENSOANG00000010389	0	0	0.93	0.24	0.27
ENSOANG00000008322	121.57	91.36	148	176.75	144.48
Locus_168575	3.64	4.39	1.26	1.55	1.91
ENSOANG00000022370	1.08	1.26	0.5	0.25	8.45
ENSOANG00000003030	2.77	20.89	12.65	4.62	9.21
ENSOANG00000003163	6.28	13.5	9.85	11.87	30.01
Locus_84463	0.39	0.13	0.35	0.54	0.21
ENSOANG00000015077	32.49	39.78	29.07	21.22	50.88
ENSOANG00000012916	17.33	9.25	22.3	28.31	3.41
Locus_95356	1.55	0	0	0	0.36
ENSOANG00000011118	21.32	30.28	16.97	17.65	7.5
ENSOANG00000020232	133.12	20.47	6.91	5.71	24.02
ENSOANG00000007248	0.16	0.11	0	0.15	0.43
ENSOANG00000011178	40.5	77.02	47.38	50.88	144.63
ENSOANG00000006033	152.07	209.45	74.45	83.53	65.29
CUFF.179240	0.72	0.24	0.5	0	0.58
ENSOANG00000012270	3.09	8.08	21.32	18.76	3.47
Locus_189165	0	0	0	0	0.47
ENSOANG00000001902	14.8	12.64	9.08	5.03	37.73
ENSOANG00000007551	11.05	11.03	11.22	3.83	1.33
ENSOANG00000006379	0	0	0	0	0.75
Locus_42018	0	0.25	0.17	0.34	1.7
ENSOANG00000000781	49.74	21.27	6.63	10.33	54.52
ENSOANG00000007262	15.03	18.03	15.93	16.97	11.8
ENSOANG00000013344	191.34	3.79	1.25	1.03	1.92
ENSOANG00000005600	4.21	10.93	20.49	25.48	10.88
Locus_75687	0	1.15	1.59	0.96	0
ENSOANG00000015599	7.6	7.46	3.91	8.42	1.88
ENSOANG00000005089	5.42	11.94	3.89	3.28	0.51
Locus_168916	0	0	0	0.14	10.87
ENSOANG00000004185	45.46	21.11	28.04	30.96	12.48
ENSOANG00000006448	0.98	19.37	18.8	11.81	0.53
ENSOANG00000010737	0	0	0	0	0
blastnMacaque.Locus_192060	0	0	0	0	0
blastnMacaque.Locus_429562	0	0	0	0	0
Locus_189676	0	0	0	0	0
ENSOANG00000008854	83.36	74.78	18.83	7.05	36.02
ENSOANG00000013615	0.08	1	6.21	4.74	0.43
ENSOANG00000002586	32.95	28.56	20.16	27.85	12.89
ENSOANG00000005070	15.87	9.07	5.72	6.89	91.82
ENSOANG00000012655	0	2.4	0.47	0.79	184.76
Locus_111726	0	0	0.6	0	1415.43
Locus_104920	0	0	0	0	1.36
ENSOANG00000004595	0	0	0	0	0.03
ENSOANG00000004647	5.44	76.97	10.91	23.86	1392.24
ENSOANG00000001074	25.03	10.4	10	9.19	29.5
ENSOANG00000014116	4.45	18.81	19.17	46.9	6.03
ENSOANG00000004799	18.86	2.14	1.15	1.08	3.31
ENSOANG00000009267	284.78	193.39	59.33	48.5	47.21
Locus_131482	0.26	0.18	0	0.12	0.78
Locus_173414	1.27	0.51	0	0	0.14
ENSOANG00000020574	0	0	0	0	0
ENSOANG00000003765	108.18	25.49	9.03	6.8	7.75
ENSOANG00000021695	0	0	0.16	0.48	0
ENSOANG00000012598	0.28	0.37	0.04	0.08	15.04
Locus_29289	0	5.96	19.15	12.47	1.27
ENSOANG00000012472	3.43	0	0.06	0.06	3.21
ENSOANG00000005740	23.4	17.33	7.89	7.3	173.71
ENSOANG00000013532	0	0.21	0	0	1.5
ENSOANG00000006989	11.62	7.62	12.62	10.8	11.97
ENSOANG00000020636	0	0	0	0	0
Locus_75201	0	0	0	0	4.04
ENSOANG00000000930	208.75	220.39	180.11	259.05	507.39
blastnHuman.ENSG00000233824	0	0	0	0	0
ENSOANG00000003338	1.15	1.86	1.75	1.07	2.63
ENSOANG00000006048	22.15	61.6	22.97	20.95	26.52
Locus_149068	1.21	0.4	3.33	2.8	0.76
ENSOANG00000022315	11	23.47	10.16	5.85	11.21
ENSOANG00000002200	1.89	20.18	23.33	17.95	14.6
ENSOANG00000014740	21.36	13.64	14.56	15.48	27.17
ENSOANG00000022426	23.39	19.04	14.06	8.67	10.36
CUFF.184934	0.86	0	0.2	0.6	0.35
Locus_138417	0	2.37	0	0	5.87
ENSOANG00000000511	5.35	3.83	3.19	3.96	70
ENSOANG00000011611	0.46	0.57	9.69	12.12	0.64
CUFF.67049	1.71	0	0	0	0
ENSOANG00000014096	2.68	8.55	4.6	6.38	15.28
Locus_68166	0	2.55	2.8	6.62	0.14
ENSOANG00000011600	80.39	15.86	1.98	4.21	5.35
ENSOANG00000007324	11.12	25.35	19.17	28.46	66.25
ENSOANG00000003278	18.62	26.12	8.93	4.71	62.12
CUFF.177642	0	0	0	0	2.04
ENSOANG00000009238	142.44	126.79	54.59	62.51	282.3
Locus_9052	1.35	0.67	0	0.31	0.18
ENSOANG00000003019	0	0	0	0	0
blastnMouse.Locus_112411	0	0	0	0	0
ENSOANG00000004317	25.4	18.71	33.47	33.78	2.58
ENSOANG00000004321	37.38	61.85	7.78	10.89	142.24
ENSOANG00000002742	40.12	9.16	9.25	7.11	7.92
ENSOANG00000000390	0	14.7	15.07	12.84	12.39
ENSOANG00000006383	80.51	145.55	143.76	122.29	13.37
ENSOANG00000010669	3.96	10.15	37.02	42.71	3.57
ENSOANG00000008766	0.27	29.63	30.7	26.63	16.1
ENSOANG00000001507	0	0	0.07	0	100.37
ENSOANG00000012860	0.54	47.61	24.1	4.9	3.03
Locus_123609	0	0.45	0	0	5.33
Locus_55478	0	0.96	0	0	0
ENSOANG00000006466	3.1	4.04	12.68	9.48	5.05
Locus_105684	0.61	1.1	0.64	1.54	8.36
ENSOANG00000022657	71.48	153.84	36.03	53.63	82.92
ENSOANG00000014998	0	0	0	0	0
ENSOANG00000011379	0	0.05	0	0.07	0
ENSOANG00000010559	289.19	42.37	46.83	26.6	2.01
Locus_189409	0	0.29	0	0.32	1.59
ENSOANG00000008481	29.58	34.65	14.58	9.95	36.49
Locus_64495	3.89	3.73	4.29	4.85	2.39
ENSOANG00000014074	105.85	23.12	29.81	26.69	93.64
ENSOANG00000004013	0.23	1.01	0.97	0.64	0.12
Locus_109256	0	0	0	0	1.12
Locus_46339	0.62	0.6	3.2	1.87	0.84
ENSOANG00000021236	0	0	0	0	0
Locus_172262	0.18	0.08	0.11	0.06	0.03
Locus_71003	0.23	0.6	0.83	5.66	0.24
Locus_11323	0	0	0	0	0.75
Locus_134032	0.12	1.9	13.06	3.39	0.73
Locus_41436	5.54	0.8	0.73	0.69	1.5
ENSOANG00000002353	0	0	0	0	0
ENSOANG00000008921	8.99	15.43	10.28	13.3	5.36
ENSOANG00000013055	216.48	159.38	42.87	23.66	34.94
Locus_177794	0	0	0	0	0.03
ENSOANG00000000600	0.21	0.21	0.09	1.15	0.06
ENSOANG00000009563	9.45	22.24	4.13	4.91	96.74
ENSOANG00000010479	0.61	12.9	3.05	7.35	122.53
ENSOANG00000006455	2.91	6.35	6.12	8.39	60.8
ENSOANG00000020704	0	0	0	0	0
ENSOANG00000005311	6.77	11.8	6.84	1.64	2.46
ENSOANG00000002419	0	1.02	0	0.21	11.28
ENSOANG00000001040	0.28	1.19	0.76	1.51	0.46
ENSOANG00000008262	117.66	144.01	47.54	53.15	299.5
ENSOANG00000010139	0.4	0	0.37	0.37	0.11
ENSOANG00000002616	0	0	0	0	0
ENSOANG00000000830	43.11	60.81	16.3	11.2	8.67
ENSOANG00000001856	82.09	100.92	40.57	57.07	20.55
ENSOANG00000009486	1.5	2.58	2.3	2.44	0.78
Locus_122261	0	0.43	0.59	0.6	0
blastnHuman.ENSG00000246250	0	0	0	0	0
ENSOANG00000002008	0	0	0.06	0	0.11
ENSOANG00000013693	11.31	185.9	1381.91	567.18	0
ENSOANG00000012581	0	2.73	4.16	2.13	0.04
Locus_142762	0	0.11	0.16	0	0.37
ENSOANG00000005329	34.4	42.68	34.04	36.94	38.85
CUFF.36925	0	0	0	0	0.35
ENSOANG00000000328	1.84	0.8	2.41	2.72	4.12
