Gene	Brain_Female1	Brain_Male1	Cerebellum_Female1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1
ENSPPYG00000009978	371	270	160	131	67	172	138	28	46
ENSPPYG00000025826	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnPan.Locus_116574	0	0	0	0	0	0	0	0	0
ENSPPYG00000013473	620	571	138	707	968	39	21	36	93
blastnHuman.Locus_166337	0	0	0	0	0	0	0	0	0
ENSPPYG00000010771	0	0	0	0	0	0	0	0	0
ENSPPYG00000019199	49	46	11	1	5	9	16	10	7
Locus_138858	2	5	1	1	1	3	3	1	8
ENSPPYG00000002479	19	10	18	1	1	1	13	2	4
blastnHuman.CUFF.119260	1	1	1	1	0	0	0	0	7
blastnHuman.ENSG00000228308	0	0	0	0	0	0	0	0	0
Locus_94563	2	0	0	1	1	0	0	1	5
blastnHuman.ENSG00000254366	0	0	0	0	0	0	0	0	0
ENSPPYG00000005251	207	43	101	23	22	77	99	30	48
blastnMacaque.Locus_394458	0	0	0	1	0	0	0	0	0
blastnGorilla.Locus_224720	1	0	0	1	0	0	0	0	4
ENSPPYG00000008587	53	30	18	18	14	18	25	30	36
ENSPPYG00000014161	248	94	151	305	94	114	264	23	23
blastnMacaque.Locus_288611	0	0	1	0	0	0	0	0	0
ENSPPYG00000020937	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000248743	1	0	2	0	0	0	0	0	4
ENSPPYG00000015107	0	1	0	0	0	0	0	0	0
ENSPPYG00000018679	276	183	145	315	146	153	307	249	212
blastnMacaque.Locus_62324	0	0	1	0	2	1	2	0	0
blastnMacaque.Locus_115323	0	0	0	0	0	0	0	0	0
ENSPPYG00000011236	8055	5197	2083	3080	3736	1	1	1	0
blastnHuman.ENSG00000232684	1	0	4	1	1	2	19	3	7
ENSPPYG00000009991	136	63	58	34	13	162	179	18	10
ENSPPYG00000005100	80	77	90	3	0	35	6	3	1
blastnHuman.XLOC_010152	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_19962	1	0	0	0	0	0	0	0	0
blastnPlatypus.Locus_164829	0	0	0	0	0	0	0	0	0
ENSPPYG00000012724	150	120	141	69	33	131	106	61	89
blastnMacaque.Locus_19115	0	0	0	0	0	0	0	0	0
ENSPPYG00000015807	56	10	52	1304	105	96	98	581	1564
ENSPPYG00000013663	647	281	469	128	66	230	296	105	227
blastnHuman.CUFF.71601	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000248238	0	0	0	0	0	0	0	0	0
ENSPPYG00000000441	1	0	0	0	0	0	1	0	0
ENSPPYG00000001459	39	40	39	45	11	34	54	25	68
ENSPPYG00000004945	79	26	99	59	16	58	123	13	29
ENSPPYG00000014360	0	0	0	0	0	0	0	0	0
ENSPPYG00000003091	468	309	209	90	61	259	309	168	299
ENSPPYG00000014947	0	0	0	196	16	0	0	1385	9537
blastnMacaque.Locus_18898	0	0	0	0	0	0	0	0	0
ENSPPYG00000012137	13	3	5	29	15	24	19	12	11
ENSPPYG00000017338	743	393	641	386	240	380	405	179	332
ENSPPYG00000000176	107	36	90	192	53	171	227	211	488
ENSPPYG00000008614	261	131	424	217	88	175	249	206	178
ENSPPYG00000018414	29	17	12	41	11	92	84	52	106
Locus_183874	7	6	2	1	1	2	1	1	0
blastnPlatypus.Locus_150950	0	0	0	0	0	0	0	0	1
blastnGorilla.Locus_463698	0	0	0	0	0	0	0	0	0
ENSPPYG00000003486	490	196	394	321	158	287	480	366	468
ENSPPYG00000001976	63	20	14	56	18	213	366	232	337
ENSPPYG00000003278	1254	462	691	392	228	581	743	426	522
ENSPPYG00000009629	714	536	378	136	115	504	495	87	367
blastnMacaque.Locus_139553	1	0	0	0	0	0	0	0	0
ENSPPYG00000012473	31	17	4	0	0	18	24	0	0
ENSPPYG00000014874	184	96	215	136	37	61	91	68	160
blastnMacaque.Locus_244229	0	1	0	0	0	0	2	2	3
ENSPPYG00000010061	77	76	71	158	31	155	201	102	161
ENSPPYG00000019272	434	164	335	260	100	90	81	13	4
blastnMacaque.Locus_474858	1	1	1	0	0	0	0	0	0
blastnHuman.ENSG00000233729	0	0	0	0	0	0	0	0	0
ENSPPYG00000012600	90	39	135	93	22	63	106	9	34
blastnMouse.Locus_54187	0	0	0	1	0	0	0	0	0
ENSPPYG00000005567	101	19	71	198	20	308	535	335	358
blastnHuman.ENSG00000254627	0	0	1	0	0	0	0	0	0
ENSPPYG00000009656	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_139429	0	0	0	0	0	0	0	0	0
ENSPPYG00000018195	1	0	0	0	0	0	0	0	0
blastnHuman.CUFF.207101	0	0	0	0	0	1	0	0	2
ENSPPYG00000011012	828	329	656	246	190	397	656	160	408
ENSPPYG00000012496	149	61	130	362	176	49	71	36	66
ENSPPYG00000017579	1151	468	592	48	36	19	36	136	250
blastnMouse.Locus_67725	0	0	0	0	0	0	0	0	0
ENSPPYG00000020753	0	0	0	0	0	0	0	0	0
ENSPPYG00000012597	55	35	11	23	27	56	74	52	49
blastnMacaque.Locus_40209	0	0	0	0	0	0	0	0	0
ENSPPYG00000001001	488	197	444	257	88	176	290	115	286
blastnHuman.ENSG00000230470	0	0	3	2	0	1	0	0	0
blastnGorilla.Locus_441879	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_174668	0	0	0	0	0	0	0	0	0
ENSPPYG00000016353	0	0	0	1	0	0	0	1	0
ENSPPYG00000013773	2	1	13	150	85	2	8	0	6
ENSPPYG00000008127	207	171	161	130	135	1	0	1	4
ENSPPYG00000013448	0	0	0	0	0	0	0	0	0
ENSPPYG00000000243	3	0	0	0	0	0	0	0	4
ENSPPYG00000011137	0	0	0	0	0	0	0	0	1
blastnPan.CUFF.7762	0	0	0	0	0	0	0	0	0
ENSPPYG00000015905	0	0	0	1	2	0	0	1	1
ENSPPYG00000012513	0	0	0	0	0	21	172	313	1052
Locus_78464	0	0	0	0	0	0	0	4	45
blastnGorilla.Locus_195695	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_37613	0	0	0	0	0	0	0	0	0
ENSPPYG00000018371	17	7	3	9	10	34	24	4	10
blastnPan.Locus_2181	2	0	1	1	1	0	3	1	2
ENSPPYG00000014152	0	0	0	0	0	0	0	0	0
ENSPPYG00000003481	467	293	177	122	102	93	116	683	98
ENSPPYG00000013353	1499	526	1232	1628	684	1675	2560	1077	2071
ENSPPYG00000004448	2	2	3	82	15	1067	2297	16	16
ENSPPYG00000002703	284	144	401	341	101	263	301	278	320
ENSPPYG00000000885	22	14	111	18	50	117	177	13	102
Locus_78719	0	0	0	0	0	7	8	0	1
ENSPPYG00000020549	606	278	100	0	2	8	7	0	0
ENSPPYG00000020855	1178	912	602	905	632	1034	1648	470	595
ENSPPYG00000004691	1137	543	359	411	251	667	490	577	404
blastnMacaque.Locus_341809	1	2	3	0	0	0	0	0	0
blastnHuman.ENSG00000250829	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_62165	0	0	0	0	0	0	0	0	0
ENSPPYG00000013905	106	68	80	64	48	99	204	59	90
blastnPan.Locus_17747	0	0	0	0	0	0	0	0	0
ENSPPYG00000004979	16	2	5	49	9	18	20	68	120
ENSPPYG00000015121	432	180	307	233	116	124	245	98	135
ENSPPYG00000014375	13	6	2	44	7	101	119	7	71
ENSPPYG00000008793	1	0	0	0	0	0	0	0	0
blastnPan.Locus_16414	0	0	0	0	0	0	0	0	0
ENSPPYG00000009354	409	95	118	875	109	891	435	2399	1689
blastnHuman.ENSG00000253837	2	1	2	2	3	0	2	14	1
ENSPPYG00000013310	65	16	38	320	98	4	12	96	129
ENSPPYG00000014239	14	3	5	278	21	7	5	7	0
blastnGorilla.Locus_177699	0	1	0	0	0	0	0	0	0
blastnHuman.Locus_86399	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_210308	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_473054	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_76848	0	1	0	0	0	0	1	0	0
ENSPPYG00000017066	0	0	2	3	0	0	0	0	0
ENSPPYG00000013530	6	1	2	2	2	5	3	20	38
ENSPPYG00000018384	109	49	264	12	1	32	35	6	4
ENSPPYG00000010561	122	52	37	39	12	113	81	26	35
ENSPPYG00000013293	9	3	8	2	0	5407	8660	5845	11035
ENSPPYG00000003264	25	21	10	8	5	20	16	12	17
ENSPPYG00000001253	16	0	1	53	36	94	95	58	50
ENSPPYG00000004581	1918	958	1671	1464	749	2008	2983	1324	1994
ENSPPYG00000013816	8	10	5	2	0	14	10	7	10
ENSPPYG00000013118	38	18	9	35	15	10	50	24	74
blastnGorilla.Locus_59836	0	0	0	0	0	0	0	1	1
ENSPPYG00000003607	0	0	0	0	0	0	0	0	0
ENSPPYG00000005170	0	0	0	0	0	0	0	0	0
ENSPPYG00000002443	0	0	0	0	0	0	0	0	0
ENSPPYG00000013837	25	7	12	14	8	37	46	15	41
ENSPPYG00000015560	557	406	219	56	42	86	182	93	321
blastnHuman.Locus_38011	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000225144	0	0	1	0	0	0	0	0	0
blastnMacaque.Locus_289834	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_209532	0	0	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000086603	4	1	8	8	11	9	21	5	10
Locus_179178	13	6	0	0	0	0	0	0	0
blastnGorilla.Locus_292077	0	0	0	0	0	0	0	0	0
ENSPPYG00000014442	0	0	0	127	83	0	0	0	0
ENSPPYG00000017808	170	115	175	201	52	33	91	16	38
blastnHuman.Locus_167445	0	0	0	0	0	0	0	0	0
ENSPPYG00000009662	88	86	375	0	0	1	0	0	0
ENSPPYG00000020494	497	628	649	4815	1366	544	1297	595	716
Locus_107088	0	0	0	0	0	1	0	0	25
blastnHuman.Locus_17659	0	0	0	0	0	0	0	0	0
ENSPPYG00000019424	346	198	345	739	291	24	27	57	38
ENSPPYG00000010747	214	80	123	182	95	178	196	183	159
blastnGorilla.Locus_150401	2	3	0	0	0	0	0	0	0
blastnGorilla.Locus_414834	0	0	0	0	0	0	0	0	0
ENSPPYG00000018367	313	128	286	222	108	98	113	42	80
ENSPPYG00000004095	2	1	1	0	0	4	2	0	0
ENSPPYG00000020527	43	43	14	0	0	0	0	1	5
ENSPPYG00000013830	349	185	94	141	214	641	1005	181	390
ENSPPYG00000006776	465	184	273	309	108	517	277	183	445
blastnHuman.ENSG00000244445	0	0	0	0	0	0	0	0	0
ENSPPYG00000014213	0	1	2	0	0	1	0	0	1
ENSPPYG00000000158	897	322	757	1233	279	217	272	107	137
blastnHuman.ENSG00000244468	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSPPYG00000025904	495	189	610	296	120	314	374	203	339
ENSPPYG00000007725	898	611	335	148	80	1370	2191	251	787
ENSPPYG00000010417	718	844	432	960	402	1222	1389	1505	1352
ENSPPYG00000017875	364	232	294	33	25	41	63	26	54
ENSPPYG00000017905	1	1	1	0	1	0	1	0	0
ENSPPYG00000025837	210	93	55	128	59	199	241	190	225
blastnGorilla.Locus_18270	0	0	0	0	0	0	0	0	0
ENSPPYG00000004206	2449	1281	771	366	289	718	1107	298	633
blastnPan.Locus_138963	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000239314	0	0	0	0	0	0	0	0	0
ENSPPYG00000018721	0	0	0	0	0	6	8	0	0
ENSPPYG00000006576	886	326	234	93	96	110	82	78	66
ENSPPYG00000010820	62	10	7	21	25	18	26	11	20
blastnHuman.ENSG00000238102	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_292897	0	0	0	0	0	0	0	0	0
ENSPPYG00000002988	2196	1858	1211	351	289	934	624	154	248
ENSPPYG00000001073	99	49	96	14	9	49	64	9	40
ENSPPYG00000003542	119	66	86	16	10	89	98	55	45
ENSPPYG00000001883	114	64	30	103	46	796	886	334	432
ENSPPYG00000017083	23	23	86	15	5	3	0	1	2
ENSPPYG00000019783	0	0	0	0	0	0	0	0	0
blastnPan.Locus_82070	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_342025	0	0	0	0	0	0	0	0	0
ENSPPYG00000007343	0	1	2	4	3	3	1	9	13
ENSPPYG00000002723	1	1	0	1	0	0	0	0	0
ENSPPYG00000010185	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000227210	3	1	0	0	0	0	0	1	0
ENSPPYG00000005615	0	0	0	0	0	0	0	1	0
blastnHuman.ENSG00000229228	0	0	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000087356	0	0	0	1	0	0	0	0	1
blastnMouse.CUFF.214886	1	0	0	0	0	0	0	0	0
blastnPan.Locus_153096	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000227716	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_476398	0	0	0	0	0	0	0	0	0
ENSPPYG00000018427	219	136	138	58	56	149	194	92	96
blastnHuman.ENSG00000225548	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_498745	0	0	0	0	0	0	0	0	0
ENSPPYG00000017452	359	145	543	311	178	626	1040	207	393
ENSPPYG00000019456	112	104	13	0	0	1	3	0	2
blastnHuman.ENSG00000254864	0	0	0	0	0	0	0	0	1
blastnHuman.Locus_17665	0	0	0	0	0	0	0	0	0
ENSPPYG00000007838	866	394	375	94	38	235	324	314	469
ENSPPYG00000000225	0	0	1	0	0	0	0	0	0
ENSPPYG00000019383	10	0	0	0	0	166	152	5	15
ENSPPYG00000017880	6	0	7	5	0	3	1	1	4
ENSPPYG00000014937	191	37	82	4348	1400	485	526	455	728
blastnHuman.ENSG00000223669	1	0	0	0	0	0	0	0	0
blastnPan.CUFF.371216	0	0	0	0	0	0	0	0	0
ENSPPYG00000017284	155	112	77	73	33	303	309	97	154
ENSPPYG00000001110	0	0	1	0	0	0	0	1	0
ENSPPYG00000016270	24	4	34	37	7	24	32	14	17
blastnPan.CUFF.121139	0	0	0	0	0	0	0	0	0
ENSPPYG00000005005	138	17	34	0	0	12	4	0	0
blastnHuman.ENSG00000232132	0	1	0	0	0	0	1	0	0
blastnMacaque.Locus_210873	0	0	0	0	0	0	0	0	0
ENSPPYG00000006202	11	3	0	8	0	43	27	20	13
ENSPPYG00000000570	0	0	0	2	0	0	0	5	3
blastnHuman.Locus_46987	0	0	0	0	0	0	0	0	0
ENSPPYG00000009336	350	105	480	301	198	919	657	194	652
blastnPan.Locus_64997	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_371491	0	0	0	0	0	0	0	0	0
ENSPPYG00000007482	89	65	81	54	21	40	102	46	86
ENSPPYG00000000052	2251	813	1477	1532	1004	1646	1936	1541	1357
ENSPPYG00000016860	92	19	3	0	0	0	0	0	0
ENSPPYG00000014834	3	2	1	23	7	59	54	435	546
blastnMacaque.Locus_115385	2	0	0	0	0	0	1	0	0
ENSPPYG00000005997	138	80	189	123	47	105	186	100	167
ENSPPYG00000000238	1	0	0	2	0	3	3	5	2
blastnHuman.ENSG00000247498	1	0	0	0	1	1	3	0	5
blastnHuman.ENSG00000253433	0	0	0	0	0	0	0	0	0
ENSPPYG00000025850	655	155	468	496	489	748	861	534	623
ENSPPYG00000005229	34	19	52	40	10	24	32	19	23
ENSPPYG00000012034	0	0	0	0	0	1	0	0	0
blastnHuman.CUFF.383757	0	0	0	1	0	0	0	0	0
ENSPPYG00000016598	2	2	1	0	2	11	2	2	3
ENSPPYG00000018448	4922	1428	763	5	4	87	1	2	0
blastnHuman.CUFF.321840	1	0	0	0	0	0	0	0	0
blastnHuman.Locus_146674	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_372989	1	3	0	0	0	0	0	0	0
ENSPPYG00000003159	37	9	24	13	8	21	16	9	21
blastnMouse.Locus_13148	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000230063	0	0	0	1	0	0	1	0	0
ENSPPYG00000014077	1318	714	365	495	146	204	161	63	109
ENSPPYG00000004764	0	5	18	7	0	8	12	0	3
blastnMacaque.Locus_273912	0	0	0	0	0	0	0	0	0
ENSPPYG00000020460	24	4	14	10	2	6	7	2	4
ENSPPYG00000000111	15	4	1	15	11	21	17	28	12
ENSPPYG00000007217	39	62	15	3	1	0	2	1	0
ENSPPYG00000014459	987	558	777	1398	501	1287	1849	1436	1739
ENSPPYG00000003714	62	6	25	278	239	118	138	74	100
ENSPPYG00000000892	93	26	36	46	47	88	124	57	74
ENSPPYG00000000903	56	34	63	40	20	40	56	17	55
ENSPPYG00000004555	1	1	0	0	0	0	0	0	0
ENSPPYG00000025915	477	307	402	918	436	595	1179	840	1100
ENSPPYG00000020565	0	2	2	0	0	1	4	0	3
ENSPPYG00000002934	70	77	39	78	58	452	364	49	15
ENSPPYG00000019416	9	1	7	7	8	6	1	5	3
ENSPPYG00000005735	268	150	174	101	55	119	213	112	212
ENSPPYG00000018052	58	0	1	32	5	28	33	40	234
ENSPPYG00000017819	86	47	69	66	28	64	113	38	82
blastnHuman.ENSG00000233153	2	1	0	0	0	0	0	0	0
ENSPPYG00000006196	18	1	4	0	0	4	3	1	4
ENSPPYG00000013765	306	195	523	637	226	1506	1706	419	563
ENSPPYG00000001869	1542	894	1403	721	364	752	891	268	765
ENSPPYG00000014395	894	216	1321	842	160	948	156	799	570
ENSPPYG00000000332	47	35	7	159	22	52	7	72	57
ENSPPYG00000008104	238	148	60	159	112	196	244	201	213
blastnHuman.Locus_146711	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_196695	1	0	0	1	0	0	0	0	1
blastnHuman.ENSG00000237327	6	1	1	0	0	2	4	0	2
ENSPPYG00000003042	1180	981	211	121	132	205	163	272	174
ENSPPYG00000000125	24	15	69	52	22	54	67	24	77
blastnGorilla.Locus_73683	0	0	0	0	0	0	0	0	5
ENSPPYG00000005463	1810	1046	1360	697	245	437	258	338	243
blastnHuman.ENSG00000250256	0	0	0	0	0	0	0	0	0
ENSPPYG00000019691	6	3	0	33	5	160	165	13	17
ENSPPYG00000008826	0	1	5	1	0	2	3	1	5
ENSPPYG00000003166	276	108	126	9	1	192	587	91	51
blastnHuman.ENSG00000232139	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000228100	0	0	0	0	0	0	0	0	0
ENSPPYG00000013615	0	1	0	0	1	0	0	0	1
blastnHuman.Locus_175373	0	0	0	0	0	0	0	0	0
ENSPPYG00000008349	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_19293	0	0	0	0	0	0	0	0	0
ENSPPYG00000010856	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_61148	0	0	0	0	0	0	0	0	0
ENSPPYG00000010212	9	11	72	0	0	2	2	1	0
ENSPPYG00000004144	258	210	14	0	1	0	0	0	0
ENSPPYG00000018852	142	67	118	284	97	250	166	286	252
ENSPPYG00000016699	0	0	0	0	0	0	0	2	0
ENSPPYG00000001440	133	70	59	51	51	23	19	6	26
ENSPPYG00000019519	34	33	14	0	0	131	136	2	8
ENSPPYG00000000219	234	101	552	276	90	204	274	299	680
ENSPPYG00000013073	451	160	356	1898	450	571	501	135	189
blastnGorilla.Locus_292380	0	0	0	3	1	2	2	0	0
ENSPPYG00000009844	19	15	93	24	10	25	27	13	26
blastnHuman.ENSG00000231078	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000255313	0	0	0	0	0	0	0	0	0
Locus_179087	2	0	0	0	0	0	0	1	3
blastnPan.CUFF.10899	0	0	1	0	0	0	4	0	0
blastnOpossum.Locus_120928	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000254571	3	2	2	3	0	4	1	1	4
ENSPPYG00000009054	93	43	141	37	21	6	22	14	44
ENSPPYG00000018127	0	0	0	0	0	0	0	0	0
ENSPPYG00000003911	314	103	147	103	66	142	195	86	234
ENSPPYG00000000319	1679	712	732	177	293	798	1712	34	868
blastnPan.Locus_18050	26	0	2	0	0	0	0	0	0
ENSPPYG00000017955	7	4	1	2	1	17	18	0	0
ENSPPYG00000002269	140	33	51	117	92	135	128	163	125
ENSPPYG00000007508	629	79	233	392	144	831	735	1412	5045
ENSPPYG00000012404	12	5	11	29	11	15	51	18	68
ENSPPYG00000010045	1688	932	443	166	269	221	298	19	112
blastnHuman.ENSG00000235495	0	0	0	0	0	0	0	0	0
ENSPPYG00000009270	4	3	0	0	0	0	0	0	0
blastnHuman.ENSG00000236389	0	0	0	0	0	0	7	0	0
ENSPPYG00000007416	167	64	97	577	161	149	105	317	256
ENSPPYG00000002250	0	1	1	1	1	1	4	1	3
ENSPPYG00000007801	4	7	0	15	3	0	0	0	0
blastnMacaque.Locus_60546	2	0	0	0	0	0	0	0	0
blastnGorilla.Locus_391763	0	0	0	0	0	1	1	0	0
blastnPan.Locus_25401	1	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000231740	0	0	0	0	0	0	0	0	0
ENSPPYG00000000097	119	57	97	122	33	66	127	38	53
blastnHuman.ENSG00000226304	0	0	0	0	0	0	0	0	0
ENSPPYG00000020253	83	50	145	123	24	111	113	102	112
ENSPPYG00000001634	312	177	173	142	55	152	242	112	211
ENSPPYG00000000632	3	1	88	0	0	0	0	0	0
ENSPPYG00000000033	0	0	0	0	0	0	0	0	0
ENSPPYG00000011075	63	46	55	21	9	17	33	14	39
blastnGorilla.CUFF.318369	0	1	0	1	0	3	0	0	0
ENSPPYG00000004391	23	7	5	26	3	22	14	3	4
blastnHuman.CUFF.51192	0	0	0	0	0	0	0	0	0
ENSPPYG00000014925	19	3	4	28	4	21	29	22	10
blastnHuman.ENSG00000248371	0	1	0	0	0	0	0	0	0
ENSPPYG00000018816	0	0	8	380	47	1	1	3	0
ENSPPYG00000012487	80	36	44	300	111	141	91	90	23
ENSPPYG00000001306	0	0	8	0	0	0	9	163	660
ENSPPYG00000001270	1186	412	792	941	409	732	562	568	678
ENSPPYG00000006515	976	377	1267	981	576	927	1197	570	843
ENSPPYG00000004314	549	203	251	30	8	80	55	11	13
ENSPPYG00000002380	0	0	0	0	0	0	0	0	0
ENSPPYG00000008625	39	25	37	15	9	27	24	25	13
ENSPPYG00000012326	243	178	470	384	93	237	448	188	461
blastnChicken.CUFF.65566	0	0	0	0	0	0	0	0	0
ENSPPYG00000011246	502	252	474	107	97	522	695	455	1851
blastnMacaque.Locus_314344	0	0	0	0	0	0	0	0	0
ENSPPYG00000002184	48	16	54	74	27	35	100	66	90
ENSPPYG00000006269	9176	4619	4419	2273	1214	1345	1805	231	1424
blastnMacaque.Locus_116105	0	0	0	0	0	0	0	0	0
ENSPPYG00000015132	215	100	102	45	47	1	3	1	2
ENSPPYG00000003458	715	152	221	383	262	400	451	292	280
Locus_129550	0	0	0	0	0	0	1	0	0
ENSPPYG00000010287	5	15	6	0	0	79	255	14	165
ENSPPYG00000005308	1	0	4	2	1	1	4	0	10
blastnHuman.Locus_12903	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_371582	0	0	0	0	0	0	0	0	0
ENSPPYG00000018262	1	2	1	0	0	0	0	1	0
ENSPPYG00000014582	22	3	5	16	1	162	0	141	37
ENSPPYG00000000534	50	29	53	74	26	35	48	45	45
blastnGorilla.Locus_73861	1	0	0	2	0	0	0	0	0
ENSPPYG00000007111	243	146	355	358	100	154	248	138	265
ENSPPYG00000014660	2	0	0	0	1	3	3	0	6
blastnGorilla.Locus_60765	0	0	0	0	0	0	0	0	0
Locus_61410	1	3	1	0	0	0	0	0	0
blastnHuman.CUFF.442233	1	0	0	0	0	0	0	0	0
blastnHuman.Locus_38062	1	0	0	0	0	0	0	0	0
ENSPPYG00000008984	65	65	84	115	32	100	171	139	138
ENSPPYG00000004303	60	37	39	10	7	3	21	13	33
ENSPPYG00000000267	42	1	9	25	8	17	2	162	106
ENSPPYG00000014321	117	70	104	207	83	72	182	138	158
ENSPPYG00000007937	110	149	80	104	20	83	138	76	84
ENSPPYG00000003593	0	0	0	0	0	0	0	0	0
ENSPPYG00000007018	22	25	48	0	0	46	32	3	0
blastnHuman.Locus_175478	0	0	0	0	0	0	0	0	0
Locus_207956	0	0	0	0	0	1	6	0	0
ENSPPYG00000007503	164	62	59	90	29	95	146	154	102
ENSPPYG00000019634	1015	602	382	1015	977	119	170	92	122
ENSPPYG00000011660	16	8	10	1702	1932	4	7	2	0
ENSPPYG00000010585	466	450	236	196	136	302	302	171	310
blastnMacaque.Locus_18020	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000225623	0	0	0	0	0	0	0	0	0
ENSPPYG00000020218	48	14	36	84	23	139	189	236	193
ENSPPYG00000003492	356	192	350	268	95	230	351	107	232
blastnPan.Locus_105914	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_139169	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_125932	0	0	0	0	0	0	0	0	0
ENSPPYG00000005722	253	96	213	461	216	147	225	283	187
ENSPPYG00000012162	117	5	27	138	25	130	142	24	200
ENSPPYG00000003102	1	0	1	0	0	3026	4969	0	4
blastnHuman.Locus_87517	0	0	0	0	0	0	0	0	0
Locus_195029	4	5	3	3	0	5	2	2	1
ENSPPYG00000002507	106	9	19	1827	1240	288	173	784	968
ENSPPYG00000002060	323	160	123	46	25	421	776	141	371
blastnMacaque.Locus_189001	0	0	0	0	0	0	1	0	0
blastnMouse.Locus_91840	0	1	0	0	0	0	0	0	0
ENSPPYG00000004673	17	0	5	1	0	4	2	1327	2656
blastnMouse.CUFF.200260	0	0	0	0	0	0	0	0	0
ENSPPYG00000015653	6	3	1	0	0	2	0	1	1
ENSPPYG00000017700	0	0	0	0	0	156	227	1	0
ENSPPYG00000000017	20	19	6	0	0	2	0	1	0
blastnHuman.ENSG00000232537	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_100745	0	0	0	0	0	0	0	0	0
ENSPPYG00000025864	184	41	31	63	24	50	28	128	109
ENSPPYG00000011196	575	330	259	367	185	552	673	743	635
ENSPPYG00000014504	969	533	412	3	7	2	6	1	2
blastnGorilla.Locus_392920	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_183281	0	0	0	0	0	0	1	0	1
blastnHuman.ENSG00000249052	0	0	0	0	0	0	0	0	0
Locus_59066	1	0	1	1	0	0	0	0	0
blastnHuman.ENSG00000237499	0	0	0	0	0	4	1	1	1
ENSPPYG00000016688	1	6	37	0	0	0	1	3	39
ENSPPYG00000003697	175	87	107	141	78	95	152	99	205
ENSPPYG00000012744	0	0	13	0	0	0	0	0	0
ENSPPYG00000001334	590	284	774	12	2	24	16	9	8
ENSPPYG00000014083	220	105	181	370	65	126	189	284	200
blastnHuman.Locus_46850	0	1	6	0	0	0	1	0	0
ENSPPYG00000018635	6	2	27	540	368	14	10	2	3
blastnGorilla.Locus_135565	0	0	0	0	0	0	0	0	0
ENSPPYG00000012459	28	15	46	13	14	218	523	365	1021
ENSPPYG00000013207	510	279	251	461	191	740	734	466	662
blastnPan.CUFF.228610	0	0	0	0	0	0	0	0	0
ENSPPYG00000009671	314	124	300	135	121	287	309	96	241
ENSPPYG00000006726	3	0	0	0	0	3	2	0	0
ENSPPYG00000012957	0	0	0	0	0	0	0	0	0
ENSPPYG00000009668	322	194	59	233	311	326	582	29	35
ENSPPYG00000000574	9	3	6	4	0	1	0	7	1
ENSPPYG00000001242	37	14	28	21	7	325	624	4484	2856
blastnHuman.ENSG00000254142	1	0	0	0	0	0	0	0	0
ENSPPYG00000010945	346	365	183	4706	4619	38	63	10	33
blastnMouse.CUFF.154371	0	0	0	0	0	0	0	0	1
ENSPPYG00000018243	0	2	1	0	0	0	0	0	0
ENSPPYG00000013052	702	403	6	8	2	48	118	10	35
ENSPPYG00000004347	158	7	53	64	2	2	2	2	48
ENSPPYG00000007825	8	0	0	23	51	29	21	20	6
ENSPPYG00000003754	645	286	7	0	0	6	13	0	0
