Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2	Testis_Male3
Locus_77152	0	0	0	0	0	0	0	0	0	2	1	2	0	3	7	6
ENSGALG00000004020	3	8	5	7	5	14	10	41	70	58	169	96	127	300	128	117
Locus_97752	0	0	0	0	0	0	0	0	0	0	0	0	0	54	16	0
CUFF.17246	7	2	4	10	8	0	0	0	0	0	0	0	0	1	0	8
ENSGALG00000024230	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Locus_50450	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Locus_99632	3	3	41	2	4	0	2	1	4	2	1	94	18	2	3	27
CUFF.63298	0	0	0	0	0	1	0	5	7	2	1	0	0	4	5	11
Locus_48602	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	63
ENSGALG00000004428	167	145	355	42	95	17	17	18	12	21	8	361	113	49	58	169
Locus_19425	56	53	127	44	65	70	31	278	223	435	491	2822	981	9517	6445	8622
ENSGALG00000010180	20	9	37	17	15	0	1	70	82	3	4	670	118	11	12	25
ENSGALG00000016813	932	546	3535	655	852	428	295	709	469	809	375	10629	2132	508	1013	8020
ENSGALG00000008166	0	3	3	0	5	3	1	5	0	6	0	56	72	2	4	10
ENSGALG00000004688	6	3	3	5	11	20	13	4	0	2	4	380	259	10	13	24
ENSGALG00000009579	0	0	107	0	0	0	5	0	0	1	0	18	0	1	0	9
ENSGALG00000004440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSGALG00000015380	655	646	740	379	987	0	3	2612	3061	3	1	30	5	10	11	68
ENSGALG00000009013	293	254	745	331	373	219	209	187	242	212	195	2261	956	121	142	520
ENSGALG00000013605	1142	728	3289	1608	1933	171	135	1079	884	61	49	7951	1514	60	121	433
ENSGALG00000010785	436	216	410	145	139	704	1240	1133	644	896	1637	355	182	587	222	415
ENSGALG00000015782	20	18	108	25	30	39	26	45	43	32	21	1238	448	92	149	668
Locus_28343	1	1	3	0	3	0	0	1	2	0	0	17	5	41	25	23
ENSGALG00000015690	18	15	66	46	36	10	5	9	16	11	4	434	124	149	303	2181
CUFF.57533	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	9
ENSGALG00000013414	14	20	20	8	21	30	133	3	24	14	5	1086	777	39	44	115
CUFF.97008	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	9
Locus_126852	1	1	10	2	0	0	0	0	2	0	0	2	0	11	8	22
ENSGALG00000014079	16	7	56	11	17	8	6	24	43	4	2	2456	719	56	141	563
Locus_20604	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30
CUFF.27030	0	0	0	0	0	0	0	0	0	0	0	2	0	10	15	113
Locus_47490	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	14
ENSGALG00000004732	118	80	59	99	145	203	85	182	261	25	16	1507	2896	65	123	380
ENSGALG00000016226	780	505	3546	672	727	150	105	592	549	245	219	13807	2519	1711	2745	12745
Locus_20749	0	0	0	0	0	0	0	0	0	0	0	0	0	31	16	30
Locus_73080	3	1	1	2	2	0	0	0	1	0	1	6	4	1	0	2
ENSGALG00000012870	430	251	926	332	466	267	210	214	136	119	85	1324	498	172	196	857
Locus_84078	3	1	3	0	0	0	0	1	0	0	0	8	0	6	8	15
ENSGALG00000000954	39	39	21	32	31	35	38	168	145	151	349	591	505	273	76	125
Locus_19673	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	7
ENSGALG00000012740	32	16	24	58	58	7	2	33	42	53	41	68	39	12	19	32
ENSGALG00000007252	122	73	150	25	24	6	7	14	8	31	37	143	178	133	101	406
ENSGALG00000022370	12	0	3	0	15	0	2	11	2	10	11	5	1	15	8	3
Locus_104678	0	0	0	0	0	0	0	1	0	0	1	4	1	1	0	0
Locus_97956	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9
ENSGALG00000004954	75	38	166	65	97	77	61	44	37	35	14	1154	494	229	305	1359
ENSGALG00000002990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSGALG00000009879	239	193	208	177	261	137	121	368	297	154	114	1895	2614	1463	1459	1356
ENSGALG00000018705	441	194	128	293	339	90	112	37	29	43	91	60	80	144	69	26
Locus_73572	2	1	0	3	1	1	3	13	9	15	20	29	11	48	30	65
ENSGALG00000011190	4	11	3	2	8	22	13	33	104	70	342	905	713	1956	801	422
ENSGALG00000008282	169	95	400	191	305	171	124	169	157	166	88	2289	1104	188	287	1203
ENSGALG00000005704	726	443	812	450	606	1090	1350	658	607	763	1036	1203	1104	1408	1034	1420
ENSGALG00000015692	0	1	5	1	3	0	1	1	3	0	0	36	39	333	541	2686
ENSGALG00000006087	265	148	550	36	115	2	4	89	59	9	29	7	5	16	46	43
ENSGALG00000006624	4	4	7	20	29	0	2	1	1	0	1	312	97	32	23	35
ENSGALG00000008776	0	0	0	0	0	0	0	0	0	3	2	0	0	0	2	5
Locus_126845	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	40
ENSGALG00000023451	425	303	1139	354	439	392	394	460	357	932	615	3406	891	550	769	2727
ENSGALG00000003110	32	52	72	14	4	0	0	0	0	0	0	6	0	169	196	840
ENSGALG00000007717	24	11	65	37	44	3	6	86	211	165	173	143	81	8	8	34
ENSGALG00000006066	333	225	678	909	740	233	193	327	428	210	261	3760	677	1353	392	1213
ENSGALG00000023677	1750	906	1083	1752	1576	1540	1559	896	1721	609	2001	4127	50	1904	938	1672
ENSGALG00000008891	2	3	3	0	3	0	2	0	0	0	0	1	0	7	3	7
ENSGALG00000004521	975	389	367	533	1107	6245	9974	2850	2057	17819	45196	13469	16430	8889	2098	3537
ENSGALG00000015243	147	195	1651	93	292	119	266	89	111	175	366	1891	493	1116	579	5472
ENSGALG00000008928	0	0	0	0	0	0	0	0	0	0	4	3	2	13	4	5
ENSGALG00000014258	1293	784	6711	809	929	1252	1020	318	138	108	75	3207	673	71	112	945
ENSGALG00000016714	69	27	18	6	50	7	31	128	24	22	214	59	74	140	19	9
ENSGALG00000006020	456	358	1204	194	348	295	343	243	352	203	204	4341	1603	375	462	1369
blastnPan.Locus_17995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_46679	0	1	0	0	0	0	0	0	0	0	0	1	0	25	14	20
ENSGALG00000014144	25	20	66	0	1	470	396	32	33	1	0	67	2	415	429	2112
Locus_63920	0	0	1	0	1	0	0	0	0	0	0	46	8	0	0	2
ENSGALG00000011993	232	153	338	174	246	172	225	162	171	207	166	811	477	1399	1602	2425
ENSGALG00000021344	13	5	13	11	19	4	2	2	6	5	3	165	39	2223	1004	2207
Locus_21791	0	0	0	0	0	0	0	0	0	0	0	24	1	0	2	6
ENSGALG00000016002	114	85	120	115	163	72	81	94	78	80	112	430	337	8313	4511	7893
ENSGALG00000013239	194	77	178	54	92	734	1184	466	138	2	14	293	89	16	15	23
Locus_104837	10	7	5	22	14	1	3	1	2	1	1	20	15	117	43	87
ENSGALG00000003948	498	338	818	485	548	886	782	718	825	3431	540	2197	931	248	304	702
ENSGALG00000014857	547	260	921	526	605	345	263	43263	17706	8695	7986	5852	1664	216	297	701
ENSGALG00000009985	49	46	989	42	47	38	57	37	28	34	19	3371	328	44	128	2512
ENSGALG00000009282	120	74	291	498	564	91	50	80	54	67	19	2052	391	87	107	559
ENSGALG00000010792	76	43	119	34	50	1	1	3	19	1727	1695	1	1	1	1	2
ENSGALG00000006864	54	33	208	9	20	11	7	167	162	34	26	149	31	49	82	353
ENSGALG00000014569	107	84	107	112	158	270	594	149	158	272	448	566	226	213	151	239
ENSGALG00000009905	59	46	175	67	72	54	20	62	31	104	36	5367	877	171	345	2010
ENSGALG00000001896	267	216	464	642	866	16	10	25	48	18	42	74	42	2	5	9
CUFF.74136	1	0	0	0	2	0	0	0	0	1	3	3	1	6	5	20
ENSGALG00000015107	416	423	828	959	1564	145	312	127	93	13	4	4613	3930	256	536	1319
ENSGALG00000012544	17	16	18	13	24	41	28	42	54	1	4	921	269	92	25	90
Locus_27827	0	0	0	0	0	0	0	0	0	0	1	0	0	3	7	21
ENSGALG00000004676	31	15	31	28	40	14	9	55	28	37	23	342	177	484	290	689
ENSGALG00000001694	9	5	44	8	11	1	0	72	47	1	1	1510	863	27	28	197
ENSGALG00000024000	18	9	46	0	0	35	27	10	7	5	1	110	67	2	3	8
ENSGALG00000008978	34	33	132	28	71	28	10	43	48	48	20	482	477	19	15	64
ENSGALG00000008050	83	62	306	128	135	133	134	229	211	279	194	6471	1124	445	575	2818
ENSGALG00000022207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000006633	76	58	114	26	33	9	11	107	180	67	35	406	367	130	90	156
ENSGALG00000015896	102	65	204	68	92	6	4	28	30	8	10	417	187	6	7	30
Locus_102771	2	0	8	2	0	1	0	0	0	0	0	0	2	42	97	309
Locus_48756	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	19
CUFF.206003	0	0	0	0	0	0	0	0	0	0	0	6	0	4	4	32
ENSGALG00000015070	174	97	643	135	141	35	31	101	63	112	20	2446	533	50	108	671
Locus_117201	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	12
ENSGALG00000015166	1	2	4	3	7	9	7	74	89	13	23	389	70	32	35	126
Locus_66294	6	4	6	1	4	17	9	0	0	0	0	2	2	115	93	302
ENSGALG00000022606	72	23	87	43	95	18	51	94	39	37	96	480	115	175	26	146
ENSGALG00000021074	12	9	8	19	76	18	95	13	9	2	12	29	176	179	39	19
ENSGALG00000019845	0	0	2	0	0	32	47	234	1723	29858	45307	25	9	16	21	26
ENSGALG00000001875	67	36	85	61	71	11	13	13	6	5	7	94	61	13	16	59
Locus_48936	0	0	1	0	1	1	3	0	0	0	1	0	0	19	15	58
ENSGALG00000015269	101	72	197	1	3	0	0	0	0	0	0	32	25	0	0	0
ENSGALG00000010008	0	0	1	0	1	0	0	0	0	0	0	0	0	7	1	5
ENSGALG00000002925	664	398	2156	1113	1671	2086	2522	4730	3217	3707	3937	7657	1775	1359	1099	5945
ENSGALG00000019852	1	1	0	6	1	0	0	0	0	0	0	1	2	15	5	3
ENSGALG00000015785	19	19	111	16	25	26	7	19	10	34	10	68	3	27	64	613
ENSGALG00000022077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Locus_102197	0	0	2	0	0	0	0	0	0	0	0	29	5	0	4	6
Locus_20185	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	5
ENSGALG00000022571	4	2	1	7	1	4	1	1	0	971	1802	0	1	39	12	13
ENSGALG00000006361	66	27	21	14	19	0	0	17	30	1	5	8	7	8	0	2
ENSGALG00000016610	41	25	11	19	28	19	27	76	49	48	128	12	62	1039	166	107
ENSGALG00000019992	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSGALG00000007896	148	77	41	79	133	36	59	504	382	125	499	589	653	686	195	158
CUFF.122443	0	0	0	0	1	1	0	1	0	0	0	2	1	225	53	66
ENSGALG00000020884	16	12	47	25	31	11	4	25	16	50	17	394	150	17	23	140
ENSGALG00000005139	7203	4998	18393	6846	7532	1620	1443	3261	3623	2182	2014	32848	7268	3294	3283	13430
Locus_47021	0	0	0	0	1	0	0	0	0	0	0	0	0	189	235	252
Locus_46188	2	0	0	0	0	1	0	0	0	0	0	364	190	1	1	3
ENSGALG00000015663	103	96	256	90	189	461	657	622	802	1287	1363	2206	825	431	484	1743
ENSGALG00000009733	392	234	13965	189	306	653	586	344	230	454	236	32999	1620	283	585	20016
ENSGALG00000020054	148	79	157	117	96	169	166	197	126	106	153	725	457	105	72	196
ENSGALG00000016030	12	28	77	19	24	0	0	0	0	0	0	6809	421	479	1143	8397
ENSGALG00000009354	614	352	1097	61	80	140	90	11	19	9	5	547	495	17	26	60
ENSGALG00000008581	258	198	183	84	110	6	3	37	31	19	48	34	49	71	34	20
ENSGALG00000011373	784	568	2382	646	795	324	311	222	258	305	276	4543	1012	1116	1246	5806
ENSGALG00000016078	480	390	1281	916	1066	71	85	0	4	13	7	211	62	25	16	62
Locus_99613	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	11
ENSGALG00000016777	292	163	267	182	302	114	122	256	193	167	179	1056	1223	416	250	386
ENSGALG00000017153	1174	749	7393	792	1030	1273	901	1836	1414	2003	867	32813	4180	352	978	7220
Locus_99347	0	0	1	0	0	0	0	0	0	0	0	0	0	5	3	10
ENSGALG00000005127	169	162	336	201	276	68	39	361	315	176	93	1313	971	55	109	289
ENSGALG00000001150	91	81	83	428	361	0	0	0	0	0	0	7	0	49	15	31
Locus_126794	0	0	2	1	0	0	0	0	0	0	0	1	0	0	5	4
Locus_82059	2	0	0	2	1	0	0	9	0	0	0	10	0	38	33	128
Locus_97641	0	0	0	1	0	0	1	0	0	0	0	8	1	5	4	8
ENSGALG00000002475	58	45	155	26	114	92	96	325	234	281	375	3338	1385	265	291	978
ENSGALG00000001847	116	122	271	166	241	58	59	810	958	26	23	1450	580	81	79	395
Locus_127614	1	0	0	0	0	1	0	0	0	0	0	1	1	87	126	239
ENSGALG00000011490	9	15	45	14	30	42	17	51	23	22	7	1474	299	1	8	16
ENSGALG00000000642	76	29	54	66	123	49	46	81	45	34	94	428	211	118	58	98
ENSGALG00000017191	0	0	2	0	0	2	2	2	4	0	0	266	164	51	78	505
ENSGALG00000021963	10	2	2	2	3	3	2	7	3	0	0	15	7	7	1	3
ENSGALG00000005880	3	2	16	2	12	1	0	4	12	1	1	843	98	14	2	0
ENSGALG00000008751	162	114	90	178	205	1	1	32	10	0	0	3	3	1206	1758	1198
ENSGALG00000013039	41	33	61	70	74	82	68	226	233	580	347	806	471	393	294	784
ENSGALG00000001028	19	12	14	41	47	3	1	149	135	778	937	2168	1215	218	128	259
blastnHuman.ENSG00000254041	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0
ENSGALG00000013265	0	0	1	0	0	1	3	13	4	1467	841	1	0	54	79	283
ENSGALG00000023345	153	131	163	359	539	0	2	62	46	0	0	3	3	30	36	13
Locus_98868	0	0	0	1	1	0	0	0	1	0	0	35	12	0	1	0
Locus_28497	0	0	0	0	0	0	0	0	0	0	0	0	0	9	73	13
ENSGALG00000010249	0	1	0	0	0	1	0	1	2	0	0	0	0	1	0	0
blastnPlatypus.Locus_164498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000007699	1878	1041	1619	1474	1999	3068	1974	4605	3429	2586	2228	8863	9081	2675	2808	4695
Locus_99673	2	2	8	0	0	0	0	0	0	0	0	24	21	2	3	5
ENSGALG00000004413	220	163	264	33	56	12	14	144	127	104	310	1264	698	123	53	142
Locus_66114	249	89	134	76	190	46	110	191	95	74	188	461	472	586	170	259
ENSGALG00000022483	11	8	29	21	9	6	2	46	23	39	21	561	60	4	10	44
ENSGALG00000004002	487	263	152	291	406	171	151	505	341	230	383	541	627	774	479	324
ENSGALG00000020388	0	0	0	0	0	0	1	0	0	154	114	3	1	0	0	1
ENSGALG00000012298	20	15	8	10	23	0	0	27	15	99	124	1925	1507	5	6	4
ENSGALG00000006877	371	250	986	19	42	3	1	112	73	30	56	95	69	53	174	474
ENSGALG00000014324	491	390	635	298	372	64	57	94	101	59	45	505	473	11199	16305	15817
ENSGALG00000016583	79	46	82	49	90	22	23	60	27	22	18	756	231	681	474	1319
ENSGALG00000017149	17	13	154	4	2	2	0	0	0	1	1	334	16	7540	8992	64366
ENSGALG00000019141	13	17	51	11	47	14	9	19	51	19	25	2348	980	1	13	40
ENSGALG00000023359	213	116	63	281	640	1	0	17	28	2	11	30	18	772	186	174
Locus_68370	0	0	0	0	0	1	0	1	1	0	0	15	4	60	51	181
ENSGALG00000015310	204	136	686	205	244	44	38	21	4	14	3	454	101	27	50	130
ENSGALG00000011575	336	202	1325	135	185	15	4	35	25	16	2	2312	537	193	441	2003
ENSGALG00000011697	141	127	333	168	190	69	72	106	143	201	316	1653	955	1984	1619	3958
ENSGALG00000013189	184	115	244	150	177	34	19	25	18	30	14	332	206	392	464	1630
ENSGALG00000020292	1243	586	1093	736	698	4	3	1	0	0	1	0	0	15	31	103
ENSGALG00000004555	709	461	958	580	697	435	315	511	536	498	472	4637	2481	1237	902	2659
ENSGALG00000005071	1091	596	770	1386	1351	1079	1024	1029	860	776	710	1048	856	1695	763	905
Locus_48039	6	1	5	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSGALG00000002219	1761	1021	2739	1294	1340	415	341	1077	806	713	770	4042	1869	691	441	1269
Locus_52148	1	0	2	0	2	3	0	1	2	1	0	2	33	15	2	18
Locus_87593	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	10
ENSGALG00000006665	7	2	13	6	15	5	4	132	86	12	20	3191	479	49	16	92
ENSGALG00000023904	24	17	20	7	8	13	56	39	16	1	6	310	400	74	28	29
blastnHuman.ENSG00000225602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSGALG00000002249	474	213	441	700	821	129	131	147	200	158	225	1307	436	701	390	1043
ENSGALG00000010493	225	152	635	1613	1432	144	105	199	184	61	64	1281	427	68	100	439
Locus_28501	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	11
ENSGALG00000017302	75	42	43	38	75	412	251	724	388	1449	1872	356	531	215	89	45
Locus_29199	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10
ENSGALG00000009698	259	170	445	463	553	19	7	36	33	12	10	2469	879	54	83	249
Locus_110201	6	1	2	5	6	0	1	1	0	0	0	0	0	384	186	926
blastnMacaque.Locus_312398	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0
Locus_47221	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	54
ENSGALG00000023624	124	70	339	3	28	1	3	28	14	28	38	233	9	37	14	33
Locus_126982	3	1	9	0	0	0	0	0	0	0	0	0	0	0	1	1
CUFF.230963	2	3	4	1	1	1	9	1	0	0	0	1	0	0	2	3
Locus_120915	0	1	0	0	1	1	1	1	1	0	1	0	0	6	13	8
ENSGALG00000005372	135	158	394	80	209	74	143	121	164	90	225	616	289	331	227	1034
CUFF.3847	27	10	9	10	20	24	20	13	7	21	12	116	5	23	17	37
ENSGALG00000002377	2652	2025	9445	1415	1686	2219	2028	3578	4203	8119	6545	16697	5442	4339	6637	27816
ENSGALG00000023209	0	0	1	0	0	1	0	14	4	9	21	17	13	90	41	88
ENSGALG00000012561	1032	749	2080	1352	1503	183	144	484	434	157	87	7955	2610	623	617	1817
ENSGALG00000016925	235	156	424	370	541	818	492	277	286	66	55	5998	1032	450	452	2063
ENSGALG00000001005	531	311	507	431	569	267	250	623	626	1199	1816	5300	2262	849	406	1036
ENSGALG00000022739	634	345	1465	548	655	126	59	197	145	119	65	3265	516	172	372	1586
Locus_127103	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	10
ENSGALG00000004635	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSGALG00000009909	0	0	1	6	1	1	0	0	0	0	0	7	3	23	20	149
ENSGALG00000007870	80	61	74	65	83	74	105	381	210	144	157	1880	248	548	424	1779
Locus_49616	2	1	1	2	2	0	3	4	0	3	1	4	2	2	4	40
ENSGALG00000004893	24	19	18	14	29	62	88	155	115	94	172	326	812	100	73	32
ENSGALG00000002510	546	434	655	674	873	192	199	377	402	184	318	7418	2827	1892	1228	1964
Locus_28059	2	0	0	0	0	0	0	0	0	0	0	1037	68	3	9	57
Locus_66731	205	67	149	73	197	80	205	779	134	191	535	1039	538	1447	985	699
ENSGALG00000011094	536	330	1100	311	329	358	686	10	6	28	33	203	80	103	48	158
ENSGALG00000002242	631	446	1483	99	119	2	2	66	21	1	2	747	364	90	126	193
ENSGALG00000003598	62	27	121	24	42	19	10	46	30	32	36	575	256	720	856	2254
Locus_5164	1	0	1	1	3	5	3	2	0	0	0	70	8	2	1	7
Locus_81966	2	0	6	0	0	0	0	0	1	1	1	5	0	1	2	11
ENSGALG00000006925	633	442	3845	564	878	168	141	113	107	96	66	11702	1630	1989	3478	28091
ENSGALG00000006052	421	292	1225	314	443	112	59	273	191	279	106	4783	1576	529	950	3012
Locus_21982	1	0	7	1	0	0	0	0	0	0	0	10	1	0	0	7
ENSGALG00000005903	418	315	619	105	228	0	0	3	1	0	0	240	96	9	4	4
Locus_46862	2	0	0	0	1	2	1	14	4	3	0	93	78	320	237	471
ENSGALG00000003268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSGALG00000015974	36	39	64	14	29	38	42	13	4	1	22	7	13	3	1	2
ENSGALG00000010312	48	25	156	16	14	3	2	103	97	22	8	3225	1046	84	45	297
Locus_99009	2	3	2	0	0	0	0	0	0	0	0	43	23	5	5	8
ENSGALG00000008472	702	434	2170	980	1016	336	196	991	561	472	327	13912	1938	970	1010	5491
ENSGALG00000015484	721	377	482	503	680	205	172	509	370	345	534	6644	3730	652	422	645
ENSGALG00000009168	187	121	297	99	140	59	58	94	84	44	36	440	168	80	81	266
ENSGALG00000012106	3	3	0	1	1	0	0	1	1	4	3	70	17	425	346	593
ENSGALG00000001212	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
ENSGALG00000014406	140	79	353	77	115	17	6	55	22	0	4	1728	488	203	714	598
ENSGALG00000023162	67	47	124	65	83	30	13	171	94	34	46	677	247	276	221	518
ENSGALG00000006551	12	6	8	0	5	25	27	0	0	0	0	0	0	0	0	0
ENSGALG00000006652	1207	784	2423	485	492	420	337	321	317	201	125	3934	943	189	206	663
ENSGALG00000007670	294	231	816	13	27	0	0	0	0	0	0	19	19	63	102	256
ENSGALG00000024284	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2
ENSGALG00000002325	11	7	3	1	0	1	4	2	3	2858	9052	0	2	76	29	62
ENSGALG00000002463	71	52	41	44	80	37	57	115	83	92	197	968	508	177	75	166
ENSGALG00000004612	261	164	239	219	246	211	120	376	234	363	211	1126	1122	293	275	530
ENSGALG00000006171	31	26	44	7	31	13	12	29	25	40	133	532	498	230	71	199
ENSGALG00000009977	171	137	216	181	271	180	142	117	208	237	350	5321	5727	263	527	1136
CUFF.241977	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSGALG00000004172	612	420	897	437	536	272	272	366	402	392	582	3936	1942	1143	658	1523
Locus_79896	0	1	0	0	2	0	0	0	0	0	0	1	0	3	1	4
ENSGALG00000002335	3125	1907	4799	1970	2151	3	2	8	3	3	2	613	343	582	631	2091
ENSGALG00000014688	1039	641	1015	1027	1158	587	522	848	1104	699	1209	5650	4701	487	448	870
ENSGALG00000018578	4	3	46	1	3	0	0	0	0	0	0	0	0	147	211	1573
ENSGALG00000001951	16	11	72	21	21	8	2	4	19	1	4	323	203	97	123	385
ENSGALG00000007687	1502	1063	3058	562	796	261	263	315	444	286	236	3379	2006	355	435	1084
ENSGALG00000014935	877	581	1089	547	594	81	66	147	99	655	384	10397	3271	513	450	1209
ENSGALG00000015774	5	0	5	13	5	48	30	70	17	0	1	77	106	35	4	14
Locus_28382	0	0	0	0	0	0	0	0	0	0	0	0	0	215	183	588
ENSGALG00000008526	310	183	967	542	528	245	134	242	229	237	80	7470	1546	561	1046	3222
CUFF.39295	1	1	1	1	1	2	4	3	4	5	9	12	0	6	5	1
ENSGALG00000008442	1502	632	1586	3773	3021	27	34	5	3	1	0	16	5	42	19	73
ENSGALG00000007182	30	12	97	16	6	5	1	18	2	2	0	116	19	95	291	1142
blastnPan.Locus_105863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locus_88095	1	0	6	9	10	0	0	0	0	1	1	0	0	2	0	2
ENSGALG00000001936	10	2	15	28	8	8	1	625	458	10	4	43	8	148	193	680
ENSGALG00000002764	4552	2875	9222	4480	6477	639	592	169	216	182	142	2746	2259	535	731	1804
ENSGALG00000012021	9	22	52	22	42	74	25	8	6	128	37	240	143	22	98	293
ENSGALG00000001857	8	3	9	2	7	5	5	33	25	4	14	53	13	509	405	604
ENSGALG00000001589	120	90	276	65	136	59	31	102	97	204	140	2035	980	71	54	186
ENSGALG00000007744	15	8	7	29	17	16	7	47	29	32	8	180	153	58	91	71
ENSGALG00000014863	90	76	143	33	63	24	25	24	37	30	49	221	230	93	106	211
ENSGALG00000015478	319	238	897	525	703	208	149	188	145	216	91	2909	1405	376	617	2507
Locus_64182	1	1	1	1	4	3	0	0	0	4	5	6	38	1	1	0
ENSGALG00000012529	715	398	2280	694	744	1616	1095	999	849	1061	748	13958	3347	1891	1921	10249
ENSGALG00000008638	14	21	75	119	173	16	4	3	5	4	1	557	306	6	19	109
ENSGALG00000010614	333	137	342	67	98	22752	31700	1138	769	1402	1157	6426	2282	233	171	381
ENSGALG00000013051	321	256	529	1205	1577	86	61	844	1127	27	15	1466	612	118	82	174
ENSGALG00000001139	5	2	1	1	1	4	8	35	38	54	166	13	49	5	0	0
Locus_63914	22	0	0	15	0	49	1	8	0	5	1	104	3	373	88	237
Locus_83912	0	0	0	0	0	0	0	0	3	3	1	1	0	3	9	26
ENSGALG00000003682	353	184	1221	339	433	261	195	483	230	262	215	6491	1125	710	949	3634
ENSGALG00000010293	1	0	8	0	0	1	2	1	4	138	47	3484	243	8	13	33
ENSGALG00000005200	604	370	3043	470	616	563	498	664	550	949	810	9390	1496	1767	1798	11904
blastnOpossum.Locus_87683	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSGALG00000005073	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	1
ENSGALG00000023845	53	30	37	20	68	17	33	20	12	60	60	252	347	85	39	134
ENSGALG00000011726	12	4	7	2	6	12	19	51	27	20	23	146	145	178	32	39
CUFF.11335	0	0	0	0	3	0	0	0	0	1	3	0	0	8	7	17
Locus_105218	0	0	0	0	0	0	0	0	0	0	0	2	0	6	4	15
ENSGALG00000009061	28	10	52	38	47	30	23	56	32	42	31	530	239	103	136	352
ENSGALG00000014386	87	55	261	78	111	91	87	316	277	465	190	1852	749	233	367	2007
ENSGALG00000011516	16	17	97	16	22	34	24	54	26	62	17	2097	334	758	1172	6543
ENSGALG00000016932	133	115	375	90	116	54	43	45	37	22	12	436	401	406	606	1955
ENSGALG00000015932	176	100	251	22	39	9	3	9	8	4	4	146	18	23	65	189
Locus_105271	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3
ENSGALG00000019116	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	6
CUFF.49661	0	0	0	0	0	0	0	8	4	0	1	15	5	1	4	4
ENSGALG00000004802	302	221	1072	238	373	206	111	250	183	521	475	13138	2803	901	877	5357
Locus_28938	30	30	180	27	64	19	27	32	33	16	16	618	262	142	237	783
Locus_87618	0	0	0	0	0	0	0	0	0	0	0	0	0	70	89	219
CUFF.59986	2	0	5	0	0	0	0	0	0	0	0	9	1	1	2	24
ENSGALG00000009955	22	15	33	10	18	1	1	3	4	635	71	137	68	26	54	181
Locus_20979	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	77
ENSGALG00000016529	1030	590	1526	765	970	23	11	17	19	15	20	377	96	215	264	1056
ENSGALG00000014767	91	153	516	104	236	63	76	48	98	73	67	892	676	329	462	1909
ENSGALG00000003679	1443	851	1508	1653	1899	978	1000	844	759	738	1202	2457	2508	2267	1007	2012
Locus_73272	2	0	1	4	1	16	14	5	1	9	8	31	9	225	114	160
ENSGALG00000016808	225	151	1132	266	311	232	178	328	324	321	166	5148	1090	371	731	3679
