Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2	Testis_Male3
ENSGALG00000016354	210	109	269	171	196	58	32	154	151	148	76	894	530	415	448	896
CUFF.204335	0	1	0	13	40	0	0	10	6	0	0	3	2	6	13	21
blastnMouse.Locus_92890	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSGALG00000016740	2	2	1	15	10	1	0	0	0	0	0	5	0	7	3	32
ENSGALG00000008987	4	3	16	71	101	1	5	1	1	0	1	35	25	97	11	122
ENSGALG00000013962	320	238	1696	386	460	309	254	361	257	798	270	5897	1610	711	1626	7348
ENSGALG00000009262	21	12	86	6	4	49	171	3726	1393	87073	121109	74	23	412	582	1892
ENSGALG00000008839	638	378	2723	1491	1578	374	305	557	433	481	215	18975	2505	2229	4416	26863
ENSGALG00000016206	176	102	492	155	162	45	39	178	152	250	271	401	78	57	86	266
ENSGALG00000016574	99	87	324	71	150	34	16	121	58	113	55	1832	400	209	438	1736
ENSGALG00000004018	80	30	35	35	38	21	7	305	116	284	382	437	207	516	327	245
ENSGALG00000014124	68	41	229	19	18	116	107	373	232	63	37	2922	480	92	140	621
blastnOpossum.Locus_92598	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
ENSGALG00000007729	286	168	505	273	334	453	452	451	329	781	1147	2242	1003	657	522	1289
Locus_4981	0	0	0	0	0	0	0	0	0	0	0	0	0	48	46	178
Locus_127063	65	49	107	28	78	43	32	89	56	20	42	1573	557	511	258	731
ENSGALG00000017182	199	105	79	167	240	167	192	265	304	272	387	520	527	289	158	131
ENSGALG00000001615	201	110	225	130	133	136	92	460	283	500	568	2027	764	519	463	999
ENSGALG00000015167	192	165	1525	711	1122	733	252	942	1474	2	0	6886	548	317	459	7131
blastnHuman.ENSG00000232586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CUFF.60573	0	0	0	0	0	1	1	0	0	0	0	6	0	0	1	3
Locus_1036	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	20
Locus_99872	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	13
ENSGALG00000018828	51	27	20	30	53	63	59	385	204	166	313	564	351	251	58	130
ENSGALG00000005667	137	94	422	120	145	141	86	164	129	140	115	1485	489	225	300	1027
blastnMouse.Locus_82502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_87718	1	0	0	0	0	0	0	0	1	0	0	22	9	13	12	26
ENSGALG00000013529	11	2	5	4	9	12	12	15	18	3	24	626	671	7841	3389	6747
CUFF.62369	1	0	0	0	1	1	0	0	0	0	0	0	1	5	12	88
ENSGALG00000001182	1252	701	1459	1379	1438	615	516	628	795	538	347	8268	3031	1701	1483	3371
ENSGALG00000016314	580	329	812	468	457	111	66	601	968	2075	1377	5147	1468	1668	1527	4207
ENSGALG00000015783	1054	692	3110	956	1167	1848	2169	1421	911	1464	821	6068	1743	1109	1371	5694
Locus_29216	0	1	0	0	0	0	0	0	0	0	1	1	0	15	26	114
ENSGALG00000000044	4	0	2	1	3	0	0	0	0	0	0	62	100	7	4	14
ENSGALG00000004107	3296	2436	4836	4027	5348	4937	4539	4957	5704	4908	4442	33940	30591	8207	7002	15415
Locus_66857	0	0	7	0	0	0	0	0	0	0	0	0	0	11	1	74
ENSGALG00000013857	0	0	0	0	1	0	0	5	8	0	0	252	295	2	1	2
ENSGALG00000010309	51	35	87	30	33	10	6	27	10	8	2	2629	272	1635	2108	6449
Locus_63820	1	2	0	2	13	0	0	5	3	0	0	10	6	34	15	41
ENSGALG00000000904	240	128	120	83	184	104	113	384	263	212	532	602	607	242	89	178
Locus_49721	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	40
ENSGALG00000022227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSGALG00000003017	116	63	123	82	116	85	89	174	99	70	140	305	280	248	100	139
Locus_28752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	18
Locus_20223	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	19
ENSGALG00000011803	14	7	8	15	18	40	16	45	44	4	2	317	186	9	13	59
ENSGALG00000023132	0	0	0	0	0	0	0	45	26	0	0	1	18	0	6	4
ENSGALG00000007547	1330	832	2617	1194	1581	234	180	918	765	1391	1134	6076	2644	521	571	1482
Locus_117882	0	0	0	0	0	1	1	0	0	0	0	0	0	40	77	247
ENSGALG00000007004	46	37	50	1	4	0	2	1	0	0	1	0	0	15	5	15
ENSGALG00000005871	0	0	2	0	0	0	0	0	2	0	0	67	42	1	2	0
ENSGALG00000003558	102	99	745	104	205	39	55	71	85	853	625	3250	451	30	64	381
ENSGALG00000008433	22	20	7	15	41	104	276	73	63	31	76	44	146	318	63	54
ENSGALG00000001065	7	15	49	6	4	0	0	16	6	7	1	10214	750	2179	3528	15535
CUFF.8175	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	34
ENSGALG00000014244	51	36	68	69	86	32	39	1218	1094	52	33	603	447	169	93	224
ENSGALG00000017444	77	33	128	25	31	4	7	14	6	23	8	144	27	14	4	23
ENSGALG00000013785	428	213	1288	276	286	65	50	434	139	35	21	1964	417	214	376	1058
ENSGALG00000008309	6	11	57	22	24	11	5	7	3	5	3	9052	583	783	1744	22570
ENSGALG00000016501	288	161	639	287	330	241	168	390	251	278	220	2288	1298	505	610	1912
ENSGALG00000011626	42	34	46	36	49	28	18	26	25	43	38	149	115	148	89	236
Locus_21266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17
CUFF.116817	1	2	1	0	7	1	1	4	2	2	10	4	3	21	3	3
ENSGALG00000004222	4879	2786	15644	5269	5010	1990	2263	1181	747	97	123	17433	1964	430	396	1575
Locus_29222	0	2	0	0	1	0	0	0	0	1	1	0	0	152	72	101
CUFF.63769	0	0	0	0	0	0	0	0	0	0	1	0	80	1	2	14
ENSGALG00000001607	150	86	284	121	157	71	40	100	47	46	44	1833	460	128	174	581
ENSGALG00000010434	54	49	101	101	118	194	116	113	149	1698	3004	677	631	41	70	176
ENSGALG00000022788	1	0	0	0	6	0	0	30	32	0	1	3292	458	9	7	26
Locus_47687	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	33
Locus_127816	0	0	0	0	0	0	0	0	0	0	0	11	1	3	1	5
ENSGALG00000009148	1	3	16	0	0	0	0	0	0	0	0	0	0	384	720	2923
ENSGALG00000013762	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	11
ENSGALG00000013009	236	195	320	93	94	1	1	1	0	0	0	0	1	13	7	26
ENSGALG00000009841	39	28	162	48	40	31	32	54	38	37	27	977	320	388	534	2912
Locus_117940	0	0	0	0	0	0	0	0	0	0	0	0	0	108	59	232
ENSGALG00000016760	107	69	169	77	131	144	124	155	73	135	83	808	638	134	222	286
ENSGALG00000007559	94	76	101	93	109	123	151	191	174	164	115	433	351	92	85	208
ENSGALG00000000808	2	0	1	1	1	0	0	1	0	0	0	6	1	6	12	68
CUFF.180707	9	4	9	0	0	0	0	24	8	0	1	11	3	28	22	39
ENSGALG00000015244	20	2	7	18	3	2	1	43	26	48	19	60	16	36	35	50
ENSGALG00000010483	11	9	6	7	8	11	10	10	20	13	6	41	74	7	10	19
ENSGALG00000001624	125	63	468	113	130	113	67	187	84	119	68	3595	700	216	372	1842
ENSGALG00000008127	49	40	61	39	78	73	16	97	77	505	348	814	1595	15	32	43
Locus_88340	0	1	0	0	0	0	0	0	0	0	0	0	0	14	14	40
Locus_99047	1	0	0	0	0	0	0	0	0	0	0	3	0	2	1	56
CUFF.229065	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	1
ENSGALG00000022518	2	0	6	1	5	1	0	2	0	3	0	23	21	0	2	34
Locus_98130	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	14
Locus_46729	0	0	2	2	0	0	0	0	0	0	0	0	0	2	4	8
Locus_80176	0	0	0	0	2	1	0	0	0	3	2	8	9	1	1	0
ENSGALG00000006900	20	10	15	23	43	28	25	238	78	217	463	265	225	31	25	11
ENSGALG00000020592	20	18	9	6	13	0	1	2	0	3	1	5	6	118	50	57
ENSGALG00000006241	4	1	0	4	5	4	4	0	4	1	3	17	1	31	21	151
ENSGALG00000023703	335	184	235	209	476	47	106	164	72	33	83	554	422	359	75	91
ENSGALG00000005852	3	5	5	1	0	0	2	118	54	1	0	19	20	1	3	10
Locus_48009	0	0	0	0	0	0	0	0	0	0	0	1	0	5	3	29
ENSGALG00000015344	260	157	375	231	196	50	39	79	71	78	32	603	276	65	76	278
ENSGALG00000008787	116	82	185	60	90	80	114	104	84	25	52	1053	402	517	166	670
ENSGALG00000015933	285	181	1849	363	465	199	120	337	198	268	106	9790	1665	224	613	4979
ENSGALG00000019229	25	10	55	16	14	136	126	21	17	6	18	403	500	16	13	46
ENSGALG00000003331	350	177	1437	285	385	174	134	405	226	451	367	6650	1179	456	500	3192
ENSGALG00000013775	253	124	468	400	487	23	19	6	17	0	2	55	11	0	11	35
Locus_48251	1	0	2	3	5	1	1	1	0	1	0	3	7	7	7	45
ENSGALG00000006753	218	167	758	161	261	615	533	204	236	392	215	1674	879	122	334	2328
ENSGALG00000012613	23	18	29	8	21	10	28	4868	5440	8309	11610	1686	517	18	14	23
ENSGALG00000022364	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4
Locus_4840	2	0	1	2	0	4	2	1	0	2	3	17	11	33	38	92
ENSGALG00000022475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000016164	128	85	239	249	335	66	74	8	23	11	4	213	142	167	114	317
Locus_63664	0	2	0	0	1	0	1	0	0	0	1	0	0	26	10	92
ENSGALG00000008888	190	131	678	25	30	9	10	29	18	4	0	48	14	176	364	1533
ENSGALG00000011438	1868	1090	3482	1888	1986	247	218	374	362	273	210	5275	945	3211	2883	9229
CUFF.38987	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	30
ENSGALG00000015216	10	13	29	7	20	1	2	13	10	12	8	176	96	12	29	92
ENSGALG00000002513	0	0	1	2	0	1	7	1462	1049	150	304	732	314	13	7	3
ENSGALG00000000847	0	0	0	0	0	0	0	0	0	0	0	17	0	5	15	0
Locus_126805	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	11
ENSGALG00000011670	0	0	1	0	0	1	1	2	2	11	8	3	14	17	8	47
ENSGALG00000003739	1012	674	1260	631	853	0	5	4844	5099	957	1404	25087	13190	222	204	576
ENSGALG00000010476	646	677	1103	518	794	802	954	510	525	266	304	4227	2464	114	179	345
ENSGALG00000003780	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0
Locus_102341	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	18
ENSGALG00000009719	499	225	528	36	63	0	0	5	1	0	3	6	6	228	150	281
Locus_48309	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	10
ENSGALG00000007130	987	725	669	856	874	513	514	385	499	397	401	1189	2316	622	607	455
CUFF.176027	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	7
ENSGALG00000005967	493	315	781	9	20	2	1	9	11	0	0	56	68	62	56	106
ENSGALG00000003563	583	346	1550	361	430	154	143	194	169	221	431	3061	650	832	454	1940
ENSGALG00000022087	84	45	157	23	61	98	214	266	81	46	121	999	271	34	21	82
ENSGALG00000015602	1	0	9	0	0	3908	7600	0	2	17	2	4	0	7352	5634	10690
ENSGALG00000009050	15	12	27	20	16	38	74	2	1	9	0	140	41	24	41	109
ENSGALG00000010621	124	76	425	88	121	90	78	98	81	74	49	1962	717	313	375	1866
ENSGALG00000006749	573	384	1582	850	1016	150	138	200	160	342	195	4820	1325	689	806	3330
blastnPan.Locus_17597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSGALG00000001806	0	0	1	0	0	0	0	0	0	0	0	0	0	28	22	49
blastnHuman.ENSG00000249102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_104811	2	1	2	0	0	0	0	5	6	0	0	1	1	8	0	5
ENSGALG00000013817	1042	712	1541	486	587	10	23	555	326	11	8	1101	359	735	931	1164
Locus_5083	0	0	0	0	0	0	0	0	0	0	0	2	0	11	1	91
ENSGALG00000000863	147	130	443	178	203	804	811	202	199	152	66	5176	1378	7505	9639	25238
ENSGALG00000012836	9	5	26	13	36	19	30	26	23	14	66	166	55	732	525	1500
blastnXenopus.Locus_148221	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18
ENSGALG00000022174	405	37	55	366	66	857	120	734	152	361	151	2200	2713	208	48	124
Locus_20041	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	14
ENSGALG00000011202	36	19	36	8	4	0	3	3	1	8	5	34	3	45	43	54
blastnPlatypus.Locus_173478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ENSGALG00000006225	306	213	1437	363	386	210	117	647	326	557	180	14754	1561	447	962	5065
ENSGALG00000007471	97	56	58	276	364	115	108	422	386	308	315	306	197	606	241	427
ENSGALG00000015433	355	313	432	294	477	460	298	207	568	1095	1089	16245	4224	558	432	1248
ENSGALG00000013135	745	554	2311	975	1277	193	122	433	326	509	329	4782	2635	147	405	1125
CUFF.57972	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	26
ENSGALG00000009483	627	401	2346	816	1010	200	202	599	507	591	283	14353	2337	394	706	3542
ENSGALG00000004533	211	134	118	174	189	156	141	203	255	135	184	968	493	940	684	836
ENSGALG00000007753	172	113	272	137	193	149	140	146	122	129	179	1429	601	428	200	829
ENSGALG00000010983	795	314	497	3	11	2	0	6	1	1	0	107	288	122	84	143
Locus_65608	0	0	0	0	0	0	0	0	0	0	0	37	0	0	8	9
ENSGALG00000013280	0	0	0	0	0	0	0	0	0	0	0	0	0	15	10	13
ENSGALG00000006601	169	115	196	214	224	91	76	237	163	306	332	466	347	1002	596	1119
ENSGALG00000012696	355	272	1304	426	486	305	259	289	263	425	317	7340	2263	1871	2336	8106
ENSGALG00000014283	521	272	536	453	528	106	147	164	235	140	236	1260	231	775	318	908
Locus_20092	0	0	2	0	0	0	0	0	1	0	0	0	0	8	8	17
Locus_29004	0	0	2	0	1	1	0	0	0	1	0	4	0	48	49	156
ENSGALG00000012097	48	16	46	10	13	0	0	12	4	49	69	1002	195	6	7	13
ENSGALG00000008794	24	30	118	23	22	20	6	29	11	29	8	1354	196	179	448	1885
Locus_77119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
ENSGALG00000023919	150	56	103	77	87	2	0	1	0	0	0	21	9	58	79	118
ENSGALG00000002111	503	268	446	127	153	26	21	17	14	32	29	118	72	424	479	652
ENSGALG00000011184	304	243	2088	331	486	313	192	425	207	214	189	7806	2058	719	1047	4741
ENSGALG00000015333	95	85	374	80	117	44	37	47	46	40	13	2946	2462	119	184	822
ENSGALG00000021535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSGALG00000003123	2052	1161	1194	1698	2421	47	48	21	16	11	6	94	142	93	13	19
ENSGALG00000000589	18	17	25	2	15	12	22	58	44	48	145	660	420	60	35	95
Locus_98106	0	1	0	0	0	0	0	0	0	0	0	0	0	67	12	74
ENSGALG00000011643	334	205	796	397	402	202	108	442	326	399	191	8544	2101	425	586	2969
ENSGALG00000013261	1234	683	1242	1069	1461	377	402	523	356	641	746	2719	1167	1411	752	1494
Locus_87431	1	1	0	0	0	0	0	1	0	0	0	56	33	37	41	128
Locus_29337	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	15
ENSGALG00000016829	2179	1603	1868	1996	2747	2452	1928	6217	6120	9693	6878	18873	15773	2002	2649	2815
ENSGALG00000000264	401	332	2160	266	392	67	68	131	109	81	40	2871	410	813	1644	9128
ENSGALG00000020722	183	104	92	59	97	14	12	41	26	76	81	106	124	265	51	86
CUFF.18230	0	0	0	0	0	0	0	0	0	0	0	0	0	7	21	21
ENSGALG00000023613	0	1	1	0	5	0	0	2	0	0	0	9	22	2	1	1
ENSGALG00000006776	336	259	121	201	281	4	11	13	15	2	15	281	358	168	54	28
ENSGALG00000015548	977	1044	9041	878	1808	513	529	1263	835	942	699	23562	2565	5034	10205	49226
ENSGALG00000013594	62	51	124	73	84	34	18	137	68	49	47	455	221	247	214	573
ENSGALG00000019837	424	26	505	275	29	195	9	809	38	309	27	3039	994	1391	541	3921
ENSGALG00000004543	6	10	25	1	6	9	17	70	82	3	31	190	70	0	6	2
ENSGALG00000022036	1	0	0	0	0	1	0	0	0	0	0	0	0	114	105	342
ENSGALG00000020777	111	47	54	95	122	39	32	100	42	19	43	135	93	498	225	280
ENSGALG00000005470	296	193	718	91	139	7	9	8	32	141	16	390	183	108	127	556
Locus_29174	0	0	0	0	0	1	0	0	0	0	0	1	0	2	4	9
ENSGALG00000010116	3	2	32	2	1	0	0	0	0	0	0	9	3	3291	5163	49191
ENSGALG00000010542	1348	941	3090	1082	1406	121	109	253	268	145	156	8081	2778	1039	1250	3869
ENSGALG00000003745	143	93	152	135	193	150	92	360	262	284	372	2062	1733	1430	915	1604
ENSGALG00000003243	875	468	1469	692	1494	197	342	575	538	265	200	6945	1664	1859	1604	4521
Locus_28142	0	0	0	0	0	0	0	0	0	2	3	0	0	7	13	42
ENSGALG00000023411	8	5	23	8	10	2	3	2	13	25	48	39	67	2	4	10
Locus_21405	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	13
Locus_84207	0	0	0	0	0	0	1	1	0	0	0	3	0	126	78	187
ENSGALG00000006260	0	0	0	1	1	156	456	0	1	2	1	0	0	10	5	3
ENSGALG00000009117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000009370	40	20	56	22	16	12	15	15	11	3383	2859	91	163	7	5	35
ENSGALG00000006141	201	124	340	150	140	145	124	279	212	245	372	1755	499	1240	867	2288
ENSGALG00000013885	166	61	35	151	158	50	66	97	55	65	98	74	163	385	116	78
ENSGALG00000010906	0	0	0	0	0	0	0	0	0	14	2	4	0	0	1	1
ENSGALG00000015276	3	7	2	1	4	0	0	3	2	1	0	1343	557	3	9	3
ENSGALG00000006026	198	128	527	314	447	106	74	187	182	168	77	3905	1146	142	194	910
ENSGALG00000015505	624	446	1401	540	659	444	405	454	502	440	385	3717	1608	549	492	1430
ENSGALG00000016866	152	115	157	69	94	26	53	0	0	4	1	1	0	14	4	8
ENSGALG00000000976	71	42	166	104	128	58	42	95	67	91	59	1048	464	120	200	714
ENSGALG00000012046	8048	3988	14014	3280	2970	35	11	3	3	8	10	1127	1037	87	94	214
Locus_18842	0	0	0	0	0	2	0	6	0	1	1	0	0	0	1	6
ENSGALG00000016804	106	50	7	3	0	0	0	0	0	0	0	0	0	30	9	76
ENSGALG00000009435	0	0	0	0	0	0	0	0	0	4	0	0	0	11	17	90
Locus_79959	0	1	1	0	1	0	0	0	0	0	0	1	0	0	5	5
Locus_21603	0	0	0	0	0	0	0	0	0	0	0	0	0	8	56	284
ENSGALG00000004689	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSGALG00000002745	2274	1361	4609	2069	2468	391	295	1002	735	1421	1018	21361	2525	823	760	2633
ENSGALG00000022163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000012958	26	13	31	23	22	4	1	16	3	0	0	21	30	202	91	265
ENSGALG00000022757	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	12
ENSGALG00000019759	418	220	1521	303	361	155	132	526	382	232	235	8775	1377	1358	858	5453
ENSGALG00000005503	11	8	12	12	23	189	338	17	23	8	9	469	912	59	43	70
ENSGALG00000015632	1	0	11	5	1	0	0	0	0	98	278	70	48	178	220	886
ENSGALG00000005558	177	104	475	179	179	109	79	259	178	468	359	3768	1144	271	339	1623
ENSGALG00000008285	351	243	1135	275	423	86	67	166	143	241	99	4172	1226	1287	2236	13231
ENSGALG00000012193	341	261	1050	169	271	387	385	345	380	212	276	3833	1459	620	784	3540
ENSGALG00000003197	0	0	0	0	0	0	0	0	0	0	0	29	0	32	22	0
Locus_117855	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	13
CUFF.58395	0	0	1	0	1	0	0	0	0	0	0	0	0	4	5	29
ENSGALG00000009240	272	189	834	248	282	436	437	970	837	1394	741	13283	3188	318	507	1785
ENSGALG00000024085	1	0	0	1	2	4	5	1	2	760	1653	2	3	24	6	31
ENSGALG00000003399	3	9	22	2	25	5	26	11	26	4	8	2356	643	87	104	549
ENSGALG00000001903	1065	532	540	1253	1481	838	1238	895	987	670	1923	1730	1200	479	211	265
ENSGALG00000023676	56	28	174	29	51	18	30	64	21	19	22	1189	139	205	99	978
Locus_20598	0	0	1	1	0	0	0	0	0	0	0	5	0	11	16	14
Locus_47447	1	1	3	0	0	0	0	0	0	0	0	0	0	26	57	29
ENSGALG00000003774	252	174	253	328	511	102	96	293	169	160	408	2768	1455	167	36	154
Locus_20692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	22
ENSGALG00000014176	14	10	23	7	3	2	0	5	3	2	0	37	7	4	2	18
Locus_48628	0	1	0	4	1	1	0	0	0	1	0	33	5	8	5	58
ENSGALG00000011530	95	67	256	68	89	24	20	556	465	150	146	370	215	26	49	98
ENSGALG00000005745	545	340	1167	558	769	242	242	320	355	450	292	4912	1664	553	620	2028
ENSGALG00000013941	400	191	456	68	72	93	85	60	48	48	29	1885	181	44	24	217
ENSGALG00000001108	367	235	755	356	372	144	161	179	178	131	157	2503	627	1244	977	3920
ENSGALG00000003713	4	0	0	0	4	3	6	1434	1448	1	10	39	123	714	266	432
ENSGALG00000022750	1	8	2	10	7	6	3	11	18	21	7	55	83	2	6	9
Locus_47544	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	31
Locus_88295	1	3	6	2	1	0	0	0	0	0	0	4	12	1	3	4
ENSGALG00000009442	292	166	862	246	260	1238	1354	1180	943	1986	1237	4798	1352	566	825	3927
ENSGALG00000007430	1237	813	2711	1077	1423	707	623	1576	1267	1325	1481	12851	3960	1917	2109	6160
Locus_21768	0	0	1	2	0	1	0	0	1	0	1	22	2	18	8	35
blastnPlatypus.Locus_164829	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Locus_20760	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	7
ENSGALG00000014714	12	9	47	9	32	29	17	12	24	33	28	206	70	47	93	585
ENSGALG00000016285	136	93	1159	98	109	379	191	956	929	1545	856	1559	135	3483	7960	69696
ENSGALG00000012495	49	19	107	42	65	20	18	180	174	164	25	418	123	549	555	3037
Locus_49099	1	0	0	0	1	3	6	2	3	2	0	3	0	80	42	120
ENSGALG00000009503	868	565	3236	631	823	184	141	296	215	350	125	7694	1475	308	399	2358
Locus_127311	5	3	64	0	0	0	0	0	0	0	1	1	0	4	2	12
ENSGALG00000022263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000015998	1045	717	2272	557	645	259	236	295	257	886	437	2413	1327	352	556	1369
ENSGALG00000004721	250	167	239	459	413	1082	1833	2	0	0	0	25	14	102	63	141
ENSGALG00000012317	5	5	62	101	177	0	4	3	1	3	1	5358	874	297	758	3223
Locus_127370	0	0	0	0	0	4	0	0	1	0	0	49	22	1	1	8
Locus_101955	2	3	12	0	0	0	0	0	0	0	0	0	0	59	14	20
CUFF.65340	0	0	6	3	2	1	0	0	1	0	2	11	1	0	0	3
ENSGALG00000000332	157	59	214	121	117	80	34	267	125	131	93	1321	303	525	527	1518
ENSGALG00000001437	613	348	428	1018	1057	15	9	7	11	39	131	700	308	1326	376	623
ENSGALG00000014975	154	80	107	118	26	0	2	5	0	0	22	23	7	7	1	4
ENSGALG00000017125	44	27	133	94	138	52	34	109	51	187	87	1744	341	49	87	393
Locus_67555	18	5	9	30	37	10	9	31	27	33	23	215	90	14	13	33
ENSGALG00000021542	5047	2501	3104	2072	4015	3	3	4	1	0	2	28	34	46	9	25
ENSGALG00000001963	22	12	34	7	3	6	0	24	3	4	1	706	400	555	623	1250
Locus_80282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ENSGALG00000023580	12	8	2	0	6	0	2	100	66	1	0	61	45	93	60	101
ENSGALG00000008163	495	346	1191	514	669	396	469	337	420	419	318	4149	1331	1988	2912	9583
ENSGALG00000024340	3	4	11	4	4	17	16	61	32	22	34	284	88	12	15	32
ENSGALG00000003150	584	417	348	324	502	318	414	321	314	152	395	862	1358	1844	592	695
ENSGALG00000003970	1665	1011	3144	1401	1775	789	713	593	544	468	257	17700	4299	582	1041	4149
ENSGALG00000004671	142	93	444	269	283	134	86	595	527	129	48	2850	733	350	330	1681
ENSGALG00000010373	32	18	28	36	34	2	4	2	3	10	9	23	36	2	11	9
ENSGALG00000013097	0	0	5	0	0	0	0	2	2	0	2	0	0	0	2	5
ENSGALG00000015897	6	1	5	3	12	1	0	2	6	3	0	47	25	2	6	10
ENSGALG00000011538	102	62	92	25	39	8	15	32	30	20	21	12	26	50	29	48
ENSGALG00000019260	1	3	10	5	2	0	0	0	0	0	0	0	0	1	10	8
ENSGALG00000004035	5	6	3	4	9	0	3	6	5	1	2	15	20	433	284	178
ENSGALG00000006475	793	501	1058	1290	1388	323	250	434	379	285	124	4586	1859	1040	1516	3207
ENSGALG00000014080	4	3	10	5	6	1	0	403	465	2	0	4957	1172	8	8	49
ENSGALG00000022955	585	351	1902	687	946	19	14	125	66	92	35	1009	236	30	127	444
ENSGALG00000009214	229	159	499	237	312	243	186	480	476	545	482	2281	1540	141	171	579
ENSGALG00000018390	22	9	39	29	25	19	26	8	15	10	15	126	57	486	447	899
ENSGALG00000003082	92	36	31	50	73	22	27	29	36	22	54	98	70	101	23	30
ENSGALG00000014009	63	56	288	21	15	27	13	30	11	25	2	1458	335	21	77	235
ENSGALG00000008024	52	31	34	14	38	0	0	1	1	0	0	3	8	2	1	6
Locus_127201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8
Locus_84450	2	1	0	0	0	0	0	0	0	0	0	0	0	3	1	4
ENSGALG00000008341	445	228	324	355	478	368	670	732	565	2138	8082	1688	768	1999	672	1288
Locus_99729	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	11
ENSGALG00000007292	278	221	692	264	319	275	266	418	404	346	379	4450	1467	555	510	2237
Locus_118766	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	70
ENSGALG00000014221	0	0	1	0	1	0	0	0	1	1	0	2	4	0	0	6
CUFF.159002	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4
Locus_64171	4	4	5	0	4	1	4	5	2	3	3	17	9	30	7	14
ENSGALG00000009452	689	521	1074	459	782	102	55	121	182	35	107	4195	2624	375	412	548
Locus_118610	32	24	25	23	32	0	0	1	4	0	0	0	0	0	2	1
blastnGorilla.Locus_196677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011814	507	275	994	761	739	513	269	505	470	375	316	8719	1673	3689	3680	17142
Locus_99779	0	0	0	0	1	0	0	0	0	0	0	5	0	1	6	20
Locus_118717	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	12
blastnMacaque.Locus_140223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSGALG00000008692	2001	1083	2418	866	1276	140	121	132	115	61	33	3388	546	5056	5687	14255
ENSGALG00000012027	1851	1264	4178	716	708	262	133	836	981	0	2	1308	682	168	545	2262
ENSGALG00000019077	225	109	289	320	324	4	6	295	221	141	71	2355	224	290	35	664
ENSGALG00000001211	247	154	189	97	128	13	16	4	4	2	0	91	73	344	244	323
