Gene	Brain_Female1	Brain_Female2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Testis_Male1
ENSGGOG00000028453	0	0.03	0	0	0	0	0.05	0.24	0	0	0.47
blastnHuman.ENSG00000256039	0.13	0.06	0	0	0	0	0	0	0	0.32	0.06
Locus_134859	0	0	0	0	0	0	0	0	0	0	0.44
ENSGGOG00000011315	9.07	6.87	4.05	2.15	0.5	0.81	0	0	0.2	0.05	0.39
blastnHuman.Locus_69966	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000006443	0.11	0.05	0	0	0	0	0	0	0	0.07	0.05
blastnPlatypus.Locus_31004	0	0	0	0	0	0	0	0	0	0	0.12
ENSGGOG00000005429	0.74	0.48	0.08	0.65	0	0	1.89	3.43	0.12	0.19	4.89
blastnHuman.ENSG00000237852	0	0	0	0	0	0	0	0	0	0	0
Locus_61515	0	0.07	0.08	0	0	0	0	0	0	0	6.25
Locus_257544	0	0	0	0	0	0	0	0	0	0	0.7
blastnHuman.ENSG00000255126	30.1	45.15	22.22	47.4	2.08	5.15	107.76	102.8	1.67	3.17	145.55
ENSGGOG00000023234	30.45	24.43	10.43	19.16	18.57	57.56	39.34	31.99	62.02	59.28	19.64
blastnMacaque.Locus_190178	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_209068	0	0	0	0	0	0	0	0	0	0	0.1
ENSGGOG00000025179	197.92	182.45	196.32	196.48	0	0	0	0	0	0	9.23
ENSGGOG00000005320	0	0.06	0.06	0.04	0	1.14	0.46	1.56	0.74	2.06	0.62
blastnPan.CUFF.367502	0.13	0.2	0.1	0.23	0	0	0.06	0.05	0	0.05	0.04
ENSGGOG00000022994	46.32	60.45	60.4	133.82	59.98	53.09	96.07	78.71	137.03	114.18	70.91
Locus_415896	0.93	0.26	0	0	0	0	0	0	0	0	0
ENSGGOG00000026845	1.32	1.53	0.89	0	1.9	0	0.68	0	3.76	0	0.84
ENSGGOG00000012637	7.59	12.32	22.08	25.87	21.94	13.78	21.21	17.41	26.34	18.73	6.1
blastnHuman.ENSG00000241596	0	0.31	0.15	0	0.48	0	0.2	0	0	0.17	0.12
ENSGGOG00000014060	11.68	11.52	5.81	8.98	5.21	2.58	7.61	6.45	5.73	4.2	6.87
ENSGGOG00000008788	1.93	1.67	9.16	10.53	0	0.25	37.55	43.18	40.31	10.61	0.65
ENSGGOG00000004823	0.05	0	0	0	1123.34	982.6	0.23	0.18	0.17	0	0.04
ENSGGOG00000015907	1.01	0.7	0.28	1.54	0	0	0	0.15	0.1	0.16	7.31
blastnPan.Locus_177260	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000002384	2.57	4.3	3.37	7.57	1.15	1.63	2.39	3.5	3.31	3.79	2.15
blastnHuman.Locus_117603	0	0.14	0	0	0	0	0	0	0	0	0.07
blastnPan.Locus_82199	0.57	0.13	0	0.5	0	0	0	0.34	0	0.36	0.13
ENSGGOG00000003876	1.53	2.31	1.91	1.57	1.12	0.27	0.79	1.82	2.32	3.29	2.3
Locus_134474	0	0.08	0	0	0	0	0.76	0.8	0	0	0.12
blastnPan.CUFF.390477	0	0	0	0	0	0	0	0	0	0	0.04
ENSGGOG00000023483	0	0	0	0	0	0	0	0	0	0	0.13
Locus_195523	0	0	0	0	0	0	0	0	0	0	1.23
ENSGGOG00000003643	1.63	4.1	0	0.81	3.3	10.5	10.48	6.63	14.36	33.7	0.86
ENSGGOG00000009493	1.63	3.73	1.05	1.79	33.62	15.39	6.28	8.23	0.76	0.3	0.84
ENSGGOG00000024976	6.23	4.8	4.47	7.16	0.54	3.81	2.28	3.79	3.46	3.67	9.47
ENSGGOG00000016599	3.54	4.03	13.24	6.06	3.05	1.83	1.49	1.12	2.02	1.07	5.29
ENSGGOG00000000943	8.24	10.67	14.69	13.07	22.55	25.75	20.07	18.16	57	49.6	9.11
ENSGGOG00000016743	4.84	6.43	6.32	4.27	9.47	4.73	3.8	2.8	1.22	1.31	2.12
ENSGGOG00000026289	1.65	1.5	2.18	2.76	0	0.69	0.62	1.71	0.34	0.52	0.33
Locus_414836	0.2	0.47	0.23	0	0	0	0	0	0	0	0
ENSGGOG00000012301	16.15	7.2	15.71	30.33	15.69	18.83	14.73	10.85	137.51	152.39	147.82
ENSGGOG00000022141	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000024454	0.31	0.53	0.28	0	0	0.47	0	0	0.35	0.32	3.07
blastnMacaque.Locus_190093	0.23	0.14	0	0	0	0.16	0.1	0	0.05	0.04	0.01
ENSGGOG00000014704	0	0.11	0	0	0	0	0	0	0	0	4.22
ENSGGOG00000016277	12.8	15.31	107.09	66.57	3.89	2.68	3.8	1.27	0.79	1.28	3.3
Locus_149884	0.35	0.24	0	0	0	0	0	0	0	0	0.16
ENSGGOG00000013076	36.36	40.69	39.91	38.34	63.19	93.57	76.6	71.68	67.79	95.78	69.36
Locus_60414	0	0	0	0	0	0	0	0	0	0	0.94
ENSGGOG00000001469	2.14	2.3	1.42	2.58	1.83	1.85	1.77	4.21	3.84	5.91	5.95
ENSGGOG00000011506	2.44	2.81	2	1.19	3.92	6.69	3.14	2.12	1.6	2.64	0.53
ENSGGOG00000011330	0.09	0.29	0.46	0.16	0	0	0.07	0	0.07	0.06	0.14
ENSGGOG00000016235	5.45	7.22	4.77	6.37	15.53	40.57	13.86	9.52	3.48	8.84	8.4
Locus_464433	0.25	0.57	0	0.43	0	0	0	0	0	0	0
ENSGGOG00000026129	0.35	0.4	0.78	0.6	0	0	0.26	0.31	0.7	0.66	1.64
ENSGGOG00000006341	6.82	5.36	5.4	5.91	5.22	8.59	5.2	7.09	8.67	10.53	6.53
Locus_94380	0	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000007532	0	0	0	0.17	0	0	0	0	0	0	0.02
ENSGGOG00000001353	7.25	6.26	8.06	6.23	4.74	7.27	8.54	11.12	17.39	17.28	10.61
ENSGGOG00000024574	0	0	0	0	0	0	0	0	0	0	0.14
ENSGGOG00000004230	12.27	11.27	10.75	7.98	15.54	12.79	7.98	8.56	7.88	9.35	24.81
ENSGGOG00000013491	7.98	12.02	6.52	8	1.67	1.62	3.42	5.35	2.66	4.06	7.13
ENSGGOG00000013016	10.52	7.57	5.92	6.18	5.61	4.73	6.39	5.37	13.84	16.66	7.02
ENSGGOG00000003721	1.17	1.26	4.84	0.68	4.14	1.95	2.34	6	0.63	0.49	27.92
Locus_226519	0	0	0.06	0	0.56	0	2.45	1.25	0.34	0	4.62
ENSGGOG00000026955	13.66	20.49	3.61	4.23	12.88	13.81	19.35	6.67	50.46	73.6	4.46
ENSGGOG00000006133	0.76	0.54	0.11	0.12	9.95	3.31	12.38	13.09	8.54	7.33	0.42
ENSGGOG00000008933	0.06	0	0	0	0	0	0.09	0	2.28	0.67	0.96
ENSGGOG00000000606	5.27	5.04	5.1	3.72	1.93	3.35	1.88	2.83	2.72	4.14	2.56
ENSGGOG00000007811	15.66	11.78	15.68	12.39	26.07	20.67	12.8	16.23	9.98	8.99	34.85
blastnPan.Locus_46789	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_272465	0	0	0	0	0	0	0	0	0	0	0.07
ENSGGOG00000001364	0.99	1.65	0.29	0.09	0.28	0.91	1.68	0.74	3.17	5.45	0.38
ENSGGOG00000001232	3.38	1.99	0.01	0.09	0.04	0.31	0.23	0.33	0.62	0.88	0.26
ENSGGOG00000012734	1.69	1.79	1.56	1.89	3.57	3.41	4.46	4.48	3.88	4.73	12.69
blastnHuman.Locus_158998	0	0	0	0	0	0	0	0.58	0	0	0.11
ENSGGOG00000011143	0.09	0.08	0	0.09	1.05	0.7	0.31	0.27	0.2	0.2	1.24
ENSGGOG00000001424	24.62	29.72	2.35	5.05	36.59	62.22	73.83	56.44	35.78	59.31	16.29
blastnMacaque.Locus_314685	0	0	0	0	0	0	0	0	0	0	0.2
ENSGGOG00000013636	1.81	1.58	0.1	0.3	0	0	244.92	99.37	0.07	0.11	0.06
blastnOrangutan.Locus_106951	1.91	1.44	0	0	0	0	0	0	0	0	1
ENSGGOG00000005684	2.29	2.94	3.59	4.14	1.43	0.54	1.94	3.04	3.33	4.11	4.22
ENSGGOG00000006980	35.35	29.24	23.64	20.5	19.76	12.15	9.17	7.54	13	7.09	48.78
ENSGGOG00000004181	0.08	0.18	0.04	0.35	0	0	0.06	0.14	0.06	0.1	1.23
ENSGGOG00000013271	26.7	42.67	9.8	17.87	89.65	94.82	79.19	40.93	19.78	27.39	9.09
blastnOpossum.Locus_190833	0	0	0	0	0	0	0	0	0	0	6.38
Locus_392795	0	0	0	0	0	0	0	0	0	0	0.34
ENSGGOG00000010938	18.52	17.02	26.65	26.2	16.92	13.69	17.41	16.43	10.69	7	6.26
Locus_227465	0.56	0.69	1.05	1.13	0	0	0.14	0.11	0	0.12	0.62
Locus_18823	0	0	0	0	0	0	0	0	0	0	0.85
blastnMouse.ENSMUSG00000086266	1.26	1.95	0.48	0	0	0	0.63	0.5	137.38	41.16	0
ENSGGOG00000025000	0	0	0	0	0	0	0	0	0	0	0
Locus_441589	0	0	0	0	0	0	0	0	0.46	0	1.75
Locus_370928	0	0.14	0	0	0	0	0	0	0	0	0.36
blastnMacaque.Locus_244879	0	0	0	0	0	0	0.61	0	0	0	0.47
blastnHuman.ENSG00000226208	0	0	0	0	0	0	0	0	0	0	0.58
blastnHuman.Locus_127061	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000014933	0.19	0.52	0.44	0.41	10.56	3.3	14.47	24.12	69.72	38.4	1.43
ENSGGOG00000015423	0.37	0.24	0.23	0.29	0.07	0	0	0	0	0.03	3.01
ENSGGOG00000022213	0	0	0	0	0	0	0.67	0.27	0	0.85	0
ENSGGOG00000034862	1.61	1.91	2.06	2.96	0.79	1.24	1.36	1.56	1.03	1.29	3.1
ENSGGOG00000024754	111.8	123.71	49.28	59.69	245	75.81	104.55	86.48	54.76	52.26	43.83
ENSGGOG00000002227	60.38	42.74	23.9	19.73	73.84	27	25.86	15.88	10.49	7.42	20.31
ENSGGOG00000015405	2.51	3.32	1.09	1.91	1.37	1.29	3.87	2.37	7.95	6.54	10.81
blastnOpossum.Locus_376311	0	0.92	0	2.3	0	0	0	0	0	0	0
ENSGGOG00000014216	3.96	4.23	1.36	3.46	25.6	50.65	19.94	16	22.84	36.32	2.62
Locus_318671	0	0.32	0.47	0.24	0	0	0.21	0.17	0	0.18	2.84
ENSGGOG00000012463	0.05	0.22	0.05	0.33	0	0.35	0.04	0.11	0.11	0.18	0.43
CUFF.283067	0	0	0	0	0	0	0.17	0	0.37	0.14	0.18
ENSGGOG00000021935	1.94	2.21	1.93	3.64	0	0.32	0.13	0.35	0.03	0.27	2.84
Locus_195706	0	0	0	0	0	0	0.28	0	0	0	0.17
ENSGGOG00000004863	0	0	0	0	0	0	0	0	0	0	5.93
ENSGGOG00000005921	5.46	5.62	6.71	10.36	4.21	3.97	4.64	0.85	4.89	6.54	2.57
Locus_240340	0	0	0	0	0	0	0	0	0	0	0.48
ENSGGOG00000007020	2.32	2.37	2.88	1.68	1	0	1.96	2.69	0.74	0.65	4.96
ENSGGOG00000007795	6.42	9.44	28.79	17.09	110.14	60.72	16.41	21.27	4.88	4.23	13.59
ENSGGOG00000009142	42.94	34.33	8.73	4.92	9.34	2.16	1.34	1.14	0.35	0.27	1.04
blastnMacaque.Locus_189537	0	0	0	0	0	0	0.23	0.71	0.24	0	0
ENSGGOG00000016494	12.09	12.07	6.08	5.02	6.39	7.03	9.88	10.84	12.85	15.71	4.98
Locus_464701	0.17	0.08	0.25	0.1	0	0	0	0.07	0	0	11.19
ENSGGOG00000004545	0.24	0.18	0	0.14	0	0	0	0	0	0	0.02
Locus_393778	0	0	0	0	0	0	0	0	0	0	1.2
blastnHuman.ENSG00000248203	0	0	0.22	0	0	0	0	0	0	0	0.13
ENSGGOG00000000372	20.46	22.16	16.11	17.31	16.69	14.14	17.08	11.11	11.33	10.41	9.09
ENSGGOG00000023401	0.1	0.11	0	0.25	0	0	0	0	0	0.06	2.28
ENSGGOG00000023783	0	0	0	0	0	0	0	0	0	12.07	0.11
ENSGGOG00000004583	6.03	4.91	2.28	2.08	1.55	2.19	3.45	4.75	4.31	4.61	8.58
Locus_133076	0	0	0	0	0	0	0	0	0	0	0.26
ENSGGOG00000013978	74.13	90.75	54.56	61.72	42.29	45.62	56.07	64.34	34	55.09	39.1
blastnHuman.Locus_37837	0.22	0.2	0.25	1.9	0	0	0	0	0	0	0
blastnHuman.Locus_166650	0	0	0	0	0	0	0	0	0	0	0.19
ENSGGOG00000006597	24.43	18.56	25.47	12.39	29.59	33.85	15.15	15.11	17.3	9.99	9.42
CUFF.14369	0.23	1.06	0.13	0.2	0	0	0	0	0	0	0
Locus_439697	0	0	0	0.73	0	0	0.21	0.17	0	0.18	0.52
blastnMacaque.Locus_394545	0	0.1	0	0	0	0	0	0	0	0	0.1
blastnMacaque.Locus_62111	0	0	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.154289	0	0	0	0	0	0	0	0	0	0	0.18
ENSGGOG00000028188	82.76	35.2	70.51	25.46	4.47	10.55	1.26	1.83	1.82	4.28	0.32
ENSGGOG00000026693	0.1	0.32	0.22	0	0.7	1	0	0.12	0.32	0.13	0.14
ENSGGOG00000012768	0.32	0.49	6.29	7.49	0.16	0.69	1.51	1.9	58.52	266.81	0.6
blastnHuman.Locus_17763	0	0	0	0	0	0	0	0	0	0	0.07
ENSGGOG00000005257	11.94	7.06	5.97	8.91	23.69	21.56	26.49	24.38	21.05	13.99	4.69
ENSGGOG00000014112	36.74	36.29	55.8	41.2	36.66	37.55	24.17	24.81	31.05	16.51	73.41
ENSGGOG00000000892	0	0	0	0	0	0	0	0	0	0	0.04
blastnHuman.Locus_120807	0	0	0	0	0	0	0	0	0	0	0.26
ENSGGOG00000009595	0	0	0	0.17	2.24	0.24	48.12	53.17	42.94	30.98	0.01
Locus_354045	0	0	0	0	0	0	0.23	0	0	0.2	0.18
ENSGGOG00000010459	8.33	8.07	7.08	8.43	4.97	8.6	6.11	6.54	6.53	10.32	16.79
blastnMouse.Locus_59587	0	0	0	0	0	0	0	0.87	0	0.47	0.17
ENSGGOG00000001909	0.75	0.87	0	0.16	4.32	7.53	0.7	0.89	4.88	11.33	0.26
blastnHuman.XLOC_006327	0	0.14	0	0	0	0	0	0.36	0	0	0
ENSGGOG00000011626	56.14	66.31	59.91	65.74	101.19	63.81	77.35	72.27	84.12	53.38	48.52
Locus_18879	0	0	0	0	0	0	2.04	3.89	3.49	5.03	0.34
ENSGGOG00000010647	0.63	0.58	3.35	1.37	0.78	4.74	0.38	0.3	0.1	0.12	0.15
ENSGGOG00000028155	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000011880	8.74	10.74	10.13	6.78	6.8	7.49	6.88	5.16	4.08	4.27	4.59
ENSGGOG00000013757	3.67	3.54	3.38	3.35	10.61	5.95	7.76	6.78	5.46	6.17	3.06
ENSGGOG00000009378	12.35	19.39	13.52	10.67	24.21	18.3	22.18	15.37	21.58	15.26	8.46
ENSGGOG00000006273	20.19	16.7	10.7	6.86	9.52	7.91	10.49	7.41	5.56	3.67	9.17
ENSGGOG00000024181	3.2	2.95	1.99	1.94	1.02	1.44	2.05	0.94	2.57	0.59	2.21
blastnMacaque.Locus_18353	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000012331	0	0	0.02	0	0.28	0.1	0.35	0.35	0	0.05	0.06
blastnMouse.Locus_111005	0	0	0	0	0	0	0	0.53	0	0	0.1
ENSGGOG00000017122	0	0.12	0	0	0	0	0	0.15	0	0	0.17
ENSGGOG00000008477	32.13	46.67	19.12	27.14	23.49	21.79	5.66	2.44	3.16	10.75	5.8
ENSGGOG00000022870	7.16	11.15	5.43	3.9	4.99	4.75	9.05	8.75	11.83	11.23	3.26
Locus_464291	0	0	0	0	1.18	1.67	0	0	0	0	0.08
ENSGGOG00000022769	5.3	8.93	3.05	3.12	9.95	3.63	10.24	16.56	4.12	4.89	3.77
blastnHuman.Locus_17807	0	0	0	0	0	0	0	0	0	0	0.07
blastnMacaque.Locus_427138	0	0	0	0	0	0	0	0	0	0	0
Locus_106210	0	0	0	0	0	0	0	0	1.3	1.7	0.19
ENSGGOG00000014999	27.44	27.99	29.8	20.85	31.61	23.28	15.27	14.48	15.52	10.26	43.11
blastnHuman.XLOC_009932	0	0	0	0	0	0	0	0	0	0	3.77
Locus_134624	0	0	0	0	0	0	0	0	0	0	4.87
ENSGGOG00000001937	1.45	4.23	0.39	0.15	8.15	2.14	0.06	0	0.42	0.7	0.26
ENSGGOG00000026142	0	0	0	0	0	0	0	0	0	0	0
blastnOrangutan.Locus_194110	0.33	0	0.37	0	1.16	0	0	0	0	0	0.15
ENSGGOG00000009658	2	1.73	0.25	0.85	6.21	14.52	3.95	4.74	6.25	11.9	1.81
ENSGGOG00000001680	0.26	0.48	0.43	0.2	0	0.29	32.19	28.13	0	0.19	0.56
blastnPan.Locus_73247	0	0	0	0	0	0	0	0	0	0	0.11
ENSGGOG00000004988	8.03	9.73	6.05	8.72	13.28	4.03	16.88	39.72	19.42	24.26	12.46
Locus_439359	0.94	0.6	1.63	1.26	0	0	0	0	0	0	0.1
ENSGGOG00000015568	0.08	0.29	0.13	0.03	0.34	0.41	1.58	4.86	0.63	1.58	7.01
blastnHuman.ENSG00000240842	0	0	0	0	0	0	0	0	0	0	0.11
ENSGGOG00000022856	0	0	0	0	0	0	0.53	0.78	0	0	0.41
blastnHuman.Locus_37629	0	0	0	0	0	0	0	0	0	0	1.05
ENSGGOG00000024842	0	0.41	0.5	0	0	1.12	0.34	0.27	0.36	0.28	0.16
blastnPan.Locus_105648	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000022192	0.23	1.08	0.26	0.4	0.82	0	0	0.28	0	0.29	0.32
ENSGGOG00000015923	0	0	0	0	0	0	0	0	0	0.09	0
ENSGGOG00000011807	16.02	19.04	13.57	15.2	24.83	18.57	17.43	14.97	27.64	13.61	8.62
ENSGGOG00000025086	0	0.02	0	0	0	0	0	0	0	0	0.02
ENSGGOG00000005560	0.09	0.13	0	0.66	0	0.48	0	0.34	0	0.12	0.18
blastnHuman.Locus_120113	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000255270	0	0.09	0	0	0	0	0	0	0.3	0	0
ENSGGOG00000014484	39.75	70.27	33.8	40.31	35.33	38.61	47.11	41.6	44.43	40.42	41.09
CUFF.269639	0.22	0.2	0.41	0.18	0	0	1.89	0.58	0.46	0.08	0.13
blastnHuman.ENSG00000226286	0.15	0	0	0	2.18	0.77	0.46	0.18	0	0	0
blastnMacaque.Locus_371607	0	0.13	0	0	0	0	0	0	0	0	0
ENSGGOG00000002269	1.7	1.98	5.83	7.17	5.13	15.93	12.07	11.93	6.8	12.91	4.24
ENSGGOG00000002964	1.57	4.33	1.6	2.74	0.28	0.79	0.12	0.28	0.13	0.7	1.14
ENSGGOG00000000086	0	0.21	1.01	0.78	0	0	0	0	0	0	0
blastnHuman.XLOC_003506	0	0	0	0	0	0	0	0	0	0	0.65
Locus_371442	0	0.09	0	0	0	0	0	0	0	0	1.59
Locus_441345	0	0	0	0	0	1.15	0	0	0	0	0.27
blastnMacaque.Locus_394627	0.1	0.28	0.63	0.67	0	0	0	0	0	0	0
ENSGGOG00000012591	0.06	0.03	0.13	0.1	0.42	1.48	0.27	0.21	1.25	2.92	0.03
ENSGGOG00000008825	13.26	9.76	3.16	1.98	0	0	0.51	0.45	0	0	1.86
blastnHuman.XLOC_008282	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_37903	0	0	0	0	0	0	0	0	0	0	0
Locus_132810	0	0	0	0	0	0	0	0	0	0	0.46
ENSGGOG00000002163	5.39	5.46	2.56	4.91	1.96	6.24	12.86	10.05	9.63	11.87	4.23
ENSGGOG00000014010	0.05	0.07	0.12	0.09	0	0	1.16	3.05	56.44	17.59	1.42
ENSGGOG00000012949	8.82	8.52	5.64	10.9	6.03	5.69	25.06	28.21	10.33	13.08	3.42
blastnHuman.ENSG00000225140	0.41	1.15	0.52	0.44	0.36	0.25	0.23	0.18	0	0	0.02
blastnMacaque.Locus_289694	0	0.05	0	0	0	0	0	0	0	0	0.02
Locus_59161	0.39	0.54	0	0	0	0	0	0	0	0	2.28
blastnMouse.Locus_72296	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_475055	0	0.11	0.28	0	0	0	0.37	0	0	0	0.11
ENSGGOG00000016172	0.27	1.84	0	0	0	0	0	0	0	0	0.18
blastnPan.CUFF.191659	0.14	0.02	0	0	0	0	0	0.09	0	0	0.11
ENSGGOG00000001378	1.12	1.58	0.53	1.56	2.45	5.31	2.93	1.62	3.01	10.92	2.8
blastnHuman.ENSG00000236528	0	0	0.31	0	0	1.37	0	0	0	0	0
ENSGGOG00000027819	1.97	3.84	3.09	1.78	13.08	15	2.39	3.17	1.65	4.12	1.72
Locus_352597	0	0	0	0	0.53	0	0	0	1.22	0.76	0
blastnHuman.XLOC_008549	0	0	0	0	0	0	0	0	0	0.53	0
ENSGGOG00000010336	1.14	1.29	0.39	1.09	7.25	2	5.89	12.42	22.9	19.79	0.08
ENSGGOG00000002589	2.29	3.39	2.19	5.12	29.92	6.63	1.21	1.8	4.92	4.34	12.22
blastnMacaque.Locus_116031	0	0	0	0	0	0	0	0	0	0	0.1
blastnHuman.Locus_146671	0	0	0	0.64	0	0	0	0	0	0	0
blastnMacaque.Locus_373573	0	0	0	0	0	0	0	0	0	0	0.06
ENSGGOG00000015060	1.28	1.39	0.69	1.43	1.09	0.26	1.34	1.85	0.46	0.58	9.6
blastnMouse.Locus_2933	0.1	0.09	0.12	0.36	0	1.53	0.92	0.73	0.17	0	0.21
blastnMacaque.Locus_189778	0	0.28	0.34	0	0	0	0	0	0	0	0
Locus_441252	0.17	0.23	0	0.87	0	0	0.25	0	0	0	0.34
ENSGGOG00000025605	0.14	0.13	0.48	0	0	0	0	0	0	0	0.13
ENSGGOG00000011022	4.17	3.1	0.34	0.56	1.65	1.35	5.32	3.42	1.51	1.64	1.45
ENSGGOG00000000159	0	0	1.01	0	0	0	0	0	0	0	0.1
ENSGGOG00000003527	0	0	0	0	0	0.16	0.09	0.04	0.05	0.16	0.12
ENSGGOG00000011146	0.92	0.25	0	0.04	0.17	0	0.07	0	0	0.12	6.31
Locus_61044	0	0.1	0	0	0	0	0	0	0	0	1.06
ENSGGOG00000000154	6.81	5.3	0.84	2.58	1.67	2.01	10.56	9.56	5.82	5.2	2.44
blastnMouse.CUFF.233986	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000013475	9.21	10.39	8.48	9.2	3.89	3.62	6.48	6.23	9.21	9.43	11.34
ENSGGOG00000034876	0.17	0.17	0.03	0	0.41	0.29	1.91	1.85	0.66	0.66	4.24
blastnMacaque.Locus_340062	0	0	0	0	0	0	0	0	0	2.49	0.13
ENSGGOG00000008591	5.05	5.19	3.2	4.3	1.72	2	2.45	2.74	1.8	2.29	6.03
ENSGGOG00000024711	0	0	0	0	0	0	0	0.23	0.16	1.09	0
ENSGGOG00000016296	19.13	15.58	8.62	15.15	9.8	17.94	45.55	28.93	35.65	29.51	105.42
ENSGGOG00000006028	20.9	24.57	22.37	22.63	25.61	28.35	31.5	27.8	37.38	27.05	6.84
blastnHuman.ENSG00000235537	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000008488	0.03	0.07	0	0.32	0.05	0.07	3.47	3.04	3.42	3.89	3.62
ENSGGOG00000015676	0.22	0	0	0	0	1.1	0.33	0.78	0	0.28	2.18
ENSGGOG00000022694	0	0	0	0	0	0	10.99	0.51	15.4	22.71	0.35
blastnOrangutan.CUFF.93209	0	0	0	0	0	0	0	0	0.07	0.06	0.02
blastnMacaque.Locus_272639	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_136029	0.16	0	0	0	0	0	0	0.38	0	0	0.15
ENSGGOG00000023146	22.91	22.09	15.63	17.74	6.46	6.36	11.49	21.12	17.23	24.01	12.95
ENSGGOG00000026901	0	0.09	0	0	0	0	0	0	0	0	0
blastnPlatypus.Locus_189761	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000026737	0.49	0.89	0.29	0.2	2.64	4.16	3.74	3.53	2.18	2.44	1.42
ENSGGOG00000014373	2.67	2.27	3.86	7.25	3.16	5.21	4.46	4.58	5.06	5.56	5.46
ENSGGOG00000016915	0.22	2.08	0.2	0.16	0	0	0.13	0.59	0	0.11	0.51
ENSGGOG00000012899	1.08	1.58	0.85	1.32	14.57	132.6	2.15	1.34	1.12	9.07	7
ENSGGOG00000003608	0.76	0.7	0.03	0.04	0	0.51	1.15	0.79	14.85	14.01	0.12
blastnHuman.ENSG00000238034	0	0	0	0	0	0	0	0	0	0	0.03
ENSGGOG00000003353	13.83	17.83	13.51	15.79	23.07	16.47	33.15	31.1	27.17	28.45	11.22
ENSGGOG00000003460	0	0	0.03	0	0.09	0	0.15	0.06	0.12	0.34	8.01
Locus_135358	0	0	0	0.3	0	0	0	0	0	0.43	0.16
ENSGGOG00000014503	11.53	9.96	23.81	10.06	12.68	3.99	2.39	2.83	6.14	1.77	3.59
ENSGGOG00000000488	124.97	145.78	74.49	53.1	0.86	2.78	1.14	0.21	0.67	0.57	0.78
Locus_59021	0	0	0	0	0	0	0	0	0	0	2.3
ENSGGOG00000012134	0.02	0	0	0	0	0	0	0	0	0	0.01
blastnMouse.Locus_81005	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000008742	30.65	30.15	17.52	18.37	19.33	18.99	31.49	35.3	19.55	30.62	111.43
blastnHuman.Locus_62270	0	0	0	0	0	0	0	0	0	0	0.07
ENSGGOG00000028037	0	0	0	0.26	0	0	0.22	0.18	0	0.19	0
ENSGGOG00000028463	22.39	21.72	12.02	6.52	8.74	5.74	7.69	6.01	2.67	5.61	6.15
ENSGGOG00000007367	23.04	16.03	18.11	9.05	12.92	10.59	12.68	12.3	15.28	12.92	37.11
ENSGGOG00000005781	80.37	62.81	48.65	31.68	94.21	68.03	39.71	47.93	43.49	34.58	24.43
blastnHuman.CUFF.141975	0.26	0	0.15	0	2.33	1.32	0.79	0.78	1.07	0.5	0.34
blastnMacaque.Locus_116080	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000008281	21.72	19.09	23.53	18.87	34.42	18.62	41.97	59.63	46.09	40.61	37.08
ENSGGOG00000006350	1.87	1.94	0.88	1.3	0.6	0.34	1.32	1.57	1.6	1.34	10.21
blastnHuman.Locus_17590	0	0	0	0	0	0	0	0	0	0	1.11
blastnMacaque.Locus_192186	0	0	0	0	0	0	0	0	0	0	0
blastnPlatypus.Locus_94636	0	0	0	0	0	0	0	0	0	0	0.18
ENSGGOG00000011676	15.65	21.39	19.58	22.06	17.68	15.61	3.19	2.76	4.22	8.25	5.81
ENSGGOG00000013431	1.04	1.93	0.81	2.19	4.16	1.87	40.42	99.25	7.84	14.19	0.23
ENSGGOG00000013776	12.93	16	11.13	9.05	11.56	10.27	18.73	13.9	56.34	32.51	14.24
ENSGGOG00000006829	16.83	24.21	17.01	15.54	58.57	17.16	16.36	17.63	11.48	10.12	9.79
ENSGGOG00000027615	24.76	29.67	21.12	27.23	35.53	39.98	48.89	48.02	47.81	48.86	48.6
blastnHuman.ENSG00000254039	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000016393	20.27	21.04	3.78	4.85	23.84	4.41	0.23	0.3	0	0	1.55
blastnMouse.Locus_71868	0	0	0	0	0	0	0	0	0	0	0.33
ENSGGOG00000009843	0	0.44	0	0.42	0	0	18.17	17.21	20.83	13.09	0.11
