Gene	Brain_Female1	Brain_Female2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Testis_Male1
ENSGGOG00000015870	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000027474	18.45	15.3	11.22	13.62	2.51	5.34	11.18	7.58	13.25	8.11	8.87
blastnMacaque.Locus_427874	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_119800	0	0	0	0	0	0	0	0.88	0	0	0.09
blastnHuman.ENSG00000254086	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000004349	2.58	2.23	4.07	3.07	2.89	4.09	1.8	3.21	2.65	5.62	3.7
ENSGGOG00000008941	5.72	4.92	5.52	5.15	4.75	5.23	8.05	5.34	5.61	4.12	11.91
Locus_416129	0.69	0.7	1.4	0.24	0.49	0.69	2.68	4.4	3.35	4.88	0.54
ENSGGOG00000001781	1.24	0.28	1.4	0.16	0.65	0	1.1	0.27	0.82	0.29	2.91
ENSGGOG00000013044	6.06	6.04	0.82	1.52	3.44	10.54	1.18	0.94	5.51	12.09	5.01
blastnPan.Locus_39586	0.34	0	0.38	0	0	0	0	0	0	0	0
ENSGGOG00000011743	16.19	14.57	16.84	17.36	14.03	27.44	12.21	21.29	9.21	11.28	29.81
ENSGGOG00000027066	0.69	0.57	1.01	0.24	0.97	0.69	0.41	0.82	0.11	0.44	0.57
Locus_72915	1.04	1.16	0.24	0.36	0	0	0.31	0	0	0	0.19
ENSGGOG00000008066	27.07	56.05	42.66	37.34	17.84	18.93	22.67	23.15	17.38	12.79	19.23
ENSGGOG00000007894	18.88	17.22	10.98	11.07	14.37	25.03	29.97	32.7	33.95	55.15	23.18
blastnHuman.Locus_166828	0	0	0	0	0	0	0	0	0	0	0
Locus_441945	0	0	0	0	0	0	0	0	0	0	0.46
ENSGGOG00000002713	14.65	20.89	10.74	11.48	13.06	12.47	17.27	17.36	87.45	16.2	20.34
ENSGGOG00000001417	2.97	2.24	13.94	8.5	1.69	5.23	7.81	2.43	2.71	5.37	1.37
ENSGGOG00000011840	7.23	6.59	7.27	8.61	5.74	7.52	6.28	7.17	7.06	6.57	39.47
ENSGGOG00000025535	150.51	303.3	77.66	167.4	204.18	261.13	440.62	347.67	320.65	741.05	144.18
ENSGGOG00000012392	0.13	0.12	0	0.08	0.31	0.87	0.46	1.03	0.42	2.04	0.32
blastnMouse.Locus_2497	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000004705	21.37	28.88	22.05	28.59	6.56	10.72	33.15	16.06	16.2	7.78	13.03
ENSGGOG00000024638	2.34	2.25	1.16	0.84	0.12	0.38	0.44	0.27	0.16	0.12	0.14
blastnMacaque.Locus_100536	0	0	0	0	0	0	0	0	0	0	0
Locus_439800	0	0	0	0	0	0	0	0	0	0	0.83
blastnPan.Locus_130604	0	0	0	0	0	0	0	0	0	0	0.22
ENSGGOG00000006776	24.81	22.17	2.09	3.65	0.85	1.03	3.55	2.32	1.56	2.39	1.42
blastnHuman.Locus_193696	0	0	0	0	0	0	0	0	0	0	0.25
ENSGGOG00000023383	0	0	0	0	0	0	0	0	0	0	0.02
blastnHuman.XLOC_003152	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000025502	0.52	0.32	0.98	1.52	0	0	0	0.21	0	0	2.42
blastnHuman.Locus_184075	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_272630	0	0	0	0	0	0	0	0	0	0	0.18
Locus_19217	0	0	0	0	0	0	0	0.13	4.13	1.21	0.42
ENSGGOG00000003238	0.96	1.58	0.01	0.02	0	0	0.04	0.12	100.12	18.33	0.15
ENSGGOG00000027743	0.8	0.84	0.58	0.79	0.4	0.86	6.83	10.74	33.73	18.5	0.32
ENSGGOG00000002815	6.17	7.32	4.79	7.6	2.48	4.32	3.71	3.59	2.59	4.79	4.85
ENSGGOG00000000536	4.84	9.34	10.33	8.18	13.34	8.86	10.55	10.71	14.85	11.37	17.33
blastnHuman.ENSG00000255825	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000009435	12.09	11.04	8.52	6.73	20.8	23.79	22.55	14.71	10.09	19.47	10.79
ENSGGOG00000008331	6.06	9.43	2.33	5.89	10.61	17.49	17.05	27.48	88.29	70.78	28.33
ENSGGOG00000016924	0.35	0.16	0	0.61	0	0	163.63	217.14	8.3	58.16	1.43
blastnPan.CUFF.264957	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000025551	0.88	0.27	0	0	1.04	0	0.88	0	0.96	1.87	0.61
ENSGGOG00000013897	0.63	0.78	0	0.15	0	0	46.87	37.2	54.34	54.46	0.05
ENSGGOG00000013512	18.2	12.57	20.25	19.34	16.96	13.03	16.64	10.88	10.89	11.82	75.47
ENSGGOG00000004790	5.6	4.5	3.33	4.16	2.11	3.32	6.02	6.37	18.89	6.69	4.42
Locus_96189	1.09	0	0	0	1.93	0	0	0	0.44	0	0.88
blastnHuman.Locus_76965	0	0	0	0	0	0	0	0	0	0	0.09
blastnMouse.Locus_66764	0	0	0	0	0	0	0	0	0	0	0
Locus_465171	0	0	0	0	0	0	0	0	0	0	1.26
Locus_18248	0	0	0	0	0	0.88	0	0.21	0	0	0.85
ENSGGOG00000016016	1.54	1.95	1.46	1.83	2.02	1.85	2.34	3.51	3.98	6.15	5.61
Locus_134034	0	0	0	0	0	0	0	0	0	0	0.83
ENSGGOG00000009044	13.73	10.97	9.86	7.07	19.78	11.61	20.18	22.82	25.39	19.96	10.33
blastnPan.Locus_116362	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000028553	56.79	113.69	83.34	68.74	101.58	121.43	45.97	83.25	55.62	193.41	48.62
ENSGGOG00000027663	4.49	3.5	4.94	5.61	3.21	3.13	4.31	3.56	5.53	4.76	14.98
blastnHuman.ENSG00000234471	0	0	0.28	0	0	0	0	0	0	0.32	0.41
ENSGGOG00000026763	9.52	12.79	11.23	19.27	28.89	34.04	38.28	16.04	44.43	58.51	11.67
blastnHuman.CUFF.113907	0	0	0	0.45	0	2.59	0	0.31	0	0	0.06
ENSGGOG00000022506	0	0	0.04	0	0	0	44.13	37.32	5.27	6.95	0.03
ENSGGOG00000009793	0.86	0.53	1.16	0.38	0.57	0.27	1.78	2.37	3.95	2.81	0.85
ENSGGOG00000001174	9.85	17.36	20.58	21.48	13.95	9.87	9.61	13.44	10.4	15.01	12.19
blastnHuman.Locus_126169	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000034816	19.28	24.75	35.54	27.24	18.48	15.11	14.85	13.67	15.5	12.76	11.22
ENSGGOG00000010166	30.82	17.85	16.98	8.56	5.87	8.31	7.05	5.78	4.1	2.55	3.29
CUFF.381435	0.38	0.25	0.26	0	0.54	0	1.02	0.54	1.96	0.1	0.65
ENSGGOG00000009003	0	0.32	0	0	0	0	0	0	0	0.65	63.83
ENSGGOG00000007529	6.58	5.71	3.77	4.61	0.07	0.09	0.48	0.36	0.06	0.19	3.08
blastnHuman.ENSG00000250819	0	0.03	0	0	0	0	0	0	0	0	0
ENSGGOG00000011580	9.49	9.64	14	10.77	14.52	17.84	14.51	11.39	11.21	7.98	32.13
Locus_293823	0.18	0	0.6	0	0	0	0	0	0	0	0.08
ENSGGOG00000002431	6.33	5.95	0	0	0.32	0.91	0	0	0.15	1.03	2.28
ENSGGOG00000009402	0.39	0.87	0.84	0.87	1.08	1.11	3.61	3.32	1.75	1.72	3.41
Locus_132603	0	0	0	0	0	0	0	0	0	0	0.27
ENSGGOG00000004607	0.08	0.14	0.25	0.39	0	0	0	0	0	0	0.1
ENSGGOG00000010018	0.36	0.58	0.4	0.25	0.25	0	0.32	0.3	0	0	0.44
blastnChicken.CUFF.250908	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000002134	5.29	6.68	2.43	3.37	1.73	0.56	19.27	9.1	1.52	4.71	0.92
ENSGGOG00000007460	0.17	0	0	0	0	0	0	0	0	0	0.04
ENSGGOG00000016821	4.83	10.2	3.96	3.37	5.99	7.27	33.65	16.63	94.01	55.48	1.8
ENSGGOG00000001188	4.99	3.92	5.09	2.75	4.74	4.83	3.48	4.55	9.17	9.54	3.52
blastnPlatypus.Locus_154390	0	0	0	0	0	0	0	0	0	0	0.14
ENSGGOG00000014371	9.63	13.74	7.23	10.81	12.64	8.1	15.97	15.42	15.31	24.03	11.25
ENSGGOG00000028293	0	0.19	0	0	0	0	0	0	0	0	3.28
blastnPan.CUFF.403169	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000003809	0	0	0	0	0	0	0	0.04	0	0	50.2
ENSGGOG00000007550	2.16	1.91	2.03	1.59	2.31	4.05	3.92	2.79	4.02	2.29	1.77
ENSGGOG00000014249	0.97	0.98	1.91	1	1.27	1.8	1.02	1.03	0.69	0.7	2.94
blastnPan.CUFF.407526	0.14	0	0.16	0	0	0	0.42	0.17	0	0.36	0.03
ENSGGOG00000028546	0.34	0.2	0	0.15	0.3	0	0.63	0.1	0.41	0.32	0.19
ENSGGOG00000015808	0.03	0.07	0	0	0	0.04	0.13	0.03	0.18	0.07	2.89
Locus_132463	0	0	0	0	0	0	0	0	0	0	1.88
ENSGGOG00000012620	5.31	3.92	0.36	0.26	0.64	1.35	5.69	4.15	0.49	1.31	1.64
blastnHuman.ENSG00000225085	0	0	0	0	0	0	0	0	0	0	0.11
blastnHuman.ENSG00000232689	0	0.45	0	0	0	0	0	0	0	0	0
ENSGGOG00000006343	0	0	0	0	0	0	0	0.05	0	0	4.35
ENSGGOG00000010935	22.83	24.15	14.72	16.19	23.22	22.15	49.29	40.63	50.47	23.57	8.03
blastnMacaque.Locus_102062	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_288330	0.38	0.06	0.28	0.22	0	0	0	0	0	0	0.09
blastnPan.Locus_138059	0	0	0	0	0	0	0	0	0	0	0.52
blastnOrangutan.CUFF.2386	0.38	0.41	0.12	0.28	0.19	0.14	0	0.03	0	0	0.14
blastnOpossum.Locus_419200	0	0	0	0	0	0	0	0	0	0	0.14
Locus_105962	0	0	0	0	1.06	0	0.45	0	0	1.14	0
ENSGGOG00000012324	0.03	0.19	0.02	0.09	0.12	0.34	0.28	0.04	0.55	0.84	0.07
ENSGGOG00000023287	13.9	15.96	12.72	11.28	2.71	3.65	4.57	6.81	5.47	7.1	5.91
ENSGGOG00000011567	8.13	6.96	6.13	12.19	5.57	4.42	61.13	55.69	70.23	64.06	12.42
blastnMouse.Locus_2842	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_314082	0	0	0	0	0	0	0	0.21	0	0	0
ENSGGOG00000027953	2.78	5.63	2.92	2.08	16.2	17.95	11.64	8.73	108.84	27.78	0.6
blastnHuman.Locus_47704	0	0	0	0	0	0	0	0	0	0	0.05
ENSGGOG00000014887	1.57	1.09	0.57	0.85	1.72	4.73	1.7	0.71	0.86	1.33	4.37
blastnHuman.Locus_69470	1.26	0.31	1.05	0.15	0.6	0.84	0.13	0	0	0	3.18
blastnHuman.Locus_17511	0.16	0.15	0	0	0	0	0.24	0	0	0.1	0.15
Locus_224828	0	0	0	0	0.54	0	0	0	0	0	0.78
blastnPan.Locus_55345	0	0	0.48	0	0	0	0	0	0	0	0
ENSGGOG00000004496	0.5	0.51	0.44	0.16	25.34	17.26	0.31	0.04	0.05	0	0.68
blastnMacaque.Locus_394524	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000666	0.08	0.38	1.48	0.43	0	0	0	0.19	98.59	53.85	0.34
ENSGGOG00000006874	7.41	7.74	11.62	21.99	8.21	8.36	8.07	14.41	10.39	11.42	6.95
ENSGGOG00000023261	2.88	1.66	3.29	3.39	3.23	4.18	3.3	3.04	4.22	5.19	9.02
ENSGGOG00000015111	3.46	1.99	0.06	0.12	0	0	0.13	0.07	0.07	0.11	1.81
Locus_135170	0.28	0.51	0	0	0.49	0.7	0	0.16	0	0	0.26
ENSGGOG00000024765	6.6	7.45	7.95	6.33	12.07	11.21	10.84	12.7	12.86	14.8	10.54
ENSGGOG00000006986	29.57	20.28	0.15	0.13	0.16	0.08	0.32	0.04	0.02	0.06	0.11
blastnMacaque.Locus_395131	0	0.09	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_19560	0	0	0	0	0	0	0	0	0	0	0.51
Locus_414926	0.11	0.21	0.13	0.2	0.8	0	0	0	0	0	0.31
blastnMouse.ENSMUSG00000085471	0	0	0	0	0	0	0	0.67	0	0.72	0
ENSGGOG00000006603	0	0	0	0	0	0	0	0	0	0	0.02
ENSGGOG00000012914	35.25	33.77	16.59	15.01	40.88	22.09	27.4	24.65	21.47	21.58	0.39
blastnHuman.ENSG00000228988	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000026555	0.08	0.05	0.03	0	0.09	0.13	0.04	0.06	0.13	0.17	0.27
blastnHuman.ENSG00000250102	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000002929	0	0	0	0	0	0	0	0	0	0	0.07
ENSGGOG00000004445	0.42	0.47	6.51	2.92	1.78	2.51	2.38	1.39	8.28	3.72	0.77
ENSGGOG00000027775	3.76	2.89	0	0	0	0	1.48	1.99	0.96	0.88	2.15
ENSGGOG00000013419	3.55	4.28	1.71	1.7	5.98	8.01	8.13	5.69	15.87	16.58	19.65
ENSGGOG00000026408	25.58	28.79	23.52	34.6	302.08	327.1	112.51	148.73	129.48	86.39	123.88
Locus_160435	0	0	0	0	0	0	0	0	0	0	0.37
blastnOrangutan.Locus_24710	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_184316	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_39090	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000010481	24.3	28.47	26	28.58	21.8	29.72	34.14	30.5	28.62	36.32	39.75
ENSGGOG00000026072	39.98	21.96	36.86	28.49	41.35	38.79	18.63	22.25	15.21	10.2	27.5
ENSGGOG00000007879	13.49	24.22	17.92	8.04	14.07	8.51	27.45	14.61	13.05	5.05	29.08
ENSGGOG00000016106	1.74	2.1	0	0	0	0	0	0	0	0	0.09
blastnHuman.ENSG00000246228	0.08	0	0	0	0	0	0	0	0	0	0
Locus_224533	0.96	1.52	0.81	0.97	1.98	4.4	5.86	3.12	0.91	3.75	0.3
ENSGGOG00000005667	7.3	4.76	0.06	0	0.2	0	0.09	0	0	0	0.04
blastnHuman.CUFF.324240	0	0	0	0	0	0	0	0	0	0.47	0.17
ENSGGOG00000003801	6.61	8.97	6.06	14.84	5.57	8.24	16.85	13.45	12.54	14.71	7.56
blastnPan.Locus_39590	0	0.11	0	0	0	0	0	0	0	0	0.11
ENSGGOG00000009797	0.61	0.76	1.39	1.07	1.45	1.03	2.46	1.21	2.66	1.56	22.29
ENSGGOG00000017152	23.86	24.26	22.38	15.73	29.83	24.36	14.42	14.35	16.22	8.64	22.46
blastnHuman.ENSG00000256538	0	0	0.39	0	0	0	0	0	0	0	0.08
Locus_132896	0.69	0.08	0.2	0.3	0	0	0	0	0	0	1.12
ENSGGOG00000007148	8.49	5.22	3.96	3.22	3.49	3.7	9.69	10.07	13.48	11.79	3.4
blastnMouse.Locus_21332	0	0	0	0	0	0	0	0	0	0	0
Locus_133210	0	0	0	0	0	0	2.01	1.79	0.27	0	0
blastnHuman.ENSG00000242545	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000244	7.06	4.98	9.36	4.13	7.33	4.24	3.17	3.51	5.22	1.88	3.86
Locus_441055	0.05	0.15	0.06	0.19	0.38	1.35	0	0.06	0	0.14	1.37
blastnMacaque.Locus_312638	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_175215	0	0	0	0	1.25	0	0	0	0.29	0	0.08
ENSGGOG00000013585	0.78	1.48	1.48	3.64	0.13	0.53	13.85	16.19	0.52	0.27	0.86
blastnHuman.Locus_194248	0	0.1	0	0	0	0	0	0	0.67	0	0
ENSGGOG00000025013	1.38	1.51	1.46	2.6	0.84	2.81	5.6	2.66	1.16	2.22	1.03
blastnPan.Locus_2279	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_312971	0	0	0	0	0	0	0	1.15	0	0	0
Locus_57721	0	0	0	0	0	0	0	0	0	0	0.72
ENSGGOG00000004281	59.48	62.23	55.04	47.92	220.66	188.71	106.41	118.19	223.03	161.7	36.59
ENSGGOG00000004480	2.02	2.38	2.15	1.92	12.46	7.3	1.78	2.69	1.89	2.73	4.69
blastnHuman.Locus_166903	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000028480	0.37	1.04	1.68	0.97	0.66	2.8	1.4	0.88	0.3	0.95	2.84
ENSGGOG00000010711	44.25	49.78	32.56	34.53	55.71	25.6	49.67	68.78	31.85	18.87	16.52
ENSGGOG00000027207	2.71	2.85	3.48	2.25	1.92	2.5	3.03	2.77	3.11	3.6	1.66
CUFF.206053	0	0.02	0.03	0.05	0.09	0.07	0.04	0.02	0.15	0.05	2.18
ENSGGOG00000015509	49.03	47.56	76.62	53.37	67.78	65.14	42.96	41.52	19.33	16.22	14.64
blastnHuman.XLOC_009896	0	0	0	0	0	0	0	0	0	0	8.12
ENSGGOG00000006123	5.48	5.92	2.32	7.63	29.83	70.85	25.62	18.32	39.38	52.51	17.42
ENSGGOG00000005938	0.17	0.15	0.13	0.58	0.13	0.19	0.06	0.13	125.53	93.14	0.33
ENSGGOG00000006288	2.31	2.69	1.04	2.22	199.4	123.17	5.62	7.03	4.06	3.65	0.53
ENSGGOG00000025974	0	0.04	0	0	0	0	0.13	0	0.14	0.11	0
ENSGGOG00000010214	4.71	4.15	3.21	6.07	2.93	6.4	15.56	4.66	5.32	9.21	2.65
ENSGGOG00000010402	7.65	7.91	4.72	6.63	3.89	4.91	5.27	5.59	10.21	7.77	8.48
ENSGGOG00000025183	3.17	3.32	2.59	8.96	3.59	5.59	4.26	3.25	3.51	5.19	4.67
ENSGGOG00000027593	0	0	0	0	0	0	0	0	0	0	18.64
ENSGGOG00000015939	0.16	0.3	0	0.28	0	0	0.73	0.58	1.57	1.85	39.49
ENSGGOG00000023905	7.94	4.71	6.1	0.55	9	4.77	5.72	6.03	5.16	2.02	5.51
ENSGGOG00000008735	6.42	5.33	7.95	7.14	11.6	11.49	10.81	8.4	7.44	9.67	29.19
ENSGGOG00000024826	0.88	0.9	2.29	0.77	0.72	1.19	0.76	1.17	2.31	1.98	2.29
Locus_105605	0.11	0	0	0	0	0	0	0	0	0	0.64
ENSGGOG00000010652	12.56	12.53	9.11	4.65	4.85	8.78	10.51	7.77	17.55	11.7	6.59
ENSGGOG00000002810	1.29	0.66	0.6	1.06	0	0.12	0.22	0.14	0.08	0.09	5.79
ENSGGOG00000006655	198.25	243.74	198.84	131.55	385.43	232.42	138.28	90.24	69.99	69.51	33.51
ENSGGOG00000001612	0.35	0.19	0.33	0.5	0.2	0	0.09	0.34	0	0.37	1.87
blastnPan.Locus_73924	0	0	0	0	0	0	0	0	1.02	0	0
ENSGGOG00000016052	8.46	8.12	14.47	7.23	11.42	8.8	7.23	6.68	8.33	3.85	12.15
Locus_59370	0	0	0	0	0	0	0	0	0	0.44	0.32
ENSGGOG00000001772	0.65	1.04	0.17	0.08	0	0.11	1.53	0.85	3.56	4.22	1.61
Locus_439953	0	0	0	0	0	0	0	0	0	0	0.59
ENSGGOG00000004861	30.62	22.35	16.66	8.65	15.48	17.46	5.68	6.05	1.75	2.02	3.26
blastnMacaque.Locus_312669	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000023475	0.79	0.74	1.19	0.92	0	0	0	0	0.21	0	0.03
ENSGGOG00000013606	23.92	27.37	31.17	55.53	20.63	24.33	19.15	15.39	17.9	20.69	16.87
blastnHuman.ENSG00000248220	0	0	0	0	0	0	0	0	0	0	0.01
ENSGGOG00000027717	0	0	0	0	0	0.13	0	0	0	0	0
ENSGGOG00000004989	6.23	5.97	4.45	6.79	35.52	46.37	28.24	37.32	75.85	70.18	7.38
blastnHuman.ENSG00000236662	3.12	6.08	12.34	54.44	1.11	0	9.83	19.25	35.47	41.61	1.59
ENSGGOG00000024347	3.41	3.36	2.29	1.47	2.27	2.54	1.82	2.04	3.01	2.36	6.77
blastnHuman.Locus_100522	0	0.04	0	0	0	0	0	0	0	0	0.24
ENSGGOG00000002668	6.64	7.53	9.58	6	4.4	5.26	5.65	4.77	3.37	6.16	4.02
ENSGGOG00000025801	21.05	12.92	21.21	12.42	19.85	13.67	18.18	24.62	19.18	15.96	21.94
ENSGGOG00000003035	0	0	0	0	0	0	0	0	21.64	13.07	0.01
blastnHuman.ENSG00000250694	0	0.09	0	0	0	0	0	0	0	0	0.05
Locus_178127	0.17	0.39	0	0.29	0	0	0.76	0.6	0	0	0.62
ENSGGOG00000008442	27.93	36.76	23.92	24.72	16.25	9.94	13.99	11.59	15.02	11.89	17.89
Locus_226593	0	0.14	0	0	0	0	0	0	0	0	0.41
ENSGGOG00000006148	0	0.08	0.1	0.3	0.3	0	147.57	520.88	0.42	2.18	2.74
ENSGGOG00000004708	0.4	0.42	0	1.05	0.35	0.5	378.31	909.5	779.58	567.21	3.05
ENSGGOG00000026749	32.9	34.08	18.75	17.37	8.4	14.13	29.06	24.04	13.01	7.93	40.43
blastnHuman.CUFF.281896	0	0.3	0.28	0.57	0	0	0	0.1	0.53	0.31	0.36
blastnMacaque.Locus_245829	0	0.02	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_428656	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000010801	32.73	24.95	6.33	10.3	0.15	0.64	0.64	0.15	0.07	0.11	2.55
ENSGGOG00000011336	5.15	5.07	3.29	2.27	5.51	16.46	4.97	3.56	6.16	7.26	6.77
ENSGGOG00000023693	9.12	6.47	7.46	13.88	45.52	65.34	47.57	60.63	40.45	40.88	17.43
blastnMacaque.Locus_371104	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000015845	460.11	451.86	427.91	156.56	0.2	0	0.25	0	0	0.36	0.48
ENSGGOG00000008438	4.3	2.15	0.42	0.71	2.39	2.85	2.72	1.52	7.79	1.38	2.38
Locus_60599	0	0	0	0	0.59	0.84	0.75	0.4	0	0	0.08
blastnHuman.ENSG00000233574	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_19718	0	0	0	0	0	0	0	0	0	0	0.16
Locus_57274	0.05	0.18	0	0	0	0	0	0	0	0	1.34
ENSGGOG00000001816	45.41	37.71	46.53	48.76	45.65	52.53	53.33	51.74	57.71	77.86	57.4
ENSGGOG00000023726	3.15	3.14	1.24	2.75	0	1.58	0.94	1.49	0.77	2	1.82
ENSGGOG00000005624	35.81	30.87	16.47	21.06	7.68	9.73	44.84	62.16	52.78	53.77	13.78
ENSGGOG00000005071	20.57	21.05	11.31	7.22	0.39	0.55	0.16	0.52	0.71	0	1.16
Locus_19245	0	0.07	0	0	0	0	0	0	0	0.61	0.3
blastnHuman.ENSG00000228295	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000010668	0.56	1.03	0.21	0.75	0	0.31	0.37	0.22	0.1	0.31	3.96
ENSGGOG00000022080	6.27	6.52	8.03	8.04	2.94	5.55	4.33	7.14	6.97	8.3	16.77
blastnHuman.ENSG00000250620	0	0	0	0	0	0	0	0	0	0	0.07
ENSGGOG00000003742	6.72	7.89	7.09	8.34	2.56	0.72	2.66	2.46	2.26	1.37	2.04
ENSGGOG00000016335	1.26	1.35	0.83	2.31	1.12	3.86	7.26	4.03	6.32	7.8	2.98
ENSGGOG00000022202	0	0	0	0	0	0	0	0	0	0.18	0
Locus_227862	0	0	0	0	0	0	0	0	0	0	1.1
ENSGGOG00000011009	5.14	4.32	5.18	2.23	0.61	0.17	1.04	1.88	0	0.13	0.56
blastnPan.Locus_45994	0	0	0	0	0	0	0	0	0	0	0.11
blastnOpossum.Locus_121452	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000012726	0.18	0.06	0.6	0.18	0.19	0	4.98	2.88	4.32	1.2	0.58
blastnHuman.ENSG00000231630	0	0	0	0	0	0	0	0	0	0	0.09
ENSGGOG00000017113	476.4	476.77	349.13	232.33	18.2	39.98	56	59.27	8.12	10.73	23.18
blastnHuman.ENSG00000235815	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000005802	37.44	28.35	16.12	10.39	49.2	45.24	14.7	16.94	23.91	15.77	34.53
ENSGGOG00000027571	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000023107	5688.66	9491.95	3242.17	18483.2	55816.03	115251.51	18968.47	22720.96	5747.63	17768.59	2338.93
blastnHuman.ENSG00000233997	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_371238	0	0	0	0	0	0	0	0	0.22	0	0
ENSGGOG00000028205	0	0	0	0	0	0	0	0	0	0	0
Locus_353199	0	0	0	0	0	0	0	0	0	0	0.37
ENSGGOG00000000478	6.92	6.38	2.97	4.54	0	0	0	0	0	0.03	20.43
blastnMacaque.Locus_290056	0	0	0	0	0	0	0	0	0	0	0
Locus_133066	0.08	0.28	0	0	0	0	0	0	2.44	0	0.02
ENSGGOG00000015945	26.31	25.16	11.25	8.62	1.42	1.82	2.46	3.34	3.15	3.11	7.32
blastnMacaque.Locus_38943	0	0	0	0	0	0	0	0	0	0	0.31
ENSGGOG00000003971	0.1	0.07	0	0.03	0.07	0	1.96	3.74	0.09	0.44	10.31
Locus_225991	0	0.16	0	0	0	0	0	0	0	0	0.33
ENSGGOG00000027935	18.96	26.23	13.84	9.92	13.86	17.51	7.2	10.56	6.51	4.38	7.27
blastnOrangutan.Locus_58416	0	0	0	0	0	0	0	0	0	0	0
Locus_226363	0	0	0	0	0	0	0	0	0	0	1.51
blastnMacaque.Locus_498623	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000013150	44.83	39.48	28.69	36.16	206.18	97.43	54.82	63.35	56.53	76.35	62.89
ENSGGOG00000026220	2.6	3.67	3.79	6.8	1.63	1.47	22.01	74.31	4135.31	1939.83	9.7
Locus_197188	0.24	0.33	0	0	0	0	0	0	0.19	0	0.75
ENSGGOG00000006665	34.17	33.34	11.99	19.06	15.98	16.39	19.6	16.95	13.53	16.77	12.32
blastnOrangutan.Locus_94438	0	0	0	0	0	0	0	0	0	0	0.06
ENSGGOG00000016289	50.86	45.05	34.54	35.39	95.79	52.66	46.83	50.6	47.3	56.66	114.38
ENSGGOG00000022907	0	0.6	0	0.9	0.91	0	0.39	0.3	1.25	0.65	0.12
blastnHuman.Locus_118450	0.3	0.91	0.51	1.05	0	0	0.23	0.54	0.25	0.19	0.73
blastnOrangutan.Locus_265106	0	0	0	0.7	0	0	0	0	0	0	0.51
blastnHuman.ENSG00000249265	0	0	0	0	0	0	0	0	0	0	0.06
Locus_240093	0	0	0	0	0	0	0	0	0	0	0.79
ENSGGOG00000005365	0.34	0.28	0	0	0.11	0	0.19	0.3	0.3	1.55	0.54
blastnMacaque.Locus_115121	0	0	0	0	0	0	0	0	0	0	0.26
ENSGGOG00000022532	0.97	0.94	0.61	0.94	2.02	0.84	3.63	3.43	3.82	4.65	2.63
ENSGGOG00000013801	8.89	10.55	9.85	4.6	5.54	3.3	66.95	57.57	4.28	2.56	4.79
ENSGGOG00000016748	0.08	0.84	0.11	0.45	0	0.1	0	0.05	0	0.1	1.96
ENSGGOG00000000285	6.67	6.18	5.94	4.69	6.2	4.56	5.2	4.18	3.98	2.46	8.22
ENSGGOG00000026293	0	0	0	0	0	0.41	0	0	0	0	24.52
blastnHuman.ENSG00000229233	0	0	0	0	0	0	2.37	6.25	0	0.33	0.3
blastnMacaque.Locus_222503	0	0	0.11	0	0	0	0	0	0	0	0
ENSGGOG00000015545	11.04	8.86	7.45	8.56	7.06	8.46	9.21	17.56	9.34	11.98	16.91
