Gene	Brain_Female1	Brain_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2
ENSXETG00000030406	7.9	7.39	6	4.28	4.9	3.58	5.44	3.84	32.51	14.83	22.27	6.67
Locus_28487	0.36	0.05	0.55	0.11	2.05	1.4	2.43	1.23	0.26	1.97	0.8	2.87
ENSXETG00000006296	0	0	0	0	0	0.21	0.36	0	0.05	0	2.07	1.89
ENSXETG00000013037	6.45	6.82	4.66	4.77	4.64	4.9	5.3	6.53	2.25	1.08	17.86	27.45
ENSXETG00000034012	0.02	0.02	0.04	0	0	0.03	0	0	0.01	0	0.95	0.07
ENSXETG00000005251	8.28	5.05	6.35	5.06	6.45	7.64	13.93	7.72	23.79	34.39	22.02	37.6
Locus_168788	0	0	0	0	0	0	0	0	0	0	1.07	1.05
ENSXETG00000025588	0	0.04	0.28	0.46	0.29	0.17	1.29	1.32	0.17	0.05	4.05	2.65
ENSXETG00000008907	16.51	16.16	8.18	5.11	4.68	7.79	7.59	6.53	0.37	0.22	16.28	13.5
Locus_179886	1.71	0.89	0.92	0.52	0.41	0.4	0.73	0.13	2.55	0.69	18.78	9.67
Locus_101783	0	0	0	0	0.46	0	0	0	0	0	2.54	1.26
ENSXETG00000018446	25.76	32.5	26.49	45.63	171.55	173.94	121.31	242.39	7.66	16.81	14.53	17
ENSXETG00000007948	68.99	33.15	359.1	187.11	70.17	91.29	70.52	61.47	85.07	83.43	32.36	30.72
ENSXETG00000025239	2.45	2.26	10.33	14	5.58	5.82	6.08	7.05	0.1	0.25	5.8	12.26
ENSXETG00000004320	0	0	0	0	0	0	0	0.13	0	0	0	0.67
ENSXETG00000003373	0.75	0.63	7.88	11.33	0.14	0.61	0.11	0.63	0	0	0.25	1.57
ENSXETG00000034176	5.11	3.31	6.7	9.18	7.92	10.32	4.49	7.74	0.88	0.33	1.88	2.14
Locus_139444	0	0.04	0	0	0	0.05	0	0.18	0.03	0.02	7.75	3.92
ENSXETG00000019980	0.24	0.06	0.16	0	0.03	0	0	0	0	0.02	0.39	0.87
ENSXETG00000030646	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000026196	5.26	5.18	4.73	4.57	3.87	4.1	2.95	4.79	21.09	22.57	7.2	12.73
ENSXETG00000018262	0.44	0.13	0	0.26	0.08	0.32	0.37	0.14	0	0.04	2.37	6.03
ENSXETG00000029945	10.37	10.14	13.64	9.12	14.1	16.39	21.94	21.22	19.5	27.66	42.95	43.48
ENSXETG00000014349	9.15	12.13	9.17	9.82	5.15	6.96	5.73	5.92	5	9.02	12.72	19.81
ENSXETG00000014200	0.28	0.53	0.69	0.06	0.49	0.36	0.32	0.43	0.25	0.6	0.97	3.45
ENSXETG00000018386	0	0	0	0	0	0	0	0	0	0	0.02	0
ENSXETG00000001966	2.58	2.17	0	0	0	0	0	0	0.02	0	0.13	0.06
ENSXETG00000023277	5.02	5.68	2.5	3.21	2.4	3.47	1.68	1.64	0.71	0.75	2.93	2.46
Locus_96803	0	0	0	0	21.28	33.79	17.34	2	0.15	0.17	0	0.07
ENSXETG00000031448	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000015946	9.5	6.48	3.12	2.58	3.72	2.94	3.01	2.59	65.74	36.1	48.99	22.07
ENSXETG00000005914	0	0.08	0	0	0	0	0	0	0	0	1.34	5.02
ENSXETG00000007407	202.09	159.6	330.63	343.37	150.52	183.22	188.78	223.31	83.84	91.52	144.75	143.66
ENSXETG00000005046	0.02	0.02	0	0.04	0	0.07	14.52	27.88	0	1.3	0.19	0.05
Locus_26744	0	0	1.7	0	0	0	4.68	1.15	0	0	0.11	0.19
ENSXETG00000023292	340.93	346	124.47	133.31	51.09	55.97	46.13	49.99	21.27	32.36	40.26	54.64
ENSXETG00000032088	0	0	0	0	0	0	0	0	0.01	0.03	0	0
ENSXETG00000023470	0	0	0	0	0	0	0	0.38	0	0	4.28	7.55
Locus_93025	0	0	0	0	0	0	0	0	0	0	1.42	3.3
ENSXETG00000014221	0.51	0.26	0	0	25.75	48.1	2.31	3.33	0	0	0.08	0.02
ENSXETG00000020352	48.9	48.56	158.4	180.9	120.53	95.04	115.47	113.38	129.8	65.33	142.27	41.52
ENSXETG00000034076	0	0	0.25	0.25	0.77	1.5	0.34	2.27	0	0	1	0.93
ENSXETG00000015199	4.5	5.59	3.01	3.82	2.98	3.6	1.51	2.27	5.59	7.51	11.48	8.52
ENSXETG00000015624	3.28	3.1	2.34	2.2	1.84	1.57	1.93	1.59	1.56	4.25	12.4	28.07
ENSXETG00000007438	15.88	14.3	17.17	16.32	16.53	14.82	18.48	12.5	30.66	12.24	52.42	20.04
ENSXETG00000010325	7.9	13.45	0	0.44	0.09	0	2.44	0.15	0	0	0.71	0.65
ENSXETG00000033131	0	0.31	1.28	0.31	0.59	0	1.32	0.32	1.14	0	1.28	0.22
ENSXETG00000018313	226.35	139.1	467.82	341.1	195.95	142.84	229.12	278.93	146.08	141.61	264.13	116.65
ENSXETG00000015756	3.27	3.29	5.79	6.35	5.16	5.03	17.21	12.65	28.87	33.73	9.24	12.83
ENSXETG00000002805	5.36	6.29	10.04	6.73	13.66	7.33	18.25	7.91	22.27	31.51	6.71	8.58
Locus_183832	0	0	0	0.33	0.21	0.4	0.46	0	0	0	0.13	0.11
ENSXETG00000016870	0.1	0.03	0	0	29.92	26.17	83.09	65.07	0.04	0.53	0.22	0.35
ENSXETG00000033967	2.86	0.96	1.37	1.39	0	0	0	0	0	0	0.26	0.49
ENSXETG00000019694	14.71	19.18	30.48	42.43	4	6.35	5.17	5.02	27.47	9.15	6.69	8.73
ENSXETG00000008034	0	0	0	0	0	0	0	0	0	0	0.57	0.09
ENSXETG00000033587	14.17	14.51	12.79	19.19	12.46	19.6	20.59	33.56	10.92	11.25	8.61	10.76
ENSXETG00000029992	0	0	0	0	0	0	0	0	0	0	0.12	0
ENSXETG00000010155	0.07	0.12	0.39	0.13	0.16	0.23	0	1.17	0.04	0	0.72	1.39
ENSXETG00000014041	1.85	0.02	0	0	0	0.02	0.05	0.45	0	0.04	0.72	0.63
ENSXETG00000006052	23.73	22.09	17.6	15.99	15.62	15.86	16.09	15.47	8.49	14.13	19.48	22.48
ENSXETG00000013866	17.22	19.38	14.72	7.59	1.63	1.2	1.1	0.47	0.13	0.5	2.05	1.7
ENSXETG00000023771	3.31	3.07	0.14	0	0.09	0.17	0	0	0	0	0.19	0.19
ENSXETG00000011125	4.89	6.91	3.01	1.76	1.34	2.62	2.21	3.15	0.73	1.19	2.76	1.5
ENSXETG00000020282	1.22	0.69	10.17	5.32	5.39	13.56	3.52	4.08	0.01	0.07	5.34	5.24
ENSXETG00000030231	1.01	0.88	0.6	0.62	1.31	0.4	0.53	0.82	126.85	78.66	1.45	1.39
ENSXETG00000031981	15	13.35	7.15	7.25	4.78	5.86	11.73	11.66	18.1	8.72	17.52	7.81
ENSXETG00000010622	0.7	1.59	1.75	1.36	2.17	1.89	1.91	1.31	24.21	34.47	4.63	30.91
Locus_177524	0.09	0	1.04	0	0.75	0.63	0.95	0	0.05	0.76	6.53	34.47
ENSXETG00000021081	1.19	0.5	40.25	51.4	0.74	0.75	0	0.2	1.04	2.82	8.82	13.33
ENSXETG00000031505	1.37	1.4	2.73	1.15	24.05	27.91	5.64	3.36	5.17	15.84	9.15	21.54
Locus_35145	0.16	0	0.8	0	0.86	1.32	7.26	2.52	0	0	0.36	0.2
ENSXETG00000011038	11.46	11.83	10.37	10.88	13.78	12.56	15.23	11.19	15.37	36.64	19.51	42.41
ENSXETG00000017094	36.32	3.13	0.28	0.21	6.03	2.92	3.18	5.39	1.9	0.33	4.05	1.44
ENSXETG00000009094	0	0.11	0.23	0	0	0	0	0.12	0	0.1	0	0.04
ENSXETG00000006432	19.52	23.16	18.14	17.05	15.55	15.6	11.54	16.81	10.5	30.85	30.61	62.79
ENSXETG00000034142	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000002754	3.95	4.99	4.76	4.32	2.15	2.99	1.91	1.92	1.54	3.46	2.43	3.4
ENSXETG00000005528	17.08	9.7	9.45	7.9	8.65	8.99	13.68	14.07	78.89	19.78	27.2	10.18
ENSXETG00000020806	32.96	32.48	72.67	66.87	37.78	34.7	34.72	36.58	38.39	43.52	28.42	14.01
ENSXETG00000011183	4.89	3.75	7.29	3.24	823.84	312.68	47.6	5.03	44.03	93.39	1.94	3.6
ENSXETG00000024167	1.92	1.58	12.62	16.87	66.75	65.48	124.26	151.56	34.71	84.53	5.21	7.42
ENSXETG00000010835	2.17	1.87	2.45	2.14	3.07	2.42	2.84	1.69	6.65	6.33	5.09	9.27
ENSXETG00000022610	29.06	24.77	42.15	45.38	21.6	19.88	37.13	30.17	8.49	14.19	78.69	39.91
ENSXETG00000026656	74.41	61.37	246.8	228.43	199.88	138.34	226.24	196.52	126.14	211.63	130.38	127.67
ENSXETG00000025116	1410.1	1539.45	543.98	360.99	582.36	715.88	1097.12	851.7	597.8	655.89	358.79	310.78
Locus_75056	0	0	0	0.46	0	0	0	0	0.14	0	1.32	2.22
ENSXETG00000022354	32.95	53.11	0.87	2.19	0.58	0.58	0.06	0	37.95	22.94	0.61	1.27
ENSXETG00000004629	2.69	0.94	15.09	4.36	12.23	12.03	58	39.14	0.09	0.22	0.14	0.35
ENSXETG00000002041	6.08	8.3	2.89	2.36	1.45	1.68	0.94	1.47	0.43	0.12	6.62	11.93
ENSXETG00000027130	0.13	0.23	0.24	0.36	0.68	1.26	0	0.25	0	0	0.29	1.32
ENSXETG00000015575	93.93	126	3.36	6.24	0.54	0.81	0.02	0.14	0.01	0.02	1.52	1.54
ENSXETG00000014338	25.18	20.71	27.21	15.13	15.31	14.26	15.66	14.64	24.9	20.04	40.33	38.22
ENSXETG00000013923	5.8	5.05	2.06	2.22	3.19	3.68	3.38	4.36	12.57	11.33	15.12	16.86
ENSXETG00000016586	11.35	4.56	48.49	11.9	28.2	12.28	74.86	32.82	0.49	0.68	5.77	4.79
ENSXETG00000029930	18.19	14.85	43.85	38.86	37.77	24.73	26.19	18.02	64.25	110.8	91.22	92.47
ENSXETG00000021443	0.11	0.05	0.35	0.1	9.74	14.86	51.48	99.89	0.63	0.8	0.36	0.55
ENSXETG00000006581	6.32	8.11	6.6	8.63	8	8.68	8.6	11.14	11.83	4.88	25.74	35.85
ENSXETG00000003254	13.16	19.94	12.65	14.27	2.64	2.39	24.94	45.69	8.65	4.3	5.79	6.92
ENSXETG00000006906	867.29	1136.87	0.2	1.32	0.21	0.84	0.04	0.09	0.14	0.09	0.26	0.29
ENSXETG00000017432	0.69	0	0	0	4.55	4.66	0.22	0	2.6	1.13	0.32	0.05
ENSXETG00000002854	6.22	6.71	0	0.08	0	0.05	0	0	0	0	0.16	0.21
ENSXETG00000017861	4.93	6.43	10.4	6.04	8.81	6.99	5.91	8.07	2.79	2.17	3.81	8.01
ENSXETG00000033234	0.17	1.35	0.63	0	0	0.19	0.86	0	0	0	3.14	0
ENSXETG00000003943	46.28	46.55	29.43	31.84	27.14	26.63	23.94	26.41	19.24	10.22	21.6	8.8
ENSXETG00000012815	21.57	16.92	44.57	34.35	35.34	25.19	39.19	26.04	40.69	16.23	94.16	29.07
ENSXETG00000021693	0.21	0.22	0.06	0	0.33	0.31	0.09	0.02	0.64	0.97	7.69	14.54
ENSXETG00000012139	317.23	240.2	285.08	256.9	224.73	279.15	188.42	154.9	65.09	95.41	135.93	97.85
Locus_82531	0	0	1	0	0.31	0.61	0	0	0	0	0.2	0.34
ENSXETG00000033515	66.82	43.77	904.68	985.95	258.3	288.27	129.44	157.21	17.54	0.92	65.1	7.42
ENSXETG00000032809	6.41	6.34	1.89	1.62	3.58	3.71	1.28	1.23	3.93	1.41	16.8	10.65
ENSXETG00000030261	0	0	0	0	0	0	0	0	0	0	0	0.07
ENSXETG00000001529	54.23	39.1	80.13	52.03	50.8	35.08	51.56	27.14	129.53	99.69	49.4	29.04
ENSXETG00000017425	0	0	6.15	6.56	0	0.1	0	0	0	0.05	0.09	0
ENSXETG00000008665	0.61	0.27	1.47	0.21	0.61	0.08	5.11	0.21	0	0.02	0.14	0.52
ENSXETG00000001930	1.3	2.33	0.07	0	0.04	0	0	0	0.81	0	0.03	0.11
Locus_138565	3.1	2.91	3.21	3.01	2.03	3.43	1.29	1.44	4.13	7.75	2.01	4.48
ENSXETG00000001822	369.44	326.62	109.12	130.99	179.17	105.65	136.12	133.02	73.65	22.75	43.58	6.75
ENSXETG00000009534	15.26	13.89	21.32	25.36	10.5	13.56	15.38	17.47	6.76	9.12	24.19	24.78
ENSXETG00000026282	5.41	6.35	0.6	1.19	6.49	4.91	1.94	3.54	0.62	1.64	3.93	2.59
ENSXETG00000019393	2.72	2.29	3.71	4.14	4.44	1.79	2.04	2.5	0.39	2.31	4.33	11.41
ENSXETG00000032952	3.21	2.52	0	0	0	0	0	0	0	0.04	0.28	0.23
Locus_2493	2.24	0.58	5.51	3.73	5.13	2.19	23.51	13.96	0	0.05	0.07	0.29
ENSXETG00000011678	10.65	7.52	5.42	5.58	6.85	4.85	6.73	4.28	1.63	3.19	2.88	3.98
ENSXETG00000034167	12.58	5.63	20.06	20.4	12.29	10.96	10.1	7.22	10.93	18.67	20.42	9.02
ENSXETG00000002620	195.3	199.35	895.19	1017.11	567.15	664.35	592.64	684.5	78.96	260.05	276.25	607.61
ENSXETG00000016092	147.64	133.15	144.17	112.39	135.99	121.05	142.99	90.75	178.13	201.71	58.83	45.05
Locus_113722	0	0.48	0	0.65	0	0.8	0	0.34	0	0	0.13	0.11
ENSXETG00000015887	418.32	536.92	119.44	93.82	82.06	81.35	81.25	67.44	81.16	107.72	48.31	41.65
ENSXETG00000010456	0.04	0.02	0.55	0.07	157.71	59.67	407.8	182.35	0	0.02	0.42	0.21
ENSXETG00000031260	2.39	2.92	1.85	2.56	2.05	2.22	2.28	2.41	11.21	5.94	3.85	5.75
ENSXETG00000018057	110.45	110.71	17.54	11.41	26.69	44.11	23.77	24.7	0.08	0.84	6.74	4.77
ENSXETG00000009499	0.49	0.46	0.05	0	0.16	0.12	2.43	3.57	0.11	0.43	0.67	0.63
ENSXETG00000002861	7.19	5.9	6.45	6.28	7.08	6.53	11.24	8.2	15.11	19.04	15.63	17.91
ENSXETG00000010566	7.31	7.42	0	0	0.05	0	0	0	0	0	0.12	0.67
ENSXETG00000027717	3.1	2.32	7.06	5.35	5.35	4.48	6.57	6.48	11.67	17.57	37.54	53.73
ENSXETG00000025367	11.81	16.27	13.93	8.6	11.61	10.99	12.47	17.17	38.23	8.11	21.03	6.22
ENSXETG00000005589	56.15	55.19	114.87	137.56	67.92	66.93	71.26	70.03	18.58	8.31	45.04	14.77
ENSXETG00000014360	16.87	20.84	13.72	15.25	8.27	7.61	9.28	6.36	10.81	12.63	7.52	6.82
ENSXETG00000008556	11.25	12.4	11.02	8.87	8.9	6.84	9.09	7.95	75.23	71.71	9.61	7.03
ENSXETG00000009325	0	0	0	0	10.74	11.77	0.27	0	0	0	0.47	0
ENSXETG00000004436	0.29	0.71	0	0.07	0.15	0.06	0.69	0.37	29.6	19.8	4.3	6.22
ENSXETG00000004713	0.94	1.15	12.61	4.81	9.46	8.54	10.67	4.93	6.4	2.22	4.73	2.54
ENSXETG00000002603	0.12	0	0	0	1	0.28	0	0	0.14	0.41	2.69	6.2
ENSXETG00000027734	582.04	329	3199.6	2913.99	1768.42	2059.82	2598.85	2845	80.59	310.88	467.66	1447.7
ENSXETG00000018462	1.41	1.41	2.9	2.26	1.05	1.97	0.53	1.97	9.28	12.05	1.34	1.49
ENSXETG00000004890	0	0	0	0	15.5	9.72	18.85	24.44	0	0.01	0.17	0.43
ENSXETG00000000390	0	0	0	0	0	0	0	0	0	0	0	0.04
ENSXETG00000034086	12.83	10.82	0.88	1.38	5.74	3.21	0.9	0.13	0.13	0.17	16.3	19.51
ENSXETG00000020338	16.39	19.71	16.01	13.61	15.35	14.16	15.63	19.86	14.75	24.93	25.01	44.13
ENSXETG00000006302	0	0	0	0	0	0	0	0	0.02	0	0.09	0.02
ENSXETG00000025884	69.13	59.75	104.29	82.21	84.31	57.48	83.81	68.61	37.98	107.12	154.38	252.57
Locus_163582	0	0.2	0	0	0.26	0	10.41	5.52	0	0	0	0
ENSXETG00000030372	0	0	0	0	2.34	1.55	45.15	108.33	0.02	0.02	0.09	0.59
ENSXETG00000012145	4.03	2.7	5.54	4.84	7.43	4.27	4.8	3.72	17.98	21.01	11.88	15.85
ENSXETG00000015094	2.86	0.95	9.03	0.7	39.48	21.76	162.05	54.78	8.3	2.48	4.2	1.71
ENSXETG00000026501	20.41	19.83	15.82	18.46	10.43	12.06	11.59	11.53	15.32	33.82	15.45	17.6
ENSXETG00000022417	34.52	12.25	4.2	3.18	68.92	17.55	1320.69	1980.22	0.09	0.2	1.48	1.71
ENSXETG00000009012	8.74	9.41	817.57	623.77	10.38	4.27	2.38	0.55	0.03	0.03	1.21	1.41
ENSXETG00000022546	26.65	32.15	18.94	15.33	16.7	14.13	23.87	17.34	37.79	11.24	9.34	3.95
ENSXETG00000023751	2.85	3.79	6.96	8.32	1.73	2.01	2.8	3.34	5.28	4.88	2.67	2.27
ENSXETG00000032926	7	13.49	5.67	5.8	1.38	1.62	0	0.52	0.02	0	1.03	1.9
ENSXETG00000033281	0	0.09	0.19	0	0.06	0	0	0.29	0	0	0	0.07
ENSXETG00000027088	0	0	0	0	2	1.94	0.13	0.19	0	0	0	0.03
ENSXETG00000016418	987.98	215.81	24.53	10.05	1.45	1.17	0.09	0.13	0.48	0.03	4.85	0.18
ENSXETG00000002101	1.39	1.49	4.4	2.34	1.02	1.11	0.69	0.74	0.05	0.04	4.1	3.05
ENSXETG00000001908	2.74	0.91	19.34	30.28	6.88	11.21	9.18	11.24	0	0.09	2.23	4.02
ENSXETG00000018761	2.12	1.99	6.12	5.17	32.45	15.47	27.27	18.82	9.49	15.81	5.44	7.51
ENSXETG00000010112	12.31	14.01	11.59	12.83	11.44	11.14	9.48	12.36	5.98	9.57	13.09	22.96
ENSXETG00000033997	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000002846	3.35	3.5	0	0	0	0	0	0.09	0	0	0.27	0.43
ENSXETG00000019524	0	0.01	0.14	0.02	0	0	0	0	0	0	0.41	0.58
ENSXETG00000032214	9.96	10.65	0.78	0.53	0.09	0	0	0	0.03	0.05	2.77	3.86
ENSXETG00000014424	0.06	0	0.93	1.19	9.51	1.17	5859.01	1569.78	0	0	0.25	0.09
ENSXETG00000002167	0.57	0.97	0.3	0.15	0.19	0.36	0.93	0.53	23.5	75.89	29.12	53.96
ENSXETG00000003706	627.81	399.68	3350.77	2929.75	1837.06	2099.38	2624.42	2910.26	130.82	297.55	622.38	1039.52
ENSXETG00000021918	14.79	12.83	5.14	3.86	1.05	0.61	0.09	0.14	0	0	2.72	0.87
ENSXETG00000001229	0.15	0.03	0	0.03	145.55	179.75	0	0	0.03	0	0.15	0.68
ENSXETG00000030900	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000009119	2.58	2.87	3.39	2.74	3.71	2.52	1.83	1.1	42.88	73.31	11.99	12.49
ENSXETG00000033168	0.94	1.02	0.02	0	0	0	0	0	0	0	1.05	0.64
ENSXETG00000003046	0.24	0.34	0.44	0.61	0.6	0.53	0.12	1.07	7.62	3.62	1.83	3.8
ENSXETG00000004991	220.06	199.47	270.32	254.83	277.4	244.65	176.55	128.93	120.41	21.67	192.2	26.53
ENSXETG00000008895	0	0	0	0	0	0	0	0	0	0	0	0.03
ENSXETG00000027505	3.13	3.18	0.55	0.27	4.96	5.33	2.79	7.17	0.14	1.57	4.28	8.58
ENSXETG00000032914	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000013114	21.37	11.88	38.54	30.27	95.99	52.67	195.35	62.5	44.43	52.89	28.61	13.88
ENSXETG00000025401	21.64	19.02	13.35	13.4	7.73	11.54	15.5	23.3	0.44	0.23	4.13	4.08
ENSXETG00000022106	102.59	85.27	77.19	79.3	82.39	86.83	78.21	96.7	94.44	26.14	111.71	23.67
ENSXETG00000017501	0.11	0.06	0	0	0	0	0	0	0.02	0.02	0.11	0.96
ENSXETG00000002568	6.85	8.72	0.98	1.32	3.3	3.51	1.43	1.55	0.05	0.18	14.18	44.13
ENSXETG00000000556	0	0	0	0	0	0	0	0	0	0	0	0
Locus_12804	0	0	0	0	0	0	2.97	4.36	0	0	0	0.15
ENSXETG00000008227	44.84	45.29	49.21	59.96	54.75	64.81	42.73	41.92	86.22	21.31	26.65	7.74
ENSXETG00000023861	8.29	7.91	1.5	1.15	1	0.9	0.8	1.38	0.08	1.17	0.2	0.22
ENSXETG00000033485	9.23	9.79	16.7	10.7	33.08	19.47	19.55	15.92	18.65	31.05	16.5	12.72
ENSXETG00000022092	41.89	33.67	35.24	25.58	28.57	27.5	33.65	25.1	35.42	34.06	49.73	23.58
Locus_129060	12.75	7.6	0.37	0.36	0.68	0.22	0.51	0	0.33	0	13.74	0.87
ENSXETG00000031086	2.06	1.8	1.73	1.45	1.57	1.56	1.4	1.54	8.74	5.37	9.1	7.41
ENSXETG00000032530	0	0	0.24	0	0	0	0	0	0.04	0	0	0
ENSXETG00000031281	0.42	0.06	0.26	0.32	1.09	0.12	535.05	117.38	0	0	38.04	64.27
ENSXETG00000001698	1.55	2	5	2.5	8.87	4.21	4.86	5.22	1.75	0.72	3.27	5.85
ENSXETG00000007455	7.78	9.61	8.27	10.17	8.3	9.62	15.49	12.65	26.04	13.3	6.55	8.67
ENSXETG00000033826	0	0	0	0	0	0	0	0	0	0.06	0.09	1.04
ENSXETG00000008194	17.57	38.47	10.26	15.54	5.95	6.75	9.6	8.66	1.57	1.37	5.62	4.02
ENSXETG00000003140	0	0	0	0	0.2	0.49	0.33	0.74	0.02	0.07	0.16	0.05
ENSXETG00000014034	7.29	7.29	22.44	20.67	7.94	13.48	10.55	12.97	14.08	20.99	27.92	53.36
ENSXETG00000016176	178.27	167.8	192.68	194.98	205.11	177.25	217.59	170.37	55.93	79.46	118.23	91.86
Locus_7686	0	0	0	0	4.34	5.88	1.26	0.62	0	0	0	0.31
ENSXETG00000017534	33.68	34.79	70.88	76.94	421.89	420.47	323.2	421.67	20.21	24.86	48.36	40.36
ENSXETG00000030493	3.89	2.37	6.14	6.93	5.66	4.79	2.48	2.73	8.25	58.18	3.42	21.2
ENSXETG00000018949	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000005513	0	0	4.62	1.42	2.13	2.2	1.27	0.09	0.05	0.23	0.83	2.43
ENSXETG00000010515	0.62	0.52	2.87	3.83	3.39	5.26	4.05	3.3	0.06	0.13	2.16	2.9
ENSXETG00000020747	39.8	31.66	61.39	43.87	94.99	110.35	80.18	56.64	8.24	4.92	44.8	13.5
CUFF.139877	0	0.13	0.26	0.52	0.66	0.32	2.19	1.34	0	0.07	0	0
ENSXETG00000008251	10.55	8.81	30.15	34.28	21.65	14.77	10.36	8.38	17.94	42.16	19.81	20.57
ENSXETG00000011063	0.02	0.05	0.17	0	0.08	0.02	0.09	0.2	0.16	0.16	0.01	0.18
ENSXETG00000024362	3.84	3.78	5.04	8.33	3.85	3.23	7.47	6.07	0.81	2.6	4.96	4.91
Locus_122230	0	0	0	0.76	0.24	0.47	0	0.39	0	0	1.25	2.1
ENSXETG00000033115	8.59	5.16	5.47	6.07	8.85	5.66	4.64	3.41	2.08	3.59	5.31	10.99
ENSXETG00000016614	15.25	6.26	24.89	20.27	108.15	70.27	52.49	53.55	19.83	54.67	11.46	13.68
Locus_144046	165.18	117.15	221.7	133.33	197.38	192.31	164.99	168.45	0.55	0.93	55.31	53.46
ENSXETG00000032235	0	0	0	0	0	0	0	0	0	0	0.04	0
ENSXETG00000012507	135.34	94.14	1039.37	1247.5	274.71	305	202.51	162.59	52.44	172.75	122.4	213.59
ENSXETG00000033318	0.09	0	0	0	0	0	0	0	0	0.01	0.02	0.01
ENSXETG00000021656	0.14	0.21	0.26	0.13	22.45	16.9	343.94	214.94	0	0	0.99	4.81
ENSXETG00000010088	5.09	5.73	18.25	16.63	11.62	8.68	6.02	7.08	26.38	62.44	6.58	8.83
ENSXETG00000002787	3.77	4.08	3.45	4.89	3.74	4.19	3.53	5.09	16.09	8.57	4.77	7.33
Locus_136838	0	0	0	2.12	0	0.43	0	0	0	0	1.15	3.03
ENSXETG00000023346	5.72	4.79	13.27	8.28	32.76	26.47	23.27	24.76	11.94	16.62	22.81	29.69
ENSXETG00000002669	134.35	141.93	70.95	116.02	42.63	77.2	52.7	189.76	3.13	1.59	19.67	22.21
ENSXETG00000009201	2.95	2.93	1.02	1.37	1.61	1.68	2.04	1.5	7.36	4.65	3.05	4.22
ENSXETG00000003892	2.47	3.58	306.62	225.73	0.02	0.02	0.17	0.16	0.13	0.13	0.26	0.23
Locus_29183	0.22	0.03	0.14	0.07	0.34	0.04	11.44	2.92	0.02	0.02	2.4	1.92
ENSXETG00000000640	2.69	3.32	9.84	8.2	5.63	4.44	3.88	2.74	8.99	14.26	3.65	2.78
Locus_182603	0	0	0	0	0.53	5.69	0	0.87	0	0	0.34	0.43
ENSXETG00000008178	3.97	2.79	4.29	4.36	4.04	2.68	3.24	3.09	21.86	61.18	8	10.15
Locus_5544	0	0	0	0	0	0	0	0	0	0	0.63	0.4
Locus_118538	0.19	1.25	0.87	0.68	0.22	0.84	1.44	2.99	0	0.05	0.63	1.23
Locus_73369	8.1	11.21	0.6	0.71	0	0	0	0	0	0	0.05	0.1
ENSXETG00000021973	0.12	0	0.07	0	1.34	2.04	0.3	0.36	0.04	0.04	0.17	0.22
ENSXETG00000026765	20.14	12.93	64.53	70.87	34.86	36.81	48.41	45.25	8.02	25.29	33.52	44.16
Locus_54726	0	0.42	0	0	0	0	0	0	0	0	1.4	0.29
ENSXETG00000033857	0	0	0	0	0.59	0	0	0	3.99	0.09	0.13	0.11
ENSXETG00000031201	5.08	4.61	6.63	7.43	7.55	5.08	7.65	4.17	9.31	24.6	9.23	10.4
ENSXETG00000031472	23.71	29.06	8.41	9.49	13.01	14.54	1.11	1.73	1.77	0.94	3.03	3.04
ENSXETG00000003584	32.61	29.98	27.37	19.05	46.45	27.93	32.5	18.5	58.76	43.42	21.73	10.06
ENSXETG00000032123	166.18	294.07	31.74	26.72	21.11	31.65	33.94	31.3	1.27	0.17	191.37	3.18
ENSXETG00000004200	12.22	9.84	2.66	1.57	11.97	9.71	4.06	3.56	2.45	1.17	84.35	34.26
ENSXETG00000008079	124.99	104.86	271.33	314.19	189.73	175.54	247.76	202.77	168.94	36.18	127.41	19.72
ENSXETG00000020318	15.36	9.54	184.62	136.62	102.12	95.61	20.22	12.33	1.42	3.91	25.37	22.68
Locus_94582	0	0	0	0	0	0	1.31	0	0	0	2.95	5.53
ENSXETG00000012786	0.05	0.05	0	0	0	0	0	0	0	0	0.04	0.03
ENSXETG00000021319	0.41	0.35	0.8	0.34	0.85	0.59	1.34	0.7	86.18	14.05	28.94	15.5
Locus_148984	0	0	0	0	0	0	0	0	0.09	0.17	2	2.11
ENSXETG00000031136	80.91	61.17	0.9	0.6	0.5	0.57	0.2	0.1	0.11	0.1	4.32	2.3
ENSXETG00000023370	0	0	0	0	0	0	0	0	0	0	0.04	0
Locus_7944	0	0.04	0.18	0.26	0.33	0.27	1.97	5.53	0.08	0.05	3.23	1.6
ENSXETG00000025435	7.43	5.95	446.83	356.87	114.57	128.49	60.95	52.68	27.42	78.02	12.9	21.68
ENSXETG00000013541	1.46	1.6	1.23	0.97	0.88	0.78	0.87	1.19	3.57	11.19	5.47	11.36
