Gene	Brain_Female1	Brain_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2
ENSXETG00000010435	2.85	2.19	40.07	32.24	10.97	20.28	13.64	14.18	0.54	0.61	8.34	10.73
ENSXETG00000030789	2.18	1.34	0.06	0	24.25	33.62	0	0	5.04	12.02	2.24	4.31
ENSXETG00000001021	8.14	10.14	6.8	7.91	4.77	5.8	4.94	4.32	5.06	2.53	5.34	4.48
ENSXETG00000005345	4.71	5.58	9.35	7.93	13.93	20.32	12.17	12.63	2.94	4.42	8.88	6.19
Locus_83242	0.43	0.38	1.33	1.57	0.16	0.48	0	0.27	0.08	0.07	2.77	4.21
Locus_127165	0.05	0.04	0	0	1.73	0.92	70.54	25.88	0	0	0.07	0.03
Locus_116240	0	0	0	0	138.7	0	0	0	0	0	3.74	0.86
ENSXETG00000030504	2.82	2.97	1.94	2.77	2.5	2.65	2.39	3.1	44.16	48.01	10.35	13.4
ENSXETG00000032301	10.41	9.32	26.27	33.12	17.64	16.28	20.99	19.83	13.01	55.56	15.98	35.8
ENSXETG00000003007	0	0	0.08	0	0.05	0	0	0	0.05	0.28	0	0.32
ENSXETG00000008103	4.34	4.61	13.93	20.36	10.05	12.88	8.03	9.14	12.39	41.95	9.32	14.38
ENSXETG00000002849	1.46	1.06	2.9	1.77	2.11	2.48	4.69	4.26	1.55	2.09	1.57	1.32
ENSXETG00000017588	1.54	0.85	1.97	3	180.73	107.74	94.05	89.13	2.26	6.1	6.39	15.92
Locus_170129	0	0	0	0	0.53	0.52	0	0	0	0	0	0.14
Locus_111510	0	0	0	0	2.75	3.4	0	0	0	0	0.48	0.54
ENSXETG00000011955	0.25	0	0	0.08	0	0	0	0	0	0	0.01	0.05
ENSXETG00000000158	7.34	8.54	2.74	3.67	1.53	2.03	3.74	4.87	5.07	8.18	0.53	0.83
ENSXETG00000012277	12.29	6.31	2.22	1.98	5.88	9.9	4.64	3.58	2.33	1.47	4.78	5.25
ENSXETG00000033713	58.52	51.92	0.97	0	1.06	0.29	1.67	0.49	6.23	1.6	4.49	11.58
ENSXETG00000014193	0.22	0.39	0	0	0	0	0	0	0	0.28	0.08	0.14
ENSXETG00000007764	0	0	0	0	0	0	0	0	0	0.02	0.08	0.09
ENSXETG00000019286	61.96	31.02	226.31	310.66	81.84	48.97	32.44	34.43	37.18	27.99	183.46	47.14
Locus_179907	0	0	0	0	0	0	0	0	0	0	2.2	1.85
Locus_46100	0.31	0.14	0.85	0.56	0	0	0	0.86	0.08	0.23	1.25	3.25
ENSXETG00000027268	0	0.06	0.13	0	0	0.16	0	0	0.08	0.37	0.27	0.05
ENSXETG00000017489	31.45	26.47	17.68	21.44	15.11	18.36	46.99	64.03	3.39	3.98	9.78	8.74
ENSXETG00000031066	9.6	10.23	26.3	34.05	7.34	9.69	6.34	5.73	4.82	7.94	9.18	25.11
Locus_46554	0	0.32	0	0	0	0	0	0	0	0	1.07	0
Locus_111712	0.36	0.64	0.45	0	0.69	0	0.92	0.91	2.2	6.87	13.36	6.79
ENSXETG00000004650	311.2	221.12	443.92	403.77	704.47	636.25	822.61	821.46	184.4	120.21	546.53	209.26
ENSXETG00000019179	171.2	110.68	0	0.21	0	0	0	0	0	0	0.07	0.11
ENSXETG00000011113	8.27	7.85	7.88	7.2	5.88	6.21	5.31	6.15	37.29	30.24	23.87	20.32
Locus_17846	0	0	0.41	1.2	0.5	0.49	0.56	0.41	0	0	0	0.14
ENSXETG00000023451	2.01	0.84	11.59	7.92	3.59	4.76	13.41	16.64	0.44	0.19	0.7	1.73
Locus_20802	0.67	0.12	0	0	0.92	0	0.34	0.25	0.07	0	0.5	0.67
ENSXETG00000003055	26.9	19.78	23.96	16.75	41.93	40.12	32.45	28.12	22.91	17.26	23.17	14.19
Locus_41768	0	0	0	0	0	0	0	0	0	0	4.41	5.26
ENSXETG00000026690	17.27	16.77	15.16	19.39	11.03	12.95	13.9	15.36	18.15	20.13	23.55	18.25
Locus_185991	0.17	0	0	0	0.19	0	0	0	0	0	0.75	0.84
Locus_77260	0.29	0.29	1.52	1.39	0.64	1.38	2.47	1.87	6.14	3.35	1.55	1.21
ENSXETG00000018364	3.86	4.12	1.82	2.48	1	1.55	0.44	0.27	2.94	2.93	1.66	1.45
ENSXETG00000006348	10.01	3.52	1.29	1.41	0.49	0.88	0.3	0.4	0.03	0.42	0.1	0.08
ENSXETG00000024836	4.38	2.95	14.89	12.75	14.26	14.47	18.74	15.74	1.45	22.32	2.86	40.16
ENSXETG00000011594	10.84	13.44	0.03	0.06	3.29	6.49	0.27	0.76	0	0.01	1.08	3.22
ENSXETG00000007319	2.5	2.84	2.96	0.9	1.04	2.02	1.26	1.38	2.49	6.94	8.95	15.44
ENSXETG00000002224	28.98	34.31	28.05	24.08	24.22	29.38	22.51	24.52	76.16	62.41	80.12	57.24
ENSXETG00000008247	2.06	3.75	0	0	0.01	0.02	0	0	0	0.02	0.82	0.65
Locus_43737	0	0	0	0	0	0	0	0	0	0	1.98	0.53
Locus_90335	0.31	0	1.73	0.95	4.3	2.68	2.39	3.32	0.34	0.11	0.31	0.59
ENSXETG00000033893	21.33	28.55	6.15	5.33	13.67	16.55	11.66	14.05	15.89	5.7	8.52	6.11
ENSXETG00000031168	14.37	19.11	2.86	1.7	0.91	1.32	3.77	3.88	12.06	17.04	2.63	2.99
ENSXETG00000000800	490.01	355.03	341.51	369.59	361.85	394.98	343.66	461.87	151.53	37.07	202.7	51.24
ENSXETG00000032187	13.74	18.33	10.75	15.01	8.47	11.83	8.81	11.27	25.1	22.95	39.39	49.73
ENSXETG00000034267	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000018362	500.2	531.17	640.31	856.13	439.73	460.54	336.42	427.64	237.54	196.41	520.14	299.18
ENSXETG00000013215	2.03	3.16	2.37	1.65	3.66	2.11	3.05	3	11.52	5.08	2.88	3.43
ENSXETG00000009770	115.46	59.34	593.73	440.19	493.63	511.08	416.62	249.93	61.17	35.81	173.42	43.6
ENSXETG00000001650	27.48	35.46	2.38	4.12	3.13	1.31	0.23	0.25	0.1	0.05	0.86	2.35
ENSXETG00000020788	39.61	31.78	31	25.07	16.02	14.71	22.38	23.55	30.98	30.81	57.71	45.57
ENSXETG00000007731	29.54	23.68	8.51	5.75	36.87	61.6	30.1	25.12	27.32	27.02	46.02	26.36
ENSXETG00000008015	341.43	350.63	247.98	339.56	132.43	214.67	56.72	91.46	71.15	60.9	115.27	59.18
ENSXETG00000030778	1.12	0.55	0.92	0.57	1.64	0.97	3.81	0.82	0.31	0.06	5.87	3.39
Locus_55400	6.04	0	1.86	0	3.46	0	0.51	0	0.11	0.2	0	0
ENSXETG00000032489	0	0	0	0	0	0	0	0	0	0	0.02	0.01
Locus_27277	0.44	0.19	0	0	0	0	0	0	0.12	0	0	0.14
ENSXETG00000009233	0.22	0.56	0.36	0.71	0.22	0.51	2.28	1.18	0	0	0.32	0.58
ENSXETG00000015488	0.07	0.03	0.43	0.6	0.11	0.11	1.26	0.56	0	0.03	0.05	0
ENSXETG00000032714	0.56	0.36	2.43	0.46	0.64	0.74	3.35	4.84	1.39	3.14	0.53	0.92
ENSXETG00000027934	13.03	14.09	12.09	12.2	14.27	19.65	11.25	14.33	8.29	5.8	29.17	24.25
ENSXETG00000017555	17.95	16.78	1.09	0.7	11.81	12.14	0.7	0.77	0.11	0.07	0.86	0.53
ENSXETG00000011566	1.04	0.15	4.37	0.38	128.28	68.38	13.2	4.58	0.02	0.02	1.05	0.85
Locus_26739	0.1	0.09	0	0	0	0	0	0	0	0	2	1.93
CUFF.78283	0.77	1.14	0	0	0	0	0.66	0	0	0	2.29	0.96
ENSXETG00000018451	1.17	0.74	0	0	2.37	1.93	0.11	0.12	0.04	0.03	8.31	7.08
Locus_160551	0	0	0	0	0	0	0	0	0	0	6.26	3.23
ENSXETG00000033734	10.33	8.31	8.38	6.01	4.87	3.48	5.08	3.98	9.5	13.6	25.46	38.1
ENSXETG00000007518	0.82	0.34	3.04	0.42	2.64	2.62	8.76	3.4	10.15	13.01	65.07	19.3
ENSXETG00000003648	5.95	6.43	2.56	2.02	1.3	1.99	1.32	1.76	2.75	4.7	1.21	2.73
ENSXETG00000026928	0	0	0	0	23.03	38.26	0.28	0.27	0	0	0.05	0.11
ENSXETG00000004547	0.04	0.02	0.03	0.05	0.03	0.02	0.04	0.03	0.15	0.3	4.93	9.24
ENSXETG00000015321	8.11	10.26	0.05	0.1	0.93	0.56	0	0	0	0.01	0.25	0.3
ENSXETG00000013664	2.59	1.62	4.7	2.99	6.35	5.68	6.09	5.05	8.36	7.84	2.88	5.61
ENSXETG00000005976	0.14	0	0	0	0.16	0.1	0.12	0.51	0	0.07	0.03	0.31
ENSXETG00000021993	0.07	0	0	0	17.94	21.08	0	0.28	0	0	2.72	0.64
ENSXETG00000017357	2.92	3.52	3.02	1.37	3.96	4.22	4.32	2.09	17.38	18.24	4.9	5.31
ENSXETG00000001703	9.72	14.36	2.99	3.4	4.88	5.97	0.78	1.93	1.6	3.48	1.26	2.91
blastnOpossum.Locus_314731	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000008004	18.4	17.94	16.79	17.98	24.41	23.14	22.28	22.97	17.02	37.59	15.88	29.98
ENSXETG00000031856	2.38	1.62	3.43	3.68	23.82	17.34	17.44	16.11	17.34	10.78	5.03	7.9
ENSXETG00000002392	17.02	15.7	22.56	31.72	26.52	33.84	42.12	63.86	69.7	35.46	83.22	43.76
ENSXETG00000008687	115.19	86.11	179.61	212.07	86.03	117.46	236.22	245.44	66.22	25.59	351.34	82.06
ENSXETG00000026316	0	0	0	0	0	0	0	0	0	0	0.08	0
ENSXETG00000011158	7.22	6.49	3.78	3.88	2.97	5.53	3.22	4.24	0.04	0.07	0.46	0.46
ENSXETG00000022073	32.97	22.92	103.27	44.81	63.49	40.7	140.22	50.22	137.94	110.04	74.55	19.77
Locus_173439	0	0	0	0	0	0	0	0.57	0	0	0.79	0.29
ENSXETG00000034050	0.58	1.14	0.65	0.85	0.4	0.26	0	0.22	0.38	0.71	0	0.87
CUFF.106006	2.01	1.47	0.65	0	0.14	0	0	0	0	0	0.17	0.07
ENSXETG00000003857	36.33	36.65	94.26	72.72	21.06	14.02	22.55	11.99	0.28	0.26	55.77	39.44
ENSXETG00000003579	0.11	0	0	0	0.06	0	0	0	0	0	0.12	0.27
ENSXETG00000021095	263.1	187.79	1318.47	1085.1	963.1	945.71	1095.45	1285.4	92.19	37.23	330.35	64.14
Locus_9000	0.19	1.15	1.37	1.35	3.61	4.76	0.47	7.64	1.02	0.28	2.34	3.71
ENSXETG00000010842	13.45	12.43	11.5	13.76	15.74	16.6	13.89	12.67	35.77	39	22.52	18.91
ENSXETG00000030042	0.46	0.15	0.06	0.12	0.91	0.59	1.6	0.74	93.16	91.96	1.15	0.97
ENSXETG00000004606	0.98	0.8	4.84	13.15	12.82	35.03	5.5	18.66	0.12	1.04	2.94	3.92
ENSXETG00000015401	17.24	12.74	19.08	19	46.82	41.62	76.08	63.89	31.1	8.62	30.18	8.07
ENSXETG00000033273	0	0	0	0	0	0.02	0	0	0	0	0.2	0.12
ENSXETG00000012829	2.68	1.28	0.05	0	6.47	4.32	1.08	0	0.16	0.27	52.7	30.65
ENSXETG00000001956	5.32	5.94	6.83	11.94	3.9	6.44	3.77	7.32	2.86	4.68	5.14	9.79
ENSXETG00000010896	1160.42	1215.45	1987.44	2399.25	1127.21	1408.66	721.3	673.63	520.11	474.73	1090.21	754.79
ENSXETG00000017630	8.01	9.43	0.04	0	0	0.03	0	0	0	0	0.22	0.82
ENSXETG00000022730	9.86	10.69	10	7.97	14.17	13.45	10.34	13.87	14.01	23.74	7.12	17.18
ENSXETG00000013268	8.02	9.49	4.6	1.08	0	0.04	0.95	0.56	1.12	0.47	1.02	1
ENSXETG00000004287	48.8	45.97	19.35	15.31	7.04	5.48	4.09	3.23	8.02	0.11	13.72	10.84
ENSXETG00000022264	9.94	10.03	8.77	7.02	7.25	6.93	4.32	5.44	35.61	15.68	13.09	9
ENSXETG00000004647	0.25	0.13	0	0	0	0	0.13	0	0	0	0.3	0.81
ENSXETG00000007907	18.33	18.98	24.03	29.35	15.96	13.88	21.9	19.29	16.08	25.42	73.09	74.07
ENSXETG00000002370	14.68	16.47	0.35	0.61	0.32	0.44	0.28	0	3.55	2.42	0.58	1.07
Locus_169650	0.18	0.32	0.33	0	0	0	0	0	0	0	150.73	6.2
ENSXETG00000004752	0.27	0.31	0.68	0.11	0.61	0.62	0.05	0.04	0.15	0.41	0.49	1.56
Locus_46215	20.31	37.48	0	0	0	0	0	0	0	0	0	0
Locus_138859	0	0.71	0	0	11.46	0.45	1.53	0	0	0	1.04	1.25
ENSXETG00000025791	9.92	8.65	36.27	38.13	27.22	19.64	23.81	17	65.68	151.43	13.64	29.53
ENSXETG00000031918	0.91	0.28	3	2.41	2.24	3.19	9.98	13.3	0.22	0.24	1.12	0.47
Locus_160818	0	0.22	0.46	0	0	0.28	0	0	0	0.13	0.37	1.72
CUFF.71811	8.03	0	0.25	0.25	0.16	0.3	0	0	0	0	0	0.26
ENSXETG00000013512	5.62	4.78	4.77	4.28	4.57	5.51	6.99	11.19	3.46	3.12	77.21	77.97
ENSXETG00000008870	0.03	0	0	0	0	0.01	0	0	0.01	0	0.03	0.17
Locus_133109	0.09	0	0.35	0	0.11	0.21	1.45	0	0	0	0.07	0.3
ENSXETG00000000890	0	0	0	0	0	0	0	0	0	0	0	0
Locus_97397	8.57	8.77	1.22	0.72	0	0.59	0	2.22	0	0.2	0.2	0.41
ENSXETG00000011839	1.92	1.18	11.41	16.23	15.2	15.11	26.91	26.28	2.29	9.42	9.6	18.2
Locus_80175	1.83	2.81	0.45	2.66	1.12	2.04	0.93	2.74	0.07	0	0.72	0.38
ENSXETG00000000985	0.04	0	0.16	0.32	2.64	9.93	0.17	0.21	0	0.48	2.96	4.99
ENSXETG00000006331	35.64	30.87	11.79	9.76	17.15	10.12	32.66	13.67	39.75	31.86	33.89	12.55
ENSXETG00000027809	25.68	18.82	19.05	21.76	8.33	11.43	6.64	6.59	2.93	5.1	4.73	17.28
ENSXETG00000017985	17.32	10.45	107.33	85.45	43.8	40.39	34.89	16.05	38.54	50.18	26.77	20.36
ENSXETG00000016807	21.26	20.7	36.79	60.75	72.37	53.22	38.81	25.78	34.53	47.44	20.56	25.45
ENSXETG00000006188	3.65	2.8	3.88	2.7	7.01	5.9	5.43	5.73	8.35	24.01	26.51	67.79
Locus_108629	0.17	0	0.31	0	0	0.19	1.28	0.94	0	0	0.25	0
ENSXETG00000025954	0.14	0.2	0.08	0.16	0.42	0.2	0.58	0.59	0.32	0.48	0.3	0.59
ENSXETG00000032150	28.48	21.04	32.02	25.01	19.34	17.52	21.02	18.42	14.64	24.68	39.39	28.35
ENSXETG00000009845	1.4	1.66	0	0	0	0.07	0	0	2.41	4.56	0.69	19.7
CUFF.130340	334.03	275.01	1.07	3.15	1.3	8.94	0	0.03	0.01	0	0.05	0.02
ENSXETG00000014746	21.48	26.04	4.61	10.04	5	7.81	4.12	8.29	15.47	18.93	11.84	9.05
ENSXETG00000012488	0.03	0.09	0	0	21.12	24.91	0.09	0	0.06	0.02	2.24	1.65
ENSXETG00000017719	18.29	12.72	18.83	13.09	27.79	41.87	31.11	5.13	1.05	0.38	34.03	19.03
ENSXETG00000009009	0	0	0	0	0	0	0	0	0	0	0.1	0.09
ENSXETG00000024927	0	0	0	0	0	0.17	1.51	11.1	0	0	0	0
ENSXETG00000002234	0.47	0.23	1.68	0.53	2.21	3.65	9.34	5.91	0	0.02	0.03	0.02
Locus_47174	0	0	0.21	0	0	0	0	0.43	0.06	0	7.96	1.36
Locus_55257	0	0.66	0.92	0	0	0	0	0	0	0	1.48	0.78
ENSXETG00000030818	0	0	0	0	0	0	0	0	0.12	0.57	0.17	0.56
ENSXETG00000027354	39.07	35.66	49.84	37.82	46.94	35.81	63.02	50.42	80.36	86.01	97.56	51.18
ENSXETG00000006384	8.09	9.17	5.45	5.69	5.62	4.95	4.69	4.19	18.01	26.34	9.87	9.8
ENSXETG00000031272	0	0	0	0	0	0	0.06	0	0	0	0	0
ENSXETG00000001486	5.75	5.68	2.92	3.66	4.62	2.81	3.66	3.77	22.57	27.52	4.43	9.07
ENSXETG00000001405	1.56	1.68	0	0.15	0	0.09	0	0	0	0	0	0.67
Locus_88044	0.55	0.29	1.02	4.22	0.89	2.34	0.28	0.21	0	0	6.39	0.14
ENSXETG00000006916	10.32	10.07	8.7	7.81	9.79	7.42	6.2	5.87	9.16	12.51	16.84	16.35
ENSXETG00000019843	0	0	0	0	613.75	400.01	252.28	270.74	0	0.02	1.42	1.05
Locus_178445	0	0	0	0	0	0	0	0	0	0	3.57	0.64
ENSXETG00000005241	10.02	8.99	18.68	19.94	16.93	16.7	13.55	13.77	62.24	58.21	21.31	15.09
Locus_4138	0.51	0.18	1.32	2.22	1.28	0.34	0	0.38	0	0.26	0.3	1.4
Locus_37450	0.79	0.81	0	0	0	0	0	0	0	0.07	0.1	0.08
CUFF.36634	0.21	1.3	0	1.53	0	0.23	0	0	0	0	0	0
ENSXETG00000026967	0	0	0	0	0	0	0	0	0	0	0	0
Locus_13921	1.18	2.45	0	0	0	0	0	0	0	0	0.1	0.25
ENSXETG00000023978	9.07	6.38	15.03	7.97	14.34	11.17	13.54	8.78	22.73	7.3	9.51	3.32
ENSXETG00000022789	0	0	0	0	0	0	0	0	0.02	0.03	3.53	1.86
ENSXETG00000021603	42.87	19.01	0.25	0	0.63	1.31	0	0.04	0	0	0.23	10.17
ENSXETG00000002273	0.31	0	0	0	0.69	2.09	11.1	11.66	0	0	0.3	0.13
ENSXETG00000015794	5.71	4.13	34.95	21.13	8.62	10.69	10.34	10.42	0.16	0.19	3	4.94
ENSXETG00000021199	18.29	22.34	19.18	14.62	18.18	15.43	13.07	13.65	43.34	17.46	15.83	7.33
ENSXETG00000002873	0	0	0	0	0	0	0	0	0	0	0.21	0.6
ENSXETG00000029967	0.3	0.21	0	0	0	0	0	0	0	0	0	0.04
ENSXETG00000010628	11.81	8.69	32.31	27.36	33.48	29.83	17.4	20.51	17.15	16.64	5.54	3.6
ENSXETG00000027363	3.76	3.69	7.1	5.14	4.49	4.46	4.59	1.17	3.93	5.45	7.27	9.11
ENSXETG00000018527	0.23	0.39	0	0	0	0	0	0	0.04	0.42	0.02	0.1
ENSXETG00000033505	1.29	0.44	3.3	0.78	3.92	3.57	10.67	5.48	2.02	4.42	3.52	7.44
ENSXETG00000024580	0.14	0	0	0	0	0	0	0	0	0	0.1	0.08
ENSXETG00000000838	64.05	61.79	57.78	74.04	48.83	43.69	55.74	58.75	32.94	57.98	74.78	91.88
ENSXETG00000023418	7.77	6.17	20.41	12.47	18.4	10.73	15.89	8.61	22.36	55.38	12.29	14.88
ENSXETG00000032838	1.68	2.97	2.24	1.89	3.71	3.1	3.24	3.68	3.82	6.6	11.57	21.43
ENSXETG00000001923	14.36	16.92	16.53	27.12	16.23	19.4	23.55	24.09	15.31	11	18.34	21.32
ENSXETG00000026802	49.66	43.44	113.12	114.03	99.37	85.75	48.15	52.84	16.31	37.09	48.41	67.39
ENSXETG00000020706	1.71	0.89	17.19	15.37	2.98	4.27	4.68	8.24	0.03	0.06	0.85	2.04
ENSXETG00000011474	0.41	0.15	1.06	0	0.31	0.15	7.32	1.46	0	0.05	0	0.02
ENSXETG00000018168	21.98	21.77	34.96	28.37	23.75	24.54	33.76	30.04	53.97	44.09	52.33	24.47
ENSXETG00000030976	2.46	1.56	4.66	2.33	2.77	2.94	1.84	2	1.64	2.97	7.75	17.51
Locus_81505	0	0	0	0	0.51	0	0	0	0	0	0.33	0.19
ENSXETG00000021072	6.96	8.86	2.38	1.38	0.17	1.18	0	0	0	0.08	0.56	0.76
ENSXETG00000017162	39.05	33	57.34	57.95	184.65	151.84	98.84	57.98	44.66	48.67	52.32	49.21
ENSXETG00000026097	0.11	0	0.95	0.59	0	0.09	0	0	1.07	0.04	1	1.67
ENSXETG00000000607	12.47	22.47	3.37	3.26	0.8	0.96	6.22	2.43	0.16	0.11	2.08	3.7
ENSXETG00000017927	0.02	0.02	0.04	0.04	0	0	0	0	0.01	0.03	0.02	0.91
ENSXETG00000020468	4.98	4.22	31.5	43.86	23.82	32.05	3.23	4.59	3.11	2.35	5.16	3
ENSXETG00000030340	0.23	0.06	1.06	0.17	0.58	0.67	3.93	3.32	0	0.01	0.17	0.11
ENSXETG00000025288	0	0	13.99	3.8	0	0.29	0	0	0	0	0	0.24
ENSXETG00000021554	47.36	35.08	14.84	14.52	94.49	27.31	520.83	184.5	10.22	12.12	8.19	5.18
ENSXETG00000010932	14.6	14.93	9.31	9.58	13.66	12.69	6.69	9.14	10.6	9.17	24.18	25.64
ENSXETG00000023893	13.79	9.22	23.97	20.81	23.14	17.47	12.54	8.4	21.97	43.82	12.46	17.33
ENSXETG00000002387	0.06	0	0	0	0	0	0	0	0.17	0.32	0	0
ENSXETG00000023392	3.36	2.43	8.36	2.71	105.7	122.09	148.22	130.09	10.14	10.1	2.8	2.58
ENSXETG00000006695	2.01	2.06	4.71	4.2	4.56	5.07	8.93	8.15	9.07	4.8	8.43	8.49
ENSXETG00000019626	0.56	0.29	0	0.04	0.67	0.68	90.62	91.25	0.04	0.15	0.5	0.78
ENSXETG00000031731	46.9	33.77	138.58	219.49	66.2	58.66	83	79.33	22.32	9.82	49.76	14.93
ENSXETG00000007930	0	0	0	0	0	0	0	0	0	0	0.2	0
ENSXETG00000010728	6.83	7.16	8.8	5.39	12.68	7.16	8.48	8.39	57.12	19.22	10.59	12.39
ENSXETG00000027870	2.92	3.59	1.12	0.57	1.93	1.35	1.21	1.33	3.56	8.95	2.01	4.1
ENSXETG00000021641	5.4	5.62	2.42	2.78	3.15	2.76	2.6	2.81	22.43	40.07	4.81	6.06
ENSXETG00000012937	0	0	0	0	0	0	0	0	0	0	0.03	0
ENSXETG00000015507	76.46	75.21	256.79	380.94	163.33	234.16	197.11	281.83	13	111.67	80.37	544.68
ENSXETG00000006325	6.71	7.3	6.82	5.41	4.88	6.25	5.64	4.8	7.65	5.51	2.34	3.97
ENSXETG00000007509	82.91	76.75	141.54	93.84	452.75	158.33	388.75	126.93	328.06	242.65	92.99	26.6
ENSXETG00000030305	259.5	291.73	0.3	1.11	0.65	1.23	0	0.09	0	0.01	3.1	2.61
ENSXETG00000027218	109.86	114.13	117.33	100.56	95.83	79.06	95.28	58.14	99.11	43.08	104.34	33.91
ENSXETG00000020010	14.5	10.17	5.29	3.6	12.9	10.75	18.06	30.85	4	4.63	5.39	6.29
ENSXETG00000019931	17.27	14.85	37.28	45.1	16.32	14.87	15.45	23.44	17.93	14.52	25.91	20.26
Locus_192985	4.26	4.21	0.61	0.37	0.05	0.14	0	0	0	0	0.06	0.1
ENSXETG00000011651	195.89	180.4	173.28	213.94	185.78	175.68	211.81	203	228.96	98.87	164.94	84.05
ENSXETG00000015664	13.76	17.82	0.22	0.43	0.46	0.62	0.17	0.35	0.02	0.08	4.16	4.16
ENSXETG00000023089	4.24	5.32	5.16	3.72	8.34	8.46	8.35	6.84	33.2	75.12	5.16	9.3
ENSXETG00000008524	4.25	4.04	1.65	1.93	2	1.66	0.92	3.4	0.01	0.03	0.71	0.87
ENSXETG00000013951	44.51	54.23	25.7	23.37	25.57	16.93	19.43	15.55	22.76	15.54	22.99	9.23
ENSXETG00000016090	43.57	26.03	66	47.35	49.04	41.23	52.49	45.6	31.25	40.95	51.81	38.23
Locus_24802	2.78	1.12	0	0	0	0.14	0	0	0	0	0.09	0.08
ENSXETG00000000048	0	0.02	0.04	0	3.61	3.31	0.97	0.38	0.03	0.01	0.24	0.4
ENSXETG00000034133	1.46	1.23	0	0	0.39	0	0.1	0.07	17.76	21.56	0.06	0.3
ENSXETG00000022010	89.41	89.07	85.89	68.7	24.43	28.76	56.03	56.14	10.65	21.25	14.64	16.63
Locus_114278	0.69	0.55	2	2.39	4.86	3.62	7.67	14.3	0.08	0	0.06	0.1
ENSXETG00000031321	20.59	22.41	0	0	0.05	0.05	0	0	0	0.02	0.35	0.23
ENSXETG00000007607	8.33	5.63	0	0.06	0.61	0	0	0	69.2	37.69	0.59	1.24
ENSXETG00000026576	4.7	4.8	4.16	3.48	4.66	3.9	2.99	2.95	15.83	35.92	5.8	7.51
ENSXETG00000015388	1.75	0.08	0.05	0	1407.84	913.51	0	0	0.11	0.14	2.8	2.96
ENSXETG00000021843	5.63	3.81	12.05	6.88	8.83	5.13	4.53	4.99	14.65	51.52	11.1	27.26
Locus_77789	0	0	0	0	0	0	0	0	0	0	1.84	0.12
ENSXETG00000013610	75.41	50.55	575.47	566.05	139.11	149.94	81.51	72.45	26.19	88.91	73.63	144
ENSXETG00000024863	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000032027	0	0	39.17	28.1	0	0.12	0	0	0	0	0.03	0.35
ENSXETG00000011814	123.77	36.16	33.17	13.93	35.8	15.81	8387.36	6696.24	5.89	20.56	10.07	11.72
ENSXETG00000003083	8.84	7.44	10.33	7.37	9.11	8.36	18.46	11.61	44.9	72.72	72.63	106.5
Locus_136608	0	0.14	0	0	0	0	7.79	13.87	0	0	0	0.3
ENSXETG00000007799	0.16	0.08	0.17	0.03	0.06	0.02	0.42	0.22	10.65	4.83	11.39	18.46
ENSXETG00000011610	10.86	15.16	2.45	3.68	0.35	0.23	1.82	2.56	0.03	0.02	4.1	5.99
Locus_186016	3.13	3.92	4.4	4.7	4.36	3.64	2.77	2.42	0	0.03	3.03	2.21
ENSXETG00000014375	0.93	2.12	7.85	4.59	2.89	4.3	5.07	5.22	0	0.07	2.95	4.15
Locus_59763	1.26	1.74	4.39	3.56	0.8	0.78	3.56	2.62	3.23	6.31	1.76	5.76
ENSXETG00000009642	11.93	11.73	12.6	15.96	11.29	10.91	10.68	9.44	14.79	31.39	37.05	49.44
ENSXETG00000022572	40.16	44.63	93.95	52.69	69.61	52.94	51.57	124.83	3.66	8.66	7.97	23.49
ENSXETG00000009290	0.12	0.04	0.09	0.14	1.6	0.19	2.41	3.6	0	0.01	6.11	6.75
ENSXETG00000023095	11.96	12.69	14.64	11.39	15.25	15.48	20.58	19.2	12.37	13.99	34.54	30.4
ENSXETG00000011520	12.83	10.53	18.81	25.39	11.85	10.72	11.15	12.6	9.66	16.73	19.82	26.02
ENSXETG00000000529	0.15	0.09	0.63	0	0.08	0.08	3.03	0.68	0	0	0	0.08
ENSXETG00000007044	53.22	52.02	24.74	40.69	30.04	33.95	66.76	76.41	28.04	30.75	37.96	27.49
Locus_14597	0.15	0	0	0.27	0	0	0	0.56	0	0	0.11	1.48
ENSXETG00000022564	0.21	0.18	0.06	0	2.34	1.97	1.85	2.2	0.07	0.07	2.83	5.96
ENSXETG00000008513	5.56	5.9	3.44	3	13.99	9.71	12.33	8.81	9.63	17.41	4.61	7.07
ENSXETG00000032886	0	0	0	0	35.55	73.16	1.24	2.81	0	0	0.17	0.42
ENSXETG00000004415	0	0.03	0.2	0.27	2.22	5.74	0	0.07	0	0	0.14	0.05
ENSXETG00000033132	1.64	0.6	14.35	2.27	6.04	1.71	153.06	128.16	0	0	0.05	0.02
ENSXETG00000001673	4.36	6.57	3.26	3.83	2.41	2.27	0	0.07	0.17	0.1	0.89	1.53
ENSXETG00000009226	20.78	29.93	8.38	10.87	6.3	9.03	5.9	9.8	4.36	4.06	7.44	8
Locus_65658	0.16	0.99	0	0.19	0.06	0	0.27	0.2	0	0	0.99	2.56
ENSXETG00000011775	4.41	49.15	0	0.11	0	0	0	0	0.05	0.03	0.11	0.22
