Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male1	Testis_Male2	Testis_Male3	Testis_Male4
ENSOANG00000001352	477	260	523	567	216	315	191	143	225	214	162	1571	400	513	81	470	316	941
Locus_87431	1	0	0	0	0	0	0	0	0	0	0	0	3	8	8	24	10	65
Locus_141489	2	8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000013854	94	123	47	32	33	41	45	30	63	25	18	25	43	75	62	264	112	232
ENSOANG00000002508	121	107	187	80	61	37	93	238	182	169	220	211	81	45	41	120	54	278
ENSOANG00000013878	456	298	301	491	424	230	121	260	269	148	120	929	718	689	303	892	394	900
Locus_48150	0	0	0	0	0	0	0	0	0	0	0	1	2	1	37	33	19	31
ENSOANG00000000420	986	643	2374	906	771	391	456	339	713	529	351	5080	1139	1517	381	1732	1016	9077
ENSOANG00000009077	631	377	449	448	496	1380	1332	2293	3781	3819	3024	1141	1267	2125	137	835	414	1098
Locus_108925	0	0	0	0	0	0	0	0	0	2	0	0	0	1	4	25	14	32
Locus_41875	0	0	0	0	0	4	1	0	0	0	0	6	7	31	3	5	3	1
Locus_181647	0	0	0	0	0	0	0	1	1	0	0	2	0	0	2	8	1	11
Locus_141237	0	0	1	0	0	0	0	0	0	0	0	12	2	2	0	0	0	1
ENSOANG00000014010	551	275	1097	345	252	218	333	632	1626	2029	1100	5809	1319	1875	131	723	361	2140
ENSOANG00000011537	60	25	11	3	16	3	2	35	76	126	57	2	4	9	2	4	3	5
CUFF.140321	0	0	1	0	0	0	0	0	0	0	0	0	1	0	58	184	91	157
ENSOANG00000001709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	9	16
Locus_188990	0	0	0	0	0	0	0	1	0	0	0	5	0	2	9	11	9	69
ENSOANG00000005441	80	35	74	96	36	47	10	68	34	38	55	313	146	86	17	100	64	157
Locus_18516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	6
Locus_96534	0	0	0	0	0	0	0	0	0	0	0	1	1	0	418	1021	694	2435
Locus_52219	4	0	10	1	0	3	0	2	2	1	0	18	22	11	0	2	1	1
ENSOANG00000005348	136	77	163	27	19	3	5	35	61	36	25	392	269	548	7	60	18	70
ENSOANG00000010122	190	98	855	466	224	340	83	192	79	285	238	2710	867	230	28	113	19	235
ENSOANG00000007883	1542	450	2715	563	377	186	363	154	655	447	163	5408	3596	3188	294	1092	392	4246
Locus_174776	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	2
ENSOANG00000008375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_163744	1	0	0	4	0	4	0	0	0	2	0	5	3	0	1	0	0	0
ENSOANG00000008140	11	4	125	11	8	3	0	5	5	0	0	599	43	37	10	28	16	220
ENSOANG00000022574	31	10	12	16	9	8	4	3	12	18	1	52	121	118	14	75	22	63
ENSOANG00000008476	210	83	255	168	83	25	32	48	41	20	48	188	89	53	28	128	73	304
blastnGorilla.Locus_464951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locus_138393	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	10	11	14
Locus_194370	37	50	14	37	11	5	17	1	22	2	8	5	6	14	0	13	4	5
ENSOANG00000013478	326	312	163	317	272	86	69	32	75	32	23	744	380	1139	116	495	334	509
ENSOANG00000022208	271	201	242	298	348	282	161	146	176	105	114	180	139	214	91	333	266	644
ENSOANG00000003190	108	69	151	210	120	105	42	122	174	117	88	304	192	133	161	585	292	959
Locus_60703	0	0	0	0	0	0	0	0	0	0	0	42	1	7	0	0	0	0
Locus_55913	1	0	16	11	10	12	14	0	0	0	0	20	3	0	1	1	3	2
ENSOANG00000011567	616	318	149	847	731	239	211	134	159	17	14	142	177	259	23	134	98	56
ENSOANG00000011128	14	16	1	20	9	3	4	3	12	2	1	5	44	46	4	20	5	2
ENSOANG00000006723	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	9	8	18
ENSOANG00000012401	22055	24998	39402	12459	16524	15244	18853	34959	40852	8133	5782	25893	10387	24430	12058	39299	25761	137808
ENSOANG00000001940	36	2	32	13	31	592	212	1209	2013	1656	1611	2249	1112	1432	118	504	286	1872
ENSOANG00000002880	312	262	85	122	118	2183	1285	334	458	2102	2860	176	455	1087	40	305	123	88
ENSOANG00000008263	872	529	528	686	431	5	5	1	10	14	2	185	101	171	151	519	399	1045
Locus_82237	11	12	1	13	5	5	10	1	26	10	15	0	9	6	2	4	13	2
ENSOANG00000006473	881	517	2575	698	643	145	121	355	425	345	653	973	191	192	100	340	198	920
ENSOANG00000014341	0	1	1	2	0	1	0	1	1	2	0	6	6	15	3	13	5	6
Locus_161506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	34
ENSOANG00000001744	927	403	1417	3190	2673	117	114	287	776	560	453	2552	1177	1493	136	774	254	1424
ENSOANG00000009633	342	174	860	182	144	68	91	65	162	95	70	1123	478	357	106	386	137	2274
ENSOANG00000020256	0	1	1	0	0	0	0	3	7	0	0	3	0	7	0	6	4	7
ENSOANG00000002005	18	7	17	17	10	15	6	13	13	6	3	129	51	64	5	19	4	25
ENSOANG00000004567	76	110	216	303	151	52	7	59	13	0	0	257	148	41	26	67	21	101
ENSOANG00000015219	22	11	6	21	22	0	0	0	4	1	1	0	0	0	1	9	6	4
ENSOANG00000004227	152	130	324	127	137	96	40	151	254	297	263	1310	855	1254	74	495	157	1038
ENSOANG00000003783	118	108	11	71	38	104	79	7	74	49	48	134	75	117	18	169	18	14
ENSOANG00000011844	28	18	48	10	11	226	82	96	87	51	13	32	50	11	18	112	28	117
ENSOANG00000002723	0	1	0	0	3	2	0	0	0	0	0	1	0	0	0	3	3	1
Locus_158706	0	0	0	0	0	0	0	0	0	0	0	5	4	7	1	3	8	9
ENSOANG00000014658	169	119	156	240	130	86	111	76	138	128	164	400	382	442	83	443	258	601
ENSOANG00000020482	28	14	48	58	47	5	1	16	10	102	73	443	190	196	7	24	5	26
ENSOANG00000013231	230	62	330	116	67	198	343	303	590	276	193	1923	795	616	19	133	54	180
ENSOANG00000014851	570	194	65	648	372	440	218	296	503	1122	628	211	384	516	37	166	58	70
ENSOANG00000020653	78	50	278	73	50	8	19	13	29	30	14	1206	210	247	33	147	76	963
ENSOANG00000005405	1	0	1	0	2	0	1	0	0	0	0	0	0	0	15	21	19	163
ENSOANG00000005774	142	139	28	119	117	71	71	43	92	37	54	11	70	96	53	203	157	97
ENSOANG00000006045	221	149	988	222	162	123	95	63	200	210	102	2303	437	327	95	543	326	3907
Locus_189144	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	12	0	13
ENSOANG00000005296	284	157	786	186	95	81	135	103	193	113	54	2234	936	634	56	263	49	314
ENSOANG00000006091	389	148	709	188	148	24	22	13	57	57	42	609	346	436	290	853	735	3163
ENSOANG00000006251	134	225	154	140	107	242	553	21	55	9	3	365	375	736	544	1513	1139	2885
Locus_76095	1	1	1	1	0	0	0	0	0	0	0	0	1	0	4	22	7	44
ENSOANG00000010111	2	1	0	0	0	0	0	1	0	0	0	32	6	24	3	15	0	19
ENSOANG00000010229	158	133	402	212	167	12	5	0	0	2	0	135	76	27	3	21	6	32
Locus_143856	14	17	12	28	21	12	7	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000005384	30	21	85	34	17	16	32	33	49	9	7	927	515	293	46	152	76	869
ENSOANG00000012710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSOANG00000009213	233	203	354	96	62	32	18	73	320	15	20	141	54	119	1145	3244	4160	22044
ENSOANG00000019795	554	322	623	345	343	196	234	121	316	254	179	663	379	553	101	696	334	1287
ENSOANG00000013547	204	100	226	198	147	82	60	46	63	36	29	523	213	221	375	1175	636	1928
ENSOANG00000003369	639	310	719	514	459	370	438	439	642	609	525	2221	1165	1282	262	987	628	2132
ENSOANG00000008008	47	111	328	14	15	1	0	3	2	12	3	19	11	13	9	25	16	33
ENSOANG00000001943	4	4	47	0	3	0	2	2	0	0	0	3	0	0	155	337	212	467
Locus_39804	0	0	0	0	1	0	0	0	0	0	0	1	0	0	32	42	60	93
ENSOANG00000014614	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSOANG00000014411	441	274	1558	573	451	277	317	430	685	892	910	3937	805	886	169	906	533	3198
Locus_185941	3	11	37	0	0	0	0	0	1	0	0	4	1	1	0	3	0	15
ENSOANG00000015582	199	102	460	135	156	77	59	133	170	215	175	949	542	329	110	374	108	749
Locus_25418	0	0	0	0	1	5	1	3	0	2	0	1	1	3	4	10	11	18
blastnMacaque.Locus_341809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000002703	0	0	2	1	0	0	0	0	1	0	0	17	2	3	106	309	185	1543
ENSOANG00000004659	63	47	138	68	42	209	144	21	9	4	1	1161	667	233	270	1271	230	1287
ENSOANG00000012572	188	104	69	127	84	56	49	45	144	128	62	266	249	354	28	190	94	277
ENSOANG00000005738	65	41	150	66	52	35	23	19	29	24	19	905	202	195	48	161	117	710
ENSOANG00000002669	101	82	22	77	80	139	97	188	213	92	71	8	53	46	20	93	27	35
CUFF.151313	0	0	1	0	0	0	0	0	1	0	0	5	2	0	1	1	0	2
ENSOANG00000002621	70	37	89	43	22	21	35	9	45	90	44	130	117	130	216	675	504	3663
ENSOANG00000014503	46	59	78	59	19	37	12	12	12	3	8	72	18	13	7	21	20	34
ENSOANG00000007620	20	32	21	26	45	4	2	9	4	0	0	45	15	18	12	28	15	35
ENSOANG00000006493	192	110	144	126	117	16	27	20	28	24	17	214	254	394	26	177	71	186
ENSOANG00000012769	98	57	81	136	170	67	39	512	567	414	418	832	734	1347	28	159	55	92
Locus_173407	0	0	0	0	0	0	0	0	2	0	0	7	0	0	1	1	3	19
blastnHuman.ENSG00000253837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000014976	240	132	597	197	157	92	106	83	142	107	100	1007	334	298	59	192	77	296
blastnHuman.Locus_76848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_49961	1	0	1	0	1	0	0	1	0	1	0	27	6	2	0	0	1	2
blastnMouse.ENSMUSG00000090920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000003630	4	1	17	974	414	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSOANG00000002825	606	137	790	244	146	170	98	102	198	622	180	2400	1502	1909	76	400	187	1294
ENSOANG00000020498	21	9	34	20	19	12	17	36	55	12	14	129	134	59	21	57	31	108
ENSOANG00000003145	338	202	52	282	233	137	110	120	144	105	77	29	106	186	88	390	298	128
ENSOANG00000003509	1240	727	345	218	175	15	2	4	4	1	1	185	138	83	42	454	83	351
ENSOANG00000001356	412	194	1542	346	274	204	212	341	441	543	347	4502	1291	857	182	931	337	3102
ENSOANG00000002788	37	6	38	23	17	9	8	8	24	20	24	217	97	49	227	577	383	2193
ENSOANG00000014064	422	191	1096	232	161	57	127	33	104	152	53	1431	475	626	107	404	250	1607
ENSOANG00000009539	135	127	47	133	132	57	27	39	33	23	20	56	118	169	59	259	108	94
ENSOANG00000015011	30	29	42	5	3	0	0	0	2	0	0	4	5	4	595	942	946	1534
blastnGorilla.Locus_292077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSOANG00000010382	1	0	0	5	0	0	0	2	1	0	0	0	0	1	0	2	1	0
Locus_156919	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	3
ENSOANG00000003252	937	479	685	1156	1831	309	201	361	286	27	22	2625	2763	1903	224	1122	265	498
ENSOANG00000010459	236	102	1026	188	134	56	68	27	58	64	29	2001	335	204	358	1005	529	6394
Locus_129469	470	316	378	193	208	61	113	132	274	23	34	276	247	447	385	1197	765	3334
ENSOANG00000012019	1469	1095	1300	1002	819	797	756	418	863	581	469	954	840	998	383	1622	884	2681
ENSOANG00000006004	2	1	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0
CUFF.55155	7	2	7	50	38	14	24	3	3	5	0	5	30	12	2	3	1	1
Locus_25590	1	0	0	0	0	0	0	0	0	1	0	158	38	97	98	229	82	1007
ENSOANG00000007644	600	605	643	994	701	117	112	1301	610	56	64	594	135	483	138	310	208	250
Locus_22478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	179	97	111
ENSOANG00000005639	8	0	26	24	11	7	6	0	1	2	0	1782	708	1158	1	5	9	45
ENSOANG00000021092	206	212	153	295	221	193	235	181	190	58	57	104	126	162	56	288	189	198
ENSOANG00000007905	39	48	29	13	24	11	4	51	60	25	14	65	162	109	20	141	16	50
Locus_54972	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	13
ENSOANG00000004936	135	191	77	119	154	0	0	1	5	0	0	1	1	5	0	0	0	0
ENSOANG00000012147	48	63	52	23	16	222	384	111	97	70	25	149	100	293	9	77	22	101
Locus_15581	0	0	0	1	0	0	0	0	0	0	0	0	0	0	44	166	67	130
ENSOANG00000020741	2	0	1	2	1	0	0	0	0	0	0	1	3	9	858	3127	1763	7791
ENSOANG00000011519	843	495	1701	681	505	116	80	161	173	83	99	1462	457	204	419	906	633	4183
ENSOANG00000020579	7	1	0	0	3	7	0	3	0	4	0	85	19	13	1	33	1	0
ENSOANG00000010627	8	8	0	38	13	6	2	5	8	5	1	481	139	177	68	329	92	298
ENSOANG00000000178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000014712	1636	972	378	1779	1103	28	5	121	30	0	1	58	173	115	16	72	19	40
ENSOANG00000012130	13	8	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Locus_88281	0	0	0	0	0	0	0	0	0	0	0	11	2	2	0	0	1	1
ENSOANG00000002571	176	66	591	191	125	40	61	21	46	33	14	1894	228	197	49	161	115	907
CUFF.15014	4	1	6	2	4	3	0	0	0	0	0	3	0	6	2	16	10	34
Locus_188851	0	2	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSOANG00000005815	95	43	160	109	84	39	35	24	45	38	42	1918	589	566	487	1425	869	3307
ENSOANG00000015273	183	57	19	162	101	48	20	36	66	58	36	97	148	172	42	216	88	145
ENSOANG00000015837	0	0	1	0	0	1	0	69	39	1	0	27	8	16	0	7	0	4
blastnHuman.ENSG00000238102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000114	1	0	1	0	0	3	2	0	0	0	0	13	11	0	0	1	0	0
ENSOANG00000002244	0	0	0	0	0	0	0	0	0	0	0	8	3	8	1	1	1	3
ENSOANG00000003974	35	9	5	25	42	1	5	61	49	18	19	123	163	191	6	24	4	5
ENSOANG00000021339	8	0	0	23	11	0	0	0	0	0	0	204	41	88	14	35	26	242
Locus_159965	0	0	0	0	0	0	0	0	0	0	0	13	3	7	2	1	0	10
ENSOANG00000014873	571	405	237	661	424	0	0	5	18	0	0	58	18	41	18	46	54	78
ENSOANG00000004445	145	111	126	91	56	6	15	168	63	14	8	81	54	15	17	111	36	93
ENSOANG00000005056	876	232	490	764	894	112	40	27	98	1254	1058	564	685	704	36	186	44	106
ENSOANG00000007560	0	0	1	0	2	13	13	27	43	31	41	4	5	4	0	2	2	2
blastnMouse.ENSMUSG00000087356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000012690	23	5	25	0	1	1	0	0	1	1	1	200	54	36	3	8	2	17
ENSOANG00000007899	524	609	321	480	683	384	187	325	387	115	179	322	383	462	162	1000	285	724
ENSOANG00000010952	54	6	136	15	45	21	45	8	32	6	10	1803	2465	1311	263	1178	292	861
Locus_78491	2	0	1	2	0	1	0	0	0	0	0	9	0	0	0	0	1	3
ENSOANG00000005380	248	131	137	176	157	20	11	329	441	537	403	61	75	45	27	124	68	94
ENSOANG00000020584	152	105	117	115	86	70	84	43	77	79	45	123	141	96	35	171	109	164
ENSOANG00000021687	60	35	76	31	21	211	58	193	196	677	548	412	199	150	16	89	20	128
ENSOANG00000015332	123	76	337	81	75	36	40	29	63	92	31	959	249	260	70	249	135	1234
ENSOANG00000004484	25	24	46	7	24	4	3	9	9	26	7	83	216	272	13	55	85	122
Locus_26121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	6	9
ENSOANG00000009712	179	92	269	119	86	44	59	60	227	68	122	260	86	106	103	330	272	1035
ENSOANG00000005515	1155	1704	1666	1102	930	1104	618	297	325	186	247	545	309	303	356	1151	418	1353
ENSOANG00000002336	62	14	85	65	30	131	75	67	104	20	2	799	308	328	31	327	75	536
ENSOANG00000010486	396	240	508	374	249	709	762	358	661	849	672	3374	1696	1606	249	952	581	2180
ENSOANG00000004294	157	704	2963	214	209	5	5	24	10	6	2	180	90	133	244	764	421	1614
ENSOANG00000021082	19	18	15	25	9	6	3	12	11	5	10	33	32	10	36	66	50	56
ENSOANG00000005175	126	26	351	5	5	2	0	449	351	0	0	679	57	51	44	86	73	520
ENSOANG00000022043	567	339	414	372	294	86	67	1227	3666	854	1209	470	333	383	72	300	168	379
ENSOANG00000022689	218	132	927	126	127	78	222	32	97	38	35	2322	434	708	147	690	398	3758
ENSOANG00000003924	39	13	20	5	12	4	3	24	52	15	14	164	188	155	1	10	2	7
ENSOANG00000010673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000011355	114	188	83	204	82	101	19	137	101	61	93	188	201	84	75	163	116	151
ENSOANG00000000453	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1	1
Locus_144710	9	0	1	3	11	13	2	4	3	26	2	6	4	4	3	0	5	0
Locus_38728	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	17	9	7
ENSOANG00000010643	0	0	0	0	0	19	0	1	0	1	0	428	83	122	0	0	0	2
ENSOANG00000000436	15	0	34	8	7	6	0	14	20	22	13	551	447	242	6	20	16	35
ENSOANG00000005796	223	147	140	123	138	179	264	50	161	113	67	186	269	337	49	283	133	390
ENSOANG00000005184	150	117	188	171	159	471	794	10	19	37	43	343	143	223	193	725	430	1425
ENSOANG00000001956	80	77	118	38	17	7	25	1	9	3	3	5	10	9	1773	5807	4209	22905
ENSOANG00000009384	5	5	19	8	12	0	0	0	1	0	1	4	0	2	0	6	1	1
CUFF.109843	3	0	1	3	5	2	0	0	2	0	0	5	0	2	0	5	2	0
ENSOANG00000000269	47	48	49	88	65	30	12	45	51	35	30	336	208	73	64	200	118	159
ENSOANG00000004025	507	270	2529	109	54	113	74	167	143	151	120	6011	1349	874	119	591	314	3831
ENSOANG00000010518	102	84	128	104	83	67	40	52	83	78	69	299	145	153	68	264	160	695
ENSOANG00000002625	143	156	696	75	76	82	111	69	198	9	4	1502	335	330	3	24	13	71
ENSOANG00000010496	2606	1198	9180	754	369	0	1	106	74	1	1	253	35	48	4	26	8	124
ENSOANG00000013572	98	83	50	77	73	27	35	9	32	22	8	37	50	90	47	169	108	203
Locus_161704	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
ENSOANG00000011069	111	60	259	91	94	70	60	123	254	200	83	1265	819	382	81	344	117	695
Locus_78204	0	0	0	0	0	0	0	0	0	0	0	8	1	9	0	0	0	0
Locus_76939	4	3	5	0	2	0	0	0	1	0	0	2	2	0	0	0	0	1
Locus_150196	4	2	0	7	4	1	0	0	1	0	0	2	4	3	1	7	1	14
ENSOANG00000001748	136	4	134	96	72	70	27	93	229	0	0	6	0	0	5	41	11	44
ENSOANG00000005030	631	383	63	684	595	153	206	221	357	69	75	95	490	242	98	290	110	68
ENSOANG00000010992	93	212	172	256	141	0	0	1	1	0	0	13	8	2	1	0	0	0
ENSOANG00000010361	493	274	812	423	392	181	235	155	272	163	186	1635	905	878	212	766	366	1678
ENSOANG00000013033	935	912	790	755	880	306	197	268	294	156	188	569	296	355	215	776	423	923
ENSOANG00000001132	62	61	60	44	36	91	79	14	38	15	19	488	179	260	31	133	87	177
ENSOANG00000012052	317	63	1506	123	43	16	20	29	41	81	19	5465	449	445	51	197	149	1929
Locus_133714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	58	72	150
ENSOANG00000006129	3	0	10	1	4	5	5	35	53	7	2	255	112	104	22	68	8	162
ENSOANG00000013185	3	6	1	5	6	1	6	6	13	12	10	31	180	171	2	13	2	3
ENSOANG00000020601	273	233	102	485	485	96	157	257	360	239	289	232	423	573	610	1840	1662	1267
ENSOANG00000014487	0	1	0	0	0	0	0	2	53	0	0	0	0	0	0	0	0	0
ENSOANG00000015028	503	140	702	380	400	254	222	107	223	344	400	2422	713	867	151	1129	471	3117
ENSOANG00000022435	70	62	72	86	71	24	24	13	28	24	17	87	79	91	13	71	34	149
ENSOANG00000014637	110	53	123	141	57	99	44	106	67	66	30	280	142	63	3	50	18	67
ENSOANG00000003344	0	0	2	0	0	0	1	2878	21999	0	0	0	0	0	4	11	10	59
Locus_55431	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSOANG00000014345	355	234	429	30	38	172	59	29	58	18	11	974	385	493	288	947	645	1107
ENSOANG00000008587	25	21	46	18	38	3	17	10	24	8	25	180	92	71	15	38	14	55
Locus_20417	0	0	0	0	0	0	0	0	0	0	0	18	9	23	0	0	0	0
ENSOANG00000000565	0	0	1	1	2	0	0	0	0	0	0	68	76	174	0	4	0	4
ENSOANG00000004343	218	194	207	513	229	1	0	1	0	0	0	5	3	8	21	64	51	94
ENSOANG00000012199	54	49	65	111	106	21	7	24	51	30	43	149	59	117	49	350	119	396
ENSOANG00000002747	7	5	5	3	16	1	0	1	9	0	0	3	19	13	0	2	0	2
ENSOANG00000015359	4	1	24	5	2	7	14	1	0	0	0	73	59	193	5	17	2	37
ENSOANG00000001468	276	131	282	308	269	141	161	225	331	176	129	2309	982	1139	175	668	399	900
ENSOANG00000015690	15	7	32	6	7	9	5	1	5	3	2	76	25	60	0	10	2	32
Locus_87731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	6
Locus_178105	4	1	6	0	0	0	1	4	4	1	1	1	5	4	0	3	3	1
ENSOANG00000013007	462	401	854	478	380	120	178	107	414	178	121	1240	684	799	315	1315	841	3536
ENSOANG00000000708	969	531	1659	1196	869	113	110	248	190	226	192	4272	1734	2094	1235	3393	1477	8168
Locus_76120	151	78	8	65	51	68	72	24	147	75	35	16	163	278	11	65	47	17
ENSOANG00000014762	0	0	1	0	0	0	0	0	0	0	0	23	6	6	0	1	0	0
CUFF.117200	4	1	5	6	7	0	0	0	1	0	0	2	3	3	0	5	0	0
ENSOANG00000006969	1493	411	168	687	380	273	228	635	1071	1618	686	865	5619	5637	259	2351	543	861
Locus_98022	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9
Locus_88690	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	3	3
ENSOANG00000011179	704	285	2287	504	421	163	175	250	544	709	362	8838	2302	1449	625	2402	1050	13147
ENSOANG00000022357	7	2	16	2	0	1	3	0	1	0	1	24	10	3	3	12	8	98
Locus_108684	0	0	0	1	0	0	0	0	0	0	0	1	1	0	5	6	4	3
Locus_193341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	132	31	645
ENSOANG00000005544	435	185	437	179	132	44	30	207	323	20	12	1042	843	500	970	2400	1200	6042
ENSOANG00000013675	54	17	156	28	24	8	6	5	20	12	1	361	59	32	21	77	97	953
ENSOANG00000006073	2446	1327	2216	1582	1514	502	623	835	2130	602	289	2296	1952	2413	860	3487	1801	6325
Locus_9271	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	1	12
ENSOANG00000011585	76	59	63	48	34	20	37	31	104	42	31	51	74	124	12	114	60	109
blastnOpossum.CUFF.260233	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000014330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	207	84	172
ENSOANG00000020656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000002958	2	0	1	0	4	2	8	0	1	2	0	41	95	66	1	1	1	4
Locus_59641	58	23	69	26	50	51	37	47	48	32	11	86	65	29	16	57	21	48
Locus_189285	0	0	0	0	0	2	11	0	0	0	0	2	1	0	0	2	0	2
ENSOANG00000000425	115	103	84	119	107	165	87	62	51	37	31	84	67	95	27	179	56	183
Locus_17367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	15
ENSOANG00000000206	13	3	2	6	1	15	4	5	15	202	157	182	119	346	1	20	3	4
Locus_163920	0	0	1	0	0	0	0	0	1	0	0	27	10	5	0	0	0	0
ENSOANG00000011656	278	160	591	273	222	143	163	167	300	134	249	676	335	261	85	356	335	1427
ENSOANG00000011965	66	64	20	86	79	21	14	37	58	22	24	19	42	60	23	59	30	29
ENSOANG00000011542	73	59	83	86	87	19	16	21	61	14	16	86	110	73	197	720	644	1055
ENSOANG00000007236	72	38	75	53	59	2	4	197	278	52	55	73	51	68	37	124	46	170
ENSOANG00000001640	2127	1127	3450	1651	1238	276	295	2040	2851	902	1081	4521	2947	2210	652	3280	935	3468
Locus_189595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	7	19
Locus_165074	0	0	2	0	0	0	0	0	0	0	0	0	0	0	19	30	23	158
blastnChicken.CUFF.65566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_75344	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2
ENSOANG00000009220	0	0	0	1	0	0	0	0	0	0	0	481	226	408	1	14	0	8
ENSOANG00000009168	0	0	0	0	0	0	0	33	60	2	2	68	15	11	1	5	3	12
Locus_68997	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	3	2	13
Locus_127736	0	3	8	7	3	3	0	0	4	0	0	4	1	0	1	7	9	20
ENSOANG00000004407	10	6	12	9	2	0	1	0	1	0	0	6	2	1	2	4	0	6
ENSOANG00000009087	186	129	828	200	79	21	27	42	117	56	42	1171	260	82	105	319	359	2809
Locus_80272	0	0	0	0	0	1	1	11	7	1	1	9	3	8	4	22	9	32
Locus_189011	0	0	0	0	0	0	0	0	0	52	53	0	0	0	0	0	0	0
ENSOANG00000006800	245	460	494	226	190	75	57	82	93	49	26	125	188	207	38	301	68	204
Locus_77384	0	0	0	1	1	1	0	0	1	0	0	2	7	1	0	3	0	15
ENSOANG00000007610	53	13	36	29	36	170	125	7	3	0	1	38	17	16	0	5	3	5
CUFF.797	1	0	0	0	0	2	0	0	1	4	0	23	0	12	1	4	2	4
ENSOANG00000011027	207	109	307	318	196	103	164	86	205	83	135	441	337	237	93	347	190	575
Locus_79107	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	15	2	30
ENSOANG00000007387	1	3	68	21	4	1	0	0	1	0	0	210	20	5	94	115	207	2444
Locus_83440	4	4	11	32	28	1	0	0	0	0	0	2	2	0	0	1	1	2
ENSOANG00000005504	154	59	330	120	87	68	121	16	128	154	54	1303	347	734	131	494	471	3523
Locus_84637	1	0	0	0	0	2	8	3	5	5	1	16	84	34	0	1	0	1
ENSOANG00000020733	1	0	0	0	0	0	0	0	3	0	0	3	4	5	4	7	2	8
Locus_81344	20	5	13	31	5	19	8	17	20	6	14	80	25	20	11	17	6	31
ENSOANG00000000841	297	161	514	297	135	87	83	53	45	55	24	1299	306	268	169	377	358	3756
