Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male1	Testis_Male2	Testis_Male3	Testis_Male4
Locus_189687	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4
ENSOANG00000013399	748	493	1316	124	111	58	10	1190	1660	891	876	694	331	305	39	273	61	460
ENSOANG00000001256	52	38	119	347	441	163	63	14	6	264	306	758	719	273	241	610	349	839
Locus_61180	0	0	1	0	0	0	0	0	1	0	0	2	1	2	10	7	9	47
ENSOANG00000002385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_196185	19	4	14	15	17	3	2	1	4	0	0	11	17	2	3	19	8	27
ENSOANG00000007518	1381	893	1283	933	1066	461	334	356	503	540	431	2107	1094	1346	319	1412	617	1931
Locus_188922	0	0	0	0	0	0	0	0	0	0	0	8	2	2	0	1	0	2
ENSOANG00000000828	3447	3248	726	4305	4135	4889	3441	2647	3316	2937	2943	1829	6935	10760	787	4052	2518	1037
ENSOANG00000005574	270	111	946	94	83	48	46	85	198	146	145	5862	1370	1605	333	1030	394	3185
ENSOANG00000010315	273	90	211	127	113	37	49	59	204	105	62	896	833	855	40	380	100	498
Locus_84889	1	1	2	3	3	0	1	0	3	2	1	2	2	4	2	3	3	2
ENSOANG00000009834	5	1	1	3	1	2	2	13	13	14	14	127	95	142	26	140	52	215
ENSOANG00000006089	165	147	147	393	241	2	2	55	45	0	0	156	87	90	29	96	45	121
ENSOANG00000007492	9	0	14	3	1	1	0	4	7	1	3	11	15	15	0	0	0	1
ENSOANG00000009225	1571	808	2731	1126	862	149	218	518	717	873	441	2674	1550	1214	120	743	325	1504
ENSOANG00000013204	58	45	162	44	40	27	8	14	28	26	17	325	87	53	30	98	28	362
ENSOANG00000005899	0	0	1	4	5	0	2	0	2	0	0	0	0	0	398	1337	876	2270
ENSOANG00000005668	206	104	307	525	558	181	167	122	230	272	482	1142	1899	1526	128	825	199	614
ENSOANG00000005926	647	939	837	704	698	5	0	96	104	7	10	44	14	16	5	20	9	10
ENSOANG00000013278	92	71	63	11	12	24	11	44	41	7	7	168	227	30	10	22	6	14
Locus_29493	3	6	7	3	3	2	0	0	3	1	0	12	2	1	5	9	7	8
Locus_34855	2	1	0	4	1	1	0	1	1	3	2	0	4	3	1	16	21	2
ENSOANG00000010113	39	20	1	0	19	43	28	19	43	10	14	7	40	29	14	38	21	6
Locus_142966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8
ENSOANG00000015283	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	3	0	0
ENSOANG00000011599	36	17	57	21	12	17	25	68	97	430	305	1026	596	467	90	298	186	599
ENSOANG00000006465	1	1	2	2	5	0	0	0	0	0	4	35	201	51	1	0	0	0
ENSOANG00000022134	23	4	15	26	33	1	0	0	0	0	0	16	15	18	3	15	9	24
ENSOANG00000021163	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1
ENSOANG00000006199	134	82	273	149	113	58	67	83	123	167	90	1337	515	443	111	515	307	914
Locus_153556	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	6
ENSOANG00000009345	931	912	309	446	1194	1	1	3	1	1	0	3	0	0	6	40	11	14
ENSOANG00000002521	582	365	211	305	419	811	674	233	496	191	242	189	387	647	307	1267	711	801
ENSOANG00000000498	88	14	119	48	26	38	25	28	35	15	7	510	464	272	12	80	20	116
Locus_100388	0	5	2	0	0	0	0	0	0	1	1	22	25	6	0	5	1	2
ENSOANG00000003938	409	150	174	140	172	93	116	34	70	64	45	348	534	581	87	305	137	464
ENSOANG00000019933	0	0	0	0	0	0	0	1	0	0	0	15	2	5	96	237	140	507
ENSOANG00000011988	51	31	105	78	92	67	68	21	36	28	43	455	211	155	236	502	246	3174
ENSOANG00000005278	57	11	142	39	30	38	92	20	44	126	150	1210	554	391	181	653	420	1741
blastnHuman.ENSG00000224817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000010714	95	32	510	62	39	17	25	12	22	35	10	2009	461	319	67	196	102	1815
Locus_93131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	6	12
ENSOANG00000007317	0	1	0	8	13	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSOANG00000007409	88	52	423	81	52	26	24	53	73	39	33	1851	307	124	94	300	163	2203
ENSOANG00000000947	1805	2262	1831	1254	1268	0	0	547	32	0	0	76	31	38	11	34	14	37
ENSOANG00000003915	61	37	39	209	214	356	214	61	100	7	7	986	1439	1290	29	186	78	83
Locus_158515	14	18	9	11	12	78	80	11	1	2	3	6	26	30	12	21	23	30
ENSOANG00000008506	213	130	164	175	137	88	139	59	159	95	69	514	697	1014	172	499	334	934
Locus_18680	0	0	0	0	0	0	0	0	0	0	0	9	1	3	0	0	0	0
ENSOANG00000014471	823	432	1122	591	500	301	254	131	151	31	25	939	562	621	889	2188	956	7122
ENSOANG00000009495	472	313	663	79	26	17	12	36	47	2	2	867	329	202	24	84	30	121
ENSOANG00000011685	160	84	488	80	69	48	97	17	51	109	74	699	365	557	48	264	85	629
ENSOANG00000011265	753	661	1145	572	640	312	145	629	585	158	188	871	327	318	27	138	37	164
ENSOANG00000022714	28	22	8	20	2	6	3	3	16	23	5	30	9	35	7	10	9	49
ENSOANG00000012376	45	15	56	20	10	0	0	19	44	5	2	240	74	92	4	30	11	84
ENSOANG00000008054	1338	412	3926	452	462	210	351	140	408	361	139	5050	1417	1459	276	1224	544	8570
ENSOANG00000006878	196	127	286	300	295	170	96	133	136	187	131	726	446	467	202	838	354	1101
ENSOANG00000003726	560	344	950	482	341	36	56	41	118	104	109	880	523	482	84	506	162	954
ENSOANG00000013997	842	554	3175	701	560	251	274	265	354	173	109	5070	1184	1043	801	1726	808	9653
ENSOANG00000011279	4816	3641	2473	3103	2609	179	194	1340	2640	1288	1015	1886	3551	4089	881	4068	1602	2800
Locus_127335	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6
ENSOANG00000010015	163	85	208	401	183	141	63	191	124	136	68	870	634	428	64	268	128	378
Locus_142051	0	0	2	1	3	0	0	0	1	0	0	10	1	1	1	6	3	13
ENSOANG00000001643	96	92	201	110	99	24	13	231	101	54	88	367	194	46	41	162	41	110
ENSOANG00000011714	230	322	234	154	175	59	23	371	227	93	125	610	578	268	192	659	282	475
ENSOANG00000021299	606	692	204	762	950	725	358	376	379	259	420	221	213	856	122	797	291	321
ENSOANG00000001160	670	479	765	682	568	238	126	178	168	143	135	688	483	458	87	672	205	840
ENSOANG00000011854	68	61	100	54	79	35	28	17	31	26	30	519	112	221	92	314	179	866
Locus_55502	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	6
ENSOANG00000022299	25	50	34	49	32	6	1	25	9	10	19	9	26	8	9	18	8	3
ENSOANG00000014795	654	315	792	495	347	429	811	227	472	327	249	1293	505	637	355	1306	1081	4239
Locus_153445	276	208	354	207	124	131	140	50	134	100	42	317	123	296	22	158	152	383
Locus_174022	0	0	0	0	0	0	0	0	0	0	0	16	7	19	0	0	0	0
ENSOANG00000014489	0	2	0	0	0	2	1	0	1	4	0	54	60	49	14	63	66	112
ENSOANG00000006010	120	57	118	32	25	16	7	28	26	106	107	114	89	41	12	36	7	26
ENSOANG00000019835	119	51	104	26	13	1	1	12	6	10	8	33	64	13	7	23	6	22
ENSOANG00000011139	473	95	557	513	221	170	167	87	99	386	120	3560	1402	1548	80	292	166	1001
ENSOANG00000006319	331	816	737	78	53	50	40	49	80	96	90	537	292	404	22	108	54	124
ENSOANG00000000736	95	35	22	75	77	16	5	116	65	2604	861	1397	2946	4255	251	793	261	1111
ENSOANG00000012482	1230	1118	1774	1414	1030	454	315	285	528	438	257	1618	629	1080	352	1974	953	3799
ENSOANG00000006922	762	563	2003	565	325	84	104	87	222	287	186	1580	730	456	143	554	307	1527
Locus_28218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	78	21	31
Locus_59661	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	42	19	105
ENSOANG00000008733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	569	494	1461
ENSOANG00000005551	179	186	33	176	255	107	57	73	86	42	44	23	86	96	20	89	34	16
ENSOANG00000012733	50	51	17	40	48	25	15	29	47	20	25	30	67	117	19	90	28	52
ENSOANG00000015805	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
ENSOANG00000010460	449	363	776	206	213	1	1	141	157	3	8	107	149	107	15	38	45	74
blastnMouse.ENSMUSG00000086327	1	2	0	2	0	318	226	0	0	2	1	7	9	16	5	23	6	5
ENSOANG00000010791	31	61	77	4	9	5	4	1	2	0	0	11	6	19	2	2	4	11
ENSOANG00000013895	558	259	406	275	202	204	229	210	462	272	101	389	458	550	71	385	136	463
ENSOANG00000013073	0	2	0	0	0	1	0	2	0	2	0	5	4	5	0	0	0	0
ENSOANG00000012804	25	16	31	10	10	7	26	12	10	1	1	505	142	51	13	31	10	95
ENSOANG00000005499	114	28	141	47	56	14	23	16	57	28	15	165	181	98	30	140	50	233
ENSOANG00000008927	7	11	28	12	11	9	1	3	5	1	2	64	20	1	60	113	87	260
ENSOANG00000007268	49	19	43	40	43	22	10	11	15	21	25	257	124	88	91	200	108	293
Locus_180201	61	46	12	4	7	38	20	45	76	5	5	16	13	60	0	1	0	0
blastnMouse.CUFF.30666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000009967	743	919	87	620	645	123	48	198	256	65	81	93	185	448	108	346	163	42
ENSOANG00000010331	1	9	5	6	10	1	0	2	7	83	55	6	6	5	4	35	9	24
blastnOpossum.Locus_121250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_103346	3	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000006981	129	485	1769	127	85	0	0	1	6	1	2	110	24	27	118	302	314	2362
ENSOANG00000019721	3	3	17	3	3	122	57	4	5	5	7	37	58	30	1	16	4	6
ENSOANG00000014175	662	572	1171	723	562	273	175	239	219	194	180	1759	321	330	153	583	243	1104
ENSOANG00000003347	1	1	1	0	0	2	0	4	1	62	0	2	15	10	9	17	36	36
ENSOANG00000008604	345	162	1046	235	172	106	147	85	175	242	115	1553	347	371	105	385	190	1844
ENSOANG00000019915	206	130	359	177	109	179	120	52	72	99	93	247	50	89	111	367	280	1401
Locus_24397	0	0	0	0	0	0	0	0	0	0	0	6	1	1	16	26	27	190
ENSOANG00000012370	1	8	10	0	2	1	0	0	0	0	0	36	39	58	5	150	25	390
ENSOANG00000008212	3	3	6	35	18	0	0	0	0	0	0	0	0	0	0	0	3	2
ENSOANG00000005809	371	239	1631	510	242	382	391	127	318	269	145	4127	623	499	381	1236	1135	11947
Locus_64205	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	2	12
ENSOANG00000010853	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSOANG00000002149	932	978	2711	671	560	301	145	261	170	4	9	2437	821	370	229	814	257	1110
Locus_99502	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	2	0	6
Locus_127451	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSOANG00000020994	15	14	2	38	20	27	17	13	13	5	10	8	9	15	22	64	32	6
ENSOANG00000006739	104	81	71	69	51	18	5	12	28	24	12	130	88	69	31	184	55	149
ENSOANG00000013642	220	82	119	212	199	12	11	31	31	4	6	65	40	61	7	64	21	61
ENSOANG00000020914	1	0	1	1	1	0	0	1	0	0	3	28	33	22	0	3	0	1
Locus_109053	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	1	1	7
ENSOANG00000010467	350	390	168	330	232	14	36	60	88	28	35	63	158	74	44	199	66	145
Locus_132063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	6	31
ENSOANG00000020073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_161585	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4
blastnOpossum.Locus_230393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSOANG00000010034	67	61	22	97	99	19	12	33	25	19	62	91	91	129	19	136	41	64
ENSOANG00000006342	173	190	122	140	148	140	85	78	61	85	80	96	67	73	35	164	43	129
ENSOANG00000015060	177	118	543	124	90	15	25	44	48	7	6	599	210	110	335	824	734	4084
ENSOANG00000004521	1	1	6	4	10	0	0	2	0	0	0	0	5	0	3	9	3	2
ENSOANG00000012335	0	0	8	1	0	1	0	0	0	0	0	4	8	8	0	0	0	4
ENSOANG00000021774	16	12	14	6	6	3	12	2	11	8	2	44	70	87	31	73	48	419
ENSOANG00000022578	48	54	37	132	113	29	6	33	36	28	15	97	112	52	9	24	5	15
Locus_124265	0	0	1	0	0	0	0	0	0	0	0	6	2	4	0	2	0	0
ENSOANG00000019810	98	99	99	88	53	1	3	3	9	5	7	64	30	58	6	55	19	62
Locus_141376	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3
ENSOANG00000000297	65	55	26	58	29	12	1	9	7	5	8	4	3	3	7	25	14	21
ENSOANG00000005435	5	1	4	44	9	0	0	0	0	1	0	14	10	34	4	18	8	5
ENSOANG00000015552	0	0	1	0	0	0	2	0	1	1	0	17	33	35	39	90	59	206
Locus_174917	0	0	0	0	0	0	0	0	0	0	0	10	25	30	0	1	3	1
ENSOANG00000001655	300	253	671	416	325	137	129	120	156	76	50	1299	282	399	608	2001	1273	7533
ENSOANG00000001711	2052	1344	11333	2492	2163	154	124	142	110	187	203	4515	1241	1083	784	3060	1333	23465
ENSOANG00000002878	1	0	0	3	0	0	0	0	0	0	0	1	3	4	0	4	2	0
ENSOANG00000001071	96	43	48	68	34	68	30	84	99	75	26	164	149	164	26	116	55	148
Locus_109699	5	0	5	5	3	2	0	0	2	0	1	20	13	1	3	4	9	17
ENSOANG00000011353	1387	781	2833	1814	1191	110	30	9	8	10	5	942	343	240	78	260	147	945
Locus_7748	5	6	50	2	9	0	0	5	9	0	0	1	1	0	0	0	0	0
ENSOANG00000002227	221	124	590	170	191	172	245	795	1649	740	405	2658	1800	1538	167	1114	315	2317
ENSOANG00000015398	0	0	0	0	1	0	1	0	2	0	1	8	1	1	33	46	57	394
ENSOANG00000012717	81	90	65	93	55	46	33	34	72	34	23	374	315	711	485	1498	1638	2245
Locus_18363	229	344	120	122	90	18	16	2	18	335	199	124	257	325	3	29	9	11
ENSOANG00000002070	892	658	1381	901	586	290	259	300	631	483	374	2521	1028	884	537	1801	1260	5158
ENSOANG00000009524	655	752	812	7	8	0	0	0	0	1	0	18	17	22	60	288	53	323
ENSOANG00000015075	772	743	657	847	812	8	2	210	84	0	2	158	102	51	386	785	500	1006
ENSOANG00000007634	122	104	44	132	170	81	54	159	146	93	149	60	115	210	42	353	83	107
ENSOANG00000022450	123	78	151	55	71	28	16	40	87	58	70	107	93	136	18	160	21	218
ENSOANG00000010967	0	0	0	0	0	0	0	10	19	0	0	0	0	0	0	0	0	0
ENSOANG00000012312	450	390	229	482	454	221	113	408	358	134	195	473	280	474	422	1186	760	884
blastnHuman.Locus_37526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000003764	760	261	1104	467	175	190	62	76	181	121	49	1853	739	774	30	125	120	377
ENSOANG00000004955	306	197	457	319	227	169	178	127	266	235	188	596	301	286	122	552	243	947
Locus_51100	1	0	0	0	0	20	35	0	0	0	0	0	1	4	17	36	26	101
Locus_69987	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	5	0	6
ENSOANG00000022376	103	42	445	119	82	42	20	16	12	14	5	947	68	88	35	121	57	723
ENSOANG00000004458	390	183	392	122	84	0	0	0	0	0	0	0	0	0	1	1	2	7
ENSOANG00000011976	0	0	0	0	0	0	0	0	1	0	0	4	2	4	9	24	21	22
Locus_125401	29	27	72	28	22	1	3	1	0	0	0	62	54	20	6	30	17	49
ENSOANG00000014700	484	339	898	497	298	35	74	245	150	56	78	1608	876	804	130	521	252	981
ENSOANG00000011144	244	344	270	306	502	952	288	700	445	589	953	1903	1282	804	191	942	159	286
ENSOANG00000001868	73	71	50	21	55	181	110	3	6	1	0	24	97	100	29	168	49	96
ENSOANG00000014644	298	258	188	469	401	209	203	90	202	88	73	175	220	463	191	619	506	686
ENSOANG00000014563	0	1	0	9	0	0	1	0	1	0	0	1	0	1	0	11	1	0
Locus_19441	2	0	0	1	0	0	0	0	0	0	0	2	1	0	0	3	1	2
Locus_168526	6	1	10	0	0	0	0	0	0	0	0	31	11	8	9	74	31	243
ENSOANG00000004176	8	6	4	3	4	1	1	12	10	8	6	57	49	20	2	7	1	9
Locus_134178	6	4	2	4	3	2	0	1	2	3	1	0	2	3	1	10	4	1
ENSOANG00000005314	4	1	0	1	3	3	0	9	6	12	1	45	108	161	1	15	3	9
ENSOANG00000007700	18	8	17	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000002636	322	717	414	593	441	435	583	703	1018	419	457	1352	2902	2034	109	723	500	594
Locus_178640	82	42	13	185	155	0	0	0	3	0	0	0	0	0	0	1	2	0
ENSOANG00000005281	82	75	56	50	85	100	57	59	124	48	51	39	54	106	4	52	16	41
Locus_169988	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	11	10	11
ENSOANG00000006350	13	28	25	28	38	0	7	18	64	7	7	18	35	33	1165	2345	2728	5024
ENSOANG00000006034	274	111	1234	210	124	34	29	116	187	495	419	2673	361	295	148	418	299	3790
ENSOANG00000004891	293	92	2784	276	184	111	72	69	176	193	101	8542	933	458	123	398	166	7310
Locus_154030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	14	125
Locus_79545	1	1	3	1	1	0	0	0	0	0	0	0	0	0	8	12	4	45
ENSOANG00000022150	1	0	12	3	1	44	79	23	68	156	48	615	209	134	49	80	117	576
ENSOANG00000002786	146	74	356	183	112	94	63	68	115	91	70	2905	606	577	451	1241	709	4377
ENSOANG00000013831	60	30	34	31	46	288	176	32	81	20	40	330	85	258	12	206	68	201
ENSOANG00000005679	1	0	0	0	0	0	0	0	0	1	0	0	0	2	15	70	36	116
ENSOANG00000013942	24	3	2	14	8	0	0	1	0	0	0	1	7	3	7	11	8	11
ENSOANG00000020772	151	49	73	117	62	0	1	2	1	0	0	22	14	13	4	13	6	11
ENSOANG00000003129	216	164	39	0	0	0	0	0	0	0	0	35	35	39	0	5	8	5
ENSOANG00000012271	2319	1953	2897	1956	1722	1330	1110	83	64	36	17	223	101	98	248	642	302	915
ENSOANG00000010163	348	311	634	647	683	205	82	236	182	149	177	1539	556	372	155	507	220	864
ENSOANG00000010384	113	74	76	179	152	101	74	74	103	103	132	156	190	170	68	312	124	301
ENSOANG00000020596	85	48	131	74	67	33	36	77	117	108	96	383	148	274	33	149	71	274
ENSOANG00000003962	341	452	273	434	389	197	123	114	203	113	123	408	349	350	70	425	127	298
ENSOANG00000007750	307	232	572	396	264	244	241	193	200	192	169	1017	495	430	84	358	202	681
ENSOANG00000014840	52	41	87	61	24	10	16	14	19	20	6	164	89	74	21	102	54	267
ENSOANG00000002553	1207	887	1213	963	1140	246	141	78	101	38	50	541	327	417	366	910	606	2040
ENSOANG00000012001	109	40	84	5	7	493	5345	1	1	1	0	13	28	4	3	8	4	21
Locus_168915	0	0	0	0	0	0	1	0	2	0	0	10	18	26	0	1	0	7
Locus_169606	1	0	0	0	0	0	0	0	0	0	0	0	3	0	6	13	2	22
ENSOANG00000020645	9	3	11	3	3	0	0	0	0	0	0	10	6	2	1	12	5	40
ENSOANG00000007676	39	30	36	60	43	16	18	28	60	116	186	61	84	89	232	768	562	1131
ENSOANG00000005754	39	172	109	17	4	84	144	63	3	0	0	23	15	26	2	11	14	22
Locus_189740	1	0	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000020981	52	62	652	54	35	6	3	0	5	3	3	437	99	19	8	13	5	68
ENSOANG00000002517	8	9	6	2	0	0	1	3	2	9	5	160	66	157	4	62	7	59
ENSOANG00000014058	1459	837	2341	1144	923	148	126	129	223	82	47	2266	766	576	543	1719	712	4141
ENSOANG00000011871	3006	2834	2262	3389	3093	107	38	72	54	38	31	421	213	194	199	788	445	676
ENSOANG00000008038	2	0	0	1	1	0	0	1	5	0	0	26	16	31	9	27	35	94
ENSOANG00000013939	88	48	162	81	47	153	214	77	116	170	64	1915	2992	1606	52	221	132	352
ENSOANG00000022290	36	16	57	19	25	7	3	211	85	37	118	93	28	16	14	44	17	82
ENSOANG00000006691	1	1	1	3	1	4	5	9	10	3	2	5	8	4	83	297	193	710
ENSOANG00000002061	231	488	443	380	279	210	192	13	15	65	49	164	55	72	13	37	11	19
ENSOANG00000015746	875	1140	1442	184	105	13	8	329	242	0	0	497	351	136	8	58	32	139
Locus_44776	0	0	1	0	0	0	0	0	0	0	0	89	88	133	6	36	24	38
ENSOANG00000004211	101	26	61	25	29	76	47	13	50	9	9	80	58	88	7	75	15	73
ENSOANG00000004969	6	0	1	5	0	13	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000014177	14	14	60	27	24	5	2	2	6	4	1	144	24	23	2	23	13	209
ENSOANG00000020067	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	1
Locus_108280	0	0	0	0	0	0	0	0	0	0	0	15	11	17	0	0	0	1
ENSOANG00000011114	261	89	246	271	103	95	58	84	69	102	53	848	298	302	21	141	58	259
ENSOANG00000015298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000020967	7	19	28	6	1	0	0	0	0	0	0	22	2	3	1	2	0	1
ENSOANG00000013732	167	131	96	160	131	114	55	79	158	93	91	326	144	156	36	228	49	132
ENSOANG00000021691	12	3	155	43	33	2	0	0	1	0	2	215	34	10	9	28	21	316
ENSOANG00000002270	38	5	17	3	2	0	7	2	2	0	0	599	2188	548	40	196	132	292
ENSOANG00000022407	39	43	85	48	57	33	33	81	93	25	46	190	38	46	32	132	69	390
ENSOANG00000006229	42	23	77	140	92	14	2	64	78	2	1	630	289	125	63	198	81	388
ENSOANG00000019896	150	63	138	58	67	29	34	11	18	7	4	224	160	118	63	198	54	560
ENSOANG00000004525	103	100	73	117	112	127	63	100	112	86	60	215	300	244	71	341	173	221
ENSOANG00000000539	43	35	14	52	26	18	20	24	23	14	16	10	17	34	6	47	17	15
ENSOANG00000006634	2507	2393	17758	488	381	42	42	101	215	339	189	6462	2503	1059	260	1763	455	5284
ENSOANG00000001349	287	113	602	197	176	58	147	41	119	1119	460	641	353	373	56	269	101	900
ENSOANG00000003713	1742	1406	3514	1938	1663	492	400	358	801	538	457	3571	1521	1490	495	2055	1036	5805
Locus_87415	0	0	0	0	0	0	0	0	0	0	0	6	7	0	5	16	6	17
ENSOANG00000012650	47	20	16	156	41	17	19	11	18	126	44	157	203	187	12	52	33	61
ENSOANG00000003024	119	75	188	127	144	64	46	231	192	117	178	407	215	302	156	574	217	814
ENSOANG00000001865	80	86	37	45	38	12	10	92	186	127	125	32	85	134	9	64	44	37
Locus_105114	0	0	0	0	0	2	0	0	0	0	0	4	0	0	11	13	6	15
ENSOANG00000006222	14	4	29	2	5	0	1	41	50	6	2	861	196	352	108	367	193	1162
ENSOANG00000000370	569	278	1259	608	438	3237	3092	167	350	5	2	2405	577	816	72	535	251	1711
ENSOANG00000006037	972	370	4126	684	539	438	497	308	570	751	542	9344	2517	1578	779	2481	1445	16759
ENSOANG00000012358	262	149	607	101	73	516	1156	98	306	464	256	1496	696	592	125	433	236	1572
Locus_189161	0	0	0	0	0	0	0	0	0	0	0	15	1	12	0	0	1	1
ENSOANG00000008749	29	29	135	46	41	9	6	18	17	1	2	145	100	16	55	147	68	479
Locus_88739	4	4	3	1	0	0	0	18	18	0	0	4	1	3	0	0	0	3
ENSOANG00000021565	77	69	365	43	74	20	22	41	69	56	42	643	94	93	53	227	86	1583
Locus_191663	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	22	5	20
ENSOANG00000009307	7	3	4	4	0	34	7	10	3	13	7	86	51	44	7	22	8	25
ENSOANG00000006542	433	386	548	599	584	355	249	418	478	423	429	944	879	741	379	1521	539	1613
ENSOANG00000005450	1879	675	6107	869	748	255	325	106	298	263	152	8592	1876	1911	529	1900	915	18522
ENSOANG00000006734	93	135	53	1161	1011	1	0	0	0	0	1	5	3	11	11	4	5	2
ENSOANG00000004880	13	7	12	6	9	0	0	0	0	0	0	13	2	12	0	2	0	5
ENSOANG00000003674	34	23	85	21	20	97	19	46	122	217	82	50	13	33	3	9	5	25
Locus_33503	2	2	1	1	0	0	0	1	0	0	1	5	5	11	3	5	12	9
Locus_33590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
ENSOANG00000012711	0	0	0	0	0	0	1	3269	3660	5	4	0	0	1	14	31	12	48
ENSOANG00000020690	81	69	71	106	115	73	92	5	31	0	3	43	27	30	412	1199	832	2050
ENSOANG00000007019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	357	241	804
ENSOANG00000006778	2	2	0	0	0	27	37	0	1	21	21	86	77	38	1	10	2	14
Locus_48141	24	2	28	18	4	0	0	0	0	0	0	5	1	0	3	7	4	20
ENSOANG00000008644	78	50	186	42	31	16	28	22	33	25	18	107	34	46	17	90	35	610
ENSOANG00000005820	558	492	2151	564	222	236	307	315	711	329	424	1649	506	200	51	139	82	699
ENSOANG00000009182	313	171	41	134	144	18	17	12	17	19	23	19	43	57	4	22	5	6
ENSOANG00000021395	13	1	5	2	0	1	2	3	19	35	14	67	25	50	6	10	7	96
ENSOANG00000012107	182	276	72	328	268	59	38	128	124	65	112	112	115	111	39	162	57	65
Locus_143782	50	40	135	49	32	41	31	33	54	22	41	131	10	8	44	87	118	620
ENSOANG00000000579	177	119	32	131	137	91	158	63	132	20	29	18	87	92	16	116	54	36
ENSOANG00000000406	161	117	169	141	136	58	58	61	151	83	66	368	181	322	39	216	76	279
ENSOANG00000005339	18	3	4	1	7	78	132	14	12	1741	666	796	835	3100	0	10	4	7
ENSOANG00000002157	149	59	76	89	93	63	78	55	100	86	45	213	294	373	63	243	99	341
Locus_132112	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	2	9
Locus_173165	2	0	10	2	1	0	0	1	1	0	0	1	0	2	0	1	0	2
ENSOANG00000021512	175	161	160	105	87	41	34	22	55	39	19	70	93	115	13	121	42	148
ENSOANG00000001676	1476	1420	766	1345	1376	1373	1054	1065	1632	1316	1163	525	1379	1891	580	3465	1425	2200
Locus_143132	0	0	1	1	2	0	0	9	4	0	0	4	3	2	3	11	6	11
ENSOANG00000003988	0	0	2	1	0	1	0	2	2	1	0	3	2	2	4	23	20	74
ENSOANG00000020039	16	16	76	21	13	14	8	19	41	44	29	526	266	139	60	203	92	732
ENSOANG00000022446	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1
blastnHuman.XLOC_004166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000007266	1270	470	985	349	298	52	72	18	87	115	42	608	817	851	152	567	292	965
ENSOANG00000009263	43	43	99	38	11	3	0	1	5	0	0	88	9	13	9	22	5	101
ENSOANG00000005029	384	305	1082	573	375	171	162	188	307	143	81	2568	859	587	175	656	626	2415
Locus_87584	0	0	0	0	0	1	0	0	0	0	0	31	21	21	0	2	0	0
ENSOANG00000021369	893	278	502	416	162	220	254	305	365	697	202	2452	1234	1957	167	764	500	1759
