Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male1	Testis_Male2	Testis_Male3
ENSMODG00000017595	173	96	164	190	200	43	83	73	55	39	30	268	195	180	184	73	135	164	585
CUFF.290657	0	0	0	0	0	0	0	0	0	0	0	1	0	395	0	2	0	0	0
ENSMODG00000003229	705	332	169	614	752	331	498	361	258	123	97	364	821	169	816	251	69	106	81
Locus_89946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	16
ENSMODG00000015616	702	236	441	353	412	454	806	446	250	236	205	768	959	718	943	610	190	311	986
ENSMODG00000001522	1492	219	738	124	106	52	221	80	56	51	27	439	429	524	88	275	330	819	1474
ENSMODG00000002074	58	32	35	34	44	3	3	3	2	0	0	54	217	4	32	8	19	59	58
ENSMODG00000016636	83	7	47	20	12	109	463	12	7	0	0	130	113	93	64	91	8	12	59
blastnMacaque.Locus_244981	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMODG00000000339	237	34	229	115	101	41	114	144	105	65	76	1470	971	716	49	205	1027	2103	7789
ENSMODG00000012098	1	0	0	2	1	0	0	0	0	0	0	4	144	126	111	351	11	19	14
ENSMODG00000015163	0	0	0	0	0	0	0	0	1	307	395	0	1	1	0	1	4	6	18
Locus_231444	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	3	2
Locus_186188	100	26	58	8	7	0	2	0	1	0	0	1	2	0	0	0	0	0	1
ENSMODG00000007027	119	47	200	11	13	9	75	13	11	12	17	338	342	124	147	105	15	36	144
ENSMODG00000004114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7
blastnPlatypus.Locus_165074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000228509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locus_121367	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	1	3	3	88
ENSMODG00000014232	230	53	61	147	125	946	2011	691	452	410	354	368	974	201	928	543	221	226	272
ENSMODG00000004295	176	37	43	65	55	136	388	130	71	64	34	146	340	93	136	147	12	22	33
ENSMODG00000023079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000024298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000022898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000005103	5	1	0	1	0	3	11	4	1	9	2	29	27	16	12	14	28	43	110
ENSMODG00000024750	8	5	2	10	14	41	63	102	127	506	340	250	429	421	167	238	7	7	12
ENSMODG00000001231	2	1	1	1	1	0	1	0	0	0	0	0	2	1	1	1	2	4	13
CUFF.297559	1	0	0	0	0	1	1	1	0	0	0	22	48	2	2	0	0	1	1
Locus_121552	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	8	7
ENSMODG00000015051	234	52	88	161	131	15	23	1636	1174	2	0	1120	1557	269	360	377	123	481	279
Locus_372404	4	0	5	0	2	0	10	0	1	2	1	0	1	0	0	0	0	1	1
Locus_189584	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	10
ENSMODG00000003199	123	40	54	51	117	65	223	151	132	76	68	89	263	91	226	167	16	46	55
ENSMODG00000008070	77	17	17	23	37	0	1	0	1	3	3	2	4	2	0	0	24	58	75
ENSMODG00000006925	3702	753	1701	446	744	362	446	850	359	105	55	1498	995	1218	232	198	20	58	81
ENSMODG00000011787	881	203	1694	298	271	93	242	235	147	186	133	1436	373	2738	263	503	210	678	2215
ENSMODG00000005997	340	57	80	211	317	20	9	57	1	8	2	72	87	5	6	4	188	233	411
Locus_322223	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	6
Locus_321564	0	0	0	1	0	0	0	0	0	0	0	5	0	5	3	2	1	3	2
ENSMODG00000003327	605	168	455	243	241	88	321	130	76	58	57	463	892	262	381	312	268	578	1699
Locus_91651	8	5	3	0	1	0	0	0	0	0	1	3	2	0	0	0	0	0	0
Locus_88423	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14
ENSMODG00000003417	167	35	161	36	17	0	0	116	3	84	0	120	69	62	58	1	1	2	18
ENSMODG00000012759	342	124	216	220	246	174	584	234	194	164	105	571	832	217	618	250	113	198	402
ENSMODG00000014164	56803	12694	29641	21672	23132	20481	32583	291	140	23	8	5594	6357	1715	4219	516	4429	9957	16697
Locus_35840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6
ENSMODG00000000657	164	23	10	6	6	0	1	15	4	8	8	18	11	2	0	5	12	17	11
ENSMODG00000019170	109	55	43	680	808	116	120	43	47	1	0	33	83	4	10	4	599	746	856
Locus_419034	0	4	0	1	11	2	28	2	12	8	13	8	19	7	77	20	5	3	9
Locus_92622	7	1	0	1	2	0	1	1	0	0	0	0	3	0	0	0	0	9	4
Locus_314809	75	20	43	45	26	1	0	5	4	0	0	6	5	0	3	0	2	0	2
blastnHuman.XLOC_004562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000023795	193	162	633	53	78	34	269	105	60	55	27	461	121	802	168	104	39	304	493
ENSMODG00000000181	2544	732	4170	1419	1444	12	3	10	8	3	0	197	165	591	645	229	2148	4941	18385
ENSMODG00000024432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_374608	0	0	2	0	0	0	0	0	0	0	0	0	2	6	3	4	1638	2820	4279
ENSMODG00000007219	995	155	1139	216	157	106	449	159	119	146	100	1916	842	5071	493	1174	216	308	1994
blastnPan.CUFF.154121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000003274	21	4	7	5	4	1	8	1	3	0	0	11	27	19	5	40	4	16	9
ENSMODG00000023052	100	28	27	6	9	2	3	8	6	3	0	96	92	18	27	10	215	429	899
ENSMODG00000017579	89	23	102	47	60	20	113	48	57	46	26	215	212	245	181	137	11	24	107
ENSMODG00000024008	4	3	2	1	2	0	1	1	1	1	1	464	938	47	32	94	25	85	159
Locus_420753	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0
ENSMODG00000004463	881	179	515	423	361	341	1012	4631	2186	1999	1329	1635	1961	938	462	848	116	300	361
ENSMODG00000009489	574	152	282	364	474	1231	1775	429	188	496	247	725	964	462	303	308	477	1037	1730
ENSMODG00000024019	168	39	54	95	141	2	8	76	43	6	8	15	21	1	0	1	286	524	674
ENSMODG00000015878	52	23	123	16	14	42	155	40	33	56	41	1589	490	422	209	186	32	129	247
ENSMODG00000024248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000015489	7	0	1	3	2	0	0	0	0	1	1	5	4	13	4	2	0	0	0
Locus_316591	4	0	5	2	0	40	34	43	28	116	43	80	116	39	384	68	3	3	3
ENSMODG00000001389	57	14	61	5	5	37	139	6	7	2	2	103	59	248	41	37	12	32	139
ENSMODG00000020737	184	11	58	8	18	1	5	116	130	6	4	77	145	50	69	114	90	191	486
Locus_228633	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	26	76
ENSMODG00000023742	111	13	21	4	6	0	1	0	1	0	0	3	13	0	0	0	4	3	9
ENSMODG00000002030	37	6	10	8	12	23	100	66	41	75	37	181	378	26	74	32	9	27	41
ENSMODG00000021453	438	89	241	485	445	240	983	162	176	109	70	544	465	146	79	89	111	351	685
blastnMouse.Locus_40844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_88694	0	1	0	0	0	0	1	0	0	0	0	5	3	0	0	0	1	1	0
Locus_375237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	7
ENSMODG00000010827	849	149	287	391	214	304	485	244	72	104	52	442	453	87	37	57	71	98	151
Locus_190741	13	1	4	8	10	2	3	64	32	20	5	7	10	3	9	4	3	3	1
ENSMODG00000023568	50	16	120	20	11	2	7	12	9	4	5	66	24	59	15	27	4	11	89
ENSMODG00000023665	279	65	77	119	89	33	124	65	42	12	9	213	301	124	81	110	72	114	221
ENSMODG00000024717	12	0	1	1	0	0	0	14	2	0	0	4	21	35	3	30	36	44	93
Locus_88852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	27	24
Locus_87154	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSMODG00000025091	1245	522	402	537	567	661	2394	1000	856	882	444	1645	8644	551	2389	1814	450	741	757
blastnMacaque.Locus_222476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_33430	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	11
ENSMODG00000021275	32	9	16	6	1	154	181	110	23	18	2	79	136	83	107	43	91	129	110
ENSMODG00000018512	9	0	7	8	8	7	5	9	1	6	3	18	5	3	0	0	6	16	11
ENSMODG00000024743	1	0	0	0	0	0	4	1	0	0	0	140	176	26	266	53	0	0	0
CUFF.82259	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	16
ENSMODG00000001578	55	6	21	13	8	10	20	7	7	38	34	67	81	20	26	21	19	24	41
ENSMODG00000011219	6	7	23	6	8	9	17	8	12	8	2	73	35	35	11	6	10	49	97
ENSMODG00000024548	105	17	63	38	34	44	98	125	84	66	24	169	259	112	27	133	32	67	108
ENSMODG00000003156	38	5	8	5	2	26	90	8	5	51	54	30	52	9	10	17	6	8	24
ENSMODG00000014669	294	58	143	113	109	11	81	42	36	19	13	315	334	220	96	99	79	148	350
Locus_377850	0	0	0	0	0	3	0	0	0	1	1	0	0	2	0	0	0	1	3
ENSMODG00000015345	653	285	519	976	1042	653	787	1090	444	904	433	2126	1161	1483	1063	494	80	235	246
CUFF.113905	5	4	5	3	4	4	13	6	1	1	1	0	0	0	1	0	0	4	2
ENSMODG00000019743	472	115	807	123	135	45	265	72	67	25	25	910	649	578	183	128	95	264	1073
CUFF.26055	3	1	1	1	0	1	5	6	0	3	1	0	5	2	0	0	0	5	2
ENSMODG00000004367	4	0	0	2	0	950	2415	0	1	0	0	0	1	0	0	0	62	73	192
ENSMODG00000011776	5	0	2	2	2	0	0	1	4	0	0	44	18	0	0	0	4	3	16
Locus_373586	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	5
ENSMODG00000015318	514	183	336	403	498	180	298	292	189	93	83	357	695	397	1075	266	53	79	207
ENSMODG00000021335	86	23	22	112	90	840	1197	482	230	107	71	154	357	34	135	44	20	42	37
ENSMODG00000010225	676	176	259	185	151	15	73	636	413	11	8	3006	6822	41540	59472	11736	25	52	84
ENSMODG00000008631	0	0	1	0	0	0	0	0	0	0	0	1	6	2	3	1	0	1	0
Locus_120660	1	0	3	1	1	51	219	4	1	23	1	0	3	1	1	0	1	2	5
ENSMODG00000023193	1402	441	462	248	268	2	3	0	0	2	0	3	13	6	4	7	308	475	785
Locus_317461	0	0	0	0	0	0	0	0	0	1	0	14	0	1	4	0	1	1	0
ENSMODG00000012589	1	0	1	1	0	0	0	0	0	0	0	28	84	201	37	145	2435	4888	13993
ENSMODG00000025766	1	0	1	0	0	0	0	0	1	0	0	0	0	0	11	0	181	389	1058
ENSMODG00000008145	465	97	349	368	381	289	288	352	118	100	87	422	244	411	128	168	117	290	618
ENSMODG00000023578	428	86	84	135	132	67	357	94	100	40	49	97	388	94	140	110	37	48	59
ENSMODG00000024563	118	17	33	24	30	15	99	19	27	36	25	146	261	104	40	114	78	166	465
ENSMODG00000003731	575	102	422	243	198	67	174	169	59	103	75	982	782	586	780	607	148	318	612
ENSMODG00000020974	54	12	90	25	23	14	36	15	19	14	23	110	109	108	97	50	52	89	223
ENSMODG00000008346	83	21	39	74	90	211	690	44	35	18	21	311	888	1181	880	720	15	21	41
Locus_420234	135	48	209	43	55	157	552	31	60	10	11	172	89	173	102	53	64	211	482
ENSMODG00000002757	997	108	295	811	615	110	13	27	9	1	4	31	12	2289	73	209	17	45	52
Locus_322213	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	4	7
Locus_232104	7	2	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000019168	560	167	951	288	333	163	515	167	128	70	54	1017	461	642	165	207	121	466	1140
ENSMODG00000025119	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000000764	10	2	2	51	42	0	0	1	0	0	0	0	3	0	1	0	2	0	1
ENSMODG00000008837	80	32	34	73	104	119	216	156	52	92	32	139	124	112	89	64	53	170	137
Locus_91165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3
ENSMODG00000010003	794	185	454	350	340	89	465	195	125	167	133	713	1226	402	561	394	236	448	1027
ENSMODG00000012815	61	18	36	46	43	3	13	7	6	0	1	16	30	4	1	3	88	136	208
ENSMODG00000024638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008855	0	0	1	0	0	0	25	0	0	918	513	1	1	14	6	0	0	0	1
ENSMODG00000007162	446	86	199	230	223	208	394	214	115	114	52	410	608	345	228	214	122	183	419
ENSMODG00000017482	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	44	162	228
ENSMODG00000012979	11	4	5	5	4	5	11	5	7	1	1	4	1	1	0	1	13	36	47
ENSMODG00000024872	127	25	75	26	49	15	27	176	74	102	61	96	70	80	106	9	26	22	58
ENSMODG00000015742	1368	488	611	682	748	531	1145	806	719	424	476	473	682	448	979	187	165	307	713
ENSMODG00000020445	1627	436	3311	516	550	123	381	230	144	231	177	2000	882	1116	503	404	129	397	1391
Locus_229718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	13
ENSMODG00000016812	392	57	74	147	83	54	127	151	89	90	43	246	396	112	26	100	146	261	316
ENSMODG00000010676	972	298	1174	594	661	355	812	622	449	131	106	1901	1255	1115	674	577	543	1193	4065
ENSMODG00000011489	0	0	4	2	0	0	2	0	1	1179	1298	3	3	0	0	0	0	0	1
ENSMODG00000009456	75	11	20	25	20	11	45	38	24	17	4	100	104	53	16	28	37	74	121
ENSMODG00000017919	93	18	84	13	13	1	28	18	12	12	6	126	234	164	175	92	31	58	357
ENSMODG00000007402	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
ENSMODG00000003232	1	0	9	1	0	0	0	128	26	4775	1962	3	0	0	1	3	9	22	45
blastnMouse.Locus_2839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008897	239	48	700	0	0	0	9	16	19	0	0	771	324	41	6	6	5	8	74
ENSMODG00000018402	2828	778	1516	1635	1639	4732	5503	540	344	199	110	860	1183	788	764	508	267	690	689
Locus_372046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	41	21
Locus_314903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	7
ENSMODG00000009582	1596	416	524	763	947	95	140	74	38	6	4	67	131	32	91	59	7	21	25
Locus_418490	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	6	10
ENSMODG00000025164	15	3	4	3	1	0	0	0	0	0	0	9	7	0	0	0	5	15	28
ENSMODG00000017279	403	91	146	162	166	49	190	65	63	16	10	200	464	147	126	178	32	82	141
ENSMODG00000009221	1	0	4	0	0	0	0	0	0	0	0	6	3	0	1	0	1004	2336	5158
Locus_121425	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	79	78	92
ENSMODG00000008343	123	36	94	48	9	145	397	188	114	58	21	368	571	154	117	66	200	502	1019
Locus_229845	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0
ENSMODG00000016765	83	33	124	83	80	5	21	70	65	9	4	545	244	107	187	110	178	355	898
Locus_419299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	33	77
ENSMODG00000006018	187	28	80	18	12	1	0	0	0	3	3	1	1	0	0	0	7	4	32
ENSMODG00000012316	19	9	12	9	10	15	63	173	99	163	123	2	7	19	37	58	27	90	159
Locus_418943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7
ENSMODG00000011940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_420660	7	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000003145	530	123	401	120	125	40	205	171	111	50	45	1542	1692	576	459	446	225	477	1257
ENSMODG00000025513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	269	936
ENSMODG00000006890	0	0	0	0	0	1	0	480	412	0	0	4	12	0	0	0	0	0	0
ENSMODG00000005736	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Locus_317243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	391	545	932
ENSMODG00000019426	69	8	22	9	4	4	11	5	2	1	3	25	42	13	10	21	21	32	114
ENSMODG00000013850	246	75	109	99	117	59	196	66	59	65	46	164	388	108	455	226	384	810	1088
Locus_120373	0	0	0	1	1	2	0	2	1	0	0	0	0	0	0	0	0	2	3
ENSMODG00000002051	17	3	13	13	7	3	11	5	1	1	0	29	36	10	35	5	21	40	106
ENSMODG00000013073	2101	534	1399	1885	1765	1240	2021	1568	627	719	481	4141	2851	1740	442	532	955	1848	3912
Locus_120865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11
ENSMODG00000016578	0	0	2	0	0	0	0	0	0	0	0	4	4	2	1	3	50	144	102
blastnPan.Locus_145705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000019316	103	36	62	270	351	0	2	35	16	46	20	1	8	31	9	1	3	7	12
ENSMODG00000014216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	12
Locus_121760	0	1	0	1	0	0	0	0	0	0	0	2	2	2	0	1	13	58	46
ENSMODG00000007897	625	140	744	307	243	263	665	87	46	32	18	901	524	139	67	98	46	173	350
ENSMODG00000000237	0	0	0	1	0	1	4	2	0	0	0	0	2	0	0	0	276	407	201
blastnPlatypus.Locus_166706	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
Locus_392361	5	2	0	1	1	0	0	0	0	0	0	7	4	5	6	4	0	1	1
ENSMODG00000011590	92	41	94	55	58	38	116	101	63	72	51	288	350	1385	1315	2391	208	382	781
ENSMODG00000002153	27	9	6	14	10	0	0	414	345	71	52	59	222	157	287	419	0	0	1
ENSMODG00000016153	9	5	2	5	6	5	7	15	15	11	7	28	107	13	7	14	41	94	72
ENSMODG00000024523	154	24	60	55	44	7	25	33	17	7	10	372	515	38	28	45	325	672	1000
ENSMODG00000022639	19	3	7	5	3	14	26	19	18	11	3	54	44	28	1	10	3	7	14
ENSMODG00000010026	42	17	32	6	5	10	69	23	29	28	21	241	280	187	113	126	129	215	1083
Locus_122326	0	0	1	1	0	0	0	0	0	0	0	0	1	2	1	0	4	20	34
Locus_188707	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	4	13
ENSMODG00000014755	1	1	9	9	1	1	3	0	0	0	0	11	6	6	0	2	6	25	65
ENSMODG00000024229	2	0	1	0	3	6	18	1	3	0	0	1	0	0	0	0	0	1	0
ENSMODG00000004844	179	23	7	64	56	48	154	106	44	85	39	47	161	34	15	53	178	456	189
ENSMODG00000024553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000004508	1475	237	726	393	378	136	506	194	161	150	126	807	752	447	283	754	445	849	1488
ENSMODG00000017778	156	35	144	53	84	44	124	60	40	48	19	398	256	181	16	58	80	256	491
ENSMODG00000012677	0	0	0	0	0	0	9	46	21	24	1	12	22	1	1	1	0	4	4
ENSMODG00000007917	149	20	80	17	13	15	44	24	20	6	2	256	200	43	25	15	26	64	256
ENSMODG00000015379	4	3	4	3	4	1324	3450	6	2	0	0	2	0	0	0	2	0	0	3
ENSMODG00000021401	21	5	41	4	0	1	7	2	2	0	1	84	34	25	5	19	2	16	49
Locus_91799	0	0	0	0	0	0	0	0	0	0	0	0	0	47	3	242	0	1	3
ENSMODG00000002369	1542	396	1000	668	756	14	11	21	5	16	19	92	104	33	122	46	19	38	72
ENSMODG00000011147	353	127	119	123	109	392	745	533	587	74	70	987	1479	1206	1251	928	107	211	222
Locus_98628	0	0	0	0	0	0	0	0	1	0	0	1	0	9	0	1	3	8	19
ENSMODG00000019497	1985	623	618	1443	1662	685	1097	1287	676	1568	1335	763	3535	725	2927	3839	285	522	288
Locus_186196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	17
ENSMODG00000014978	70	12	44	3	2	1	3	6	4	0	0	937	525	86	22	30	260	613	1465
ENSMODG00000001567	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	7	26	33
Locus_320902	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	7
Locus_230938	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0
ENSMODG00000001024	2	0	2	0	0	1	0	0	0	4	0	3	6	0	1	1	7	26	33
ENSMODG00000011392	617	149	708	182	163	61	288	112	79	102	46	1132	1106	695	661	295	269	566	2281
ENSMODG00000005091	815	158	302	137	116	68	168	3	0	1	1	26	19	6	5	9	10	13	27
ENSMODG00000024499	101	17	38	33	29	10	42	32	25	13	15	150	323	84	197	110	18	24	42
blastnHuman.ENSG00000230967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000014610	22	3	2	19	19	15	3	33	1	1	15	10	38	1	8	8	16	29	10
ENSMODG00000004098	295	133	667	211	232	132	398	150	113	99	68	1041	465	588	525	186	126	221	1298
ENSMODG00000008191	420	69	169	206	170	230	396	317	145	105	88	399	520	361	190	202	399	1125	1835
Locus_99220	93	15	14	210	230	5	3	59	29	0	1	0	4	1	1	0	3	11	6
ENSMODG00000019143	72	15	56	27	14	21	43	101	54	13	19	175	155	224	77	81	434	886	1914
ENSMODG00000018448	104	11	24	311	216	54	94	61	25	53	43	297	297	32	7	24	58	153	269
ENSMODG00000009087	210	37	50	133	101	44	91	60	31	32	22	128	209	135	22	148	51	89	113
ENSMODG00000019949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000005707	11	7	3	0	2	0	0	3	9	0	1	242	450	9	18	6	288	478	1350
blastnGorilla.Locus_196959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000019014	1913	497	911	1131	1272	582	1039	539	290	589	396	1315	1602	631	777	846	437	1055	1054
ENSMODG00000018047	191	47	349	120	148	18	57	114	99	60	63	1535	1059	397	1028	219	730	1907	7926
ENSMODG00000023478	1	2	1	0	0	3	2	2	4	1	0	10	47	7	11	18	1	1	2
ENSMODG00000009664	146	32	101	76	85	293	655	126	86	45	53	342	527	177	334	181	40	144	230
ENSMODG00000009975	2749	808	2827	2459	2624	1037	2125	1217	732	602	397	6210	3402	1836	1287	630	504	1781	3431
ENSMODG00000017361	299	74	400	160	188	30	304	42	70	47	48	514	431	213	268	88	24	99	305
Locus_33250	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	2
ENSMODG00000016353	55	7	9	10	4	1	1	675	692	0	0	4	4	69	16	27	7	5	37
ENSMODG00000013036	503	140	284	313	367	78	174	255	236	124	153	426	574	425	767	460	70	84	227
blastnHuman.ENSG00000233607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000017220	451	116	247	157	162	168	513	200	162	102	63	884	1076	313	456	307	202	500	723
ENSMODG00000012339	153	48	127	70	78	5	8	460	211	89	38	178	207	310	460	337	7	15	26
Locus_228611	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	13	20	58
ENSMODG00000024823	1	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	1	3	2
ENSMODG00000013204	9	0	1	5	9	8	28	5	5	5	2	1	0	3	2	12	0	4	4
blastnPlatypus.Locus_40007	4	0	3	4	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMODG00000011952	161	69	168	94	116	223	438	141	136	68	39	303	238	351	504	130	45	58	178
ENSMODG00000017105	358	102	201	207	262	13	18	4	0	0	0	73	88	11	1	2	13	25	44
ENSMODG00000004576	1321	294	1599	993	990	791	1303	1197	586	826	607	2446	1381	2174	693	890	274	610	2140
Locus_228475	0	0	0	0	0	0	0	0	0	0	0	4	2	63	15	8	1	2	3
blastnMouse.ENSMUSG00000085801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000015900	75	34	60	36	25	129	221	188	145	49	27	500	306	202	153	165	319	1000	1287
ENSMODG00000007448	269	62	110	92	73	38	96	63	30	43	29	356	485	73	71	90	294	493	843
ENSMODG00000000472	0	0	0	0	0	2	5	30	15	2	3	63	92	9	3	7	2	6	18
ENSMODG00000022690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000000067	488	148	497	370	495	115	374	233	159	134	127	1488	1043	1535	521	633	961	1625	6456
Locus_121228	0	0	0	0	0	1	0	0	0	0	0	0	0	27	22	2	0	3	12
ENSMODG00000025151	51	7	22	42	31	94	178	95	52	64	29	197	160	106	33	49	18	42	60
ENSMODG00000000299	51	13	14	11	3	8	72	27	27	19	5	83	261	125	157	146	23	49	98
ENSMODG00000016994	2866	503	1105	1009	977	8	31	16	13	2	0	24	22	15	7	2	21	14	22
ENSMODG00000015000	1151	203	1628	215	228	128	491	274	231	380	231	4471	1878	3503	1637	1023	953	2111	13904
Locus_190650	2	1	0	0	0	0	0	1	1	0	0	0	2	3	2	1	2	6	10
ENSMODG00000014279	17	11	11	10	12	0	0	0	0	0	0	0	2	0	0	0	3	2	5
blastnPan.Locus_24925	16	2	1	7	10	11	6	14	7	6	3	0	4	0	0	1	3	15	0
ENSMODG00000009763	551	140	201	182	179	149	252	607	365	486	365	252	359	380	294	195	39	66	75
ENSMODG00000008942	74	20	14	2	9	53	85	26	20	84	80	49	133	564	180	1287	9	17	5
CUFF.62411	0	0	0	0	0	2	28	0	0	0	0	0	0	5	12	0	0	0	0
ENSMODG00000015121	305	53	321	69	49	47	73	96	33	24	17	486	286	640	112	173	85	169	669
ENSMODG00000024132	5	0	7	0	1	0	1	0	0	0	0	0	2	0	2	0	8866	14522	47774
ENSMODG00000025082	0	0	0	1	1	483	1858	0	0	0	0	0	0	7	0	3	3	3	3
ENSMODG00000024188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_40610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_321095	0	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	2	6	13
ENSMODG00000024666	215	50	97	56	93	62	267	1645	1773	57	119	93	130	22	27	25	650	1284	975
ENSMODG00000023521	1	0	0	2	0	0	1	0	0	0	0	3	1	10	17	41	3	6	12
ENSMODG00000024514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000019205	2431	415	2562	813	756	150	463	303	187	182	148	2353	1433	1265	183	396	207	480	1413
ENSMODG00000011879	735	165	545	299	274	113	517	414	228	8	1	1836	1483	688	197	464	118	227	734
ENSMODG00000000324	289	72	50	95	66	140	187	88	57	68	51	232	414	80	104	90	17	44	68
