Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male1	Testis_Male2	Testis_Male3
ENSMODG00000013570	2453	663	1677	1264	1344	822	1585	954	526	344	227	2642	1842	1370	834	673	1136	3483	5235
Locus_420047	1	0	3	1	0	2	0	0	0	0	0	2	0	0	0	0	16	22	16
ENSMODG00000004599	9	3	17	4	4	1	0	13	12	0	0	83	32	16	20	3	1	3	35
ENSMODG00000008059	10	0	0	5	5	1	1	0	2	0	1	3	9	3	0	0	6	2	2
Locus_421208	0	0	0	0	0	0	0	0	0	6	1	0	0	11	0	8	0	0	0
ENSMODG00000024739	15	3	23	1	0	2	14	2	3	2	0	16	9	7	2	2	2	5	19
ENSMODG00000014350	471	73	329	249	156	213	636	524	226	104	52	1383	620	425	82	124	669	1441	7525
Locus_319871	8	2	9	18	46	0	0	0	0	0	0	0	3	0	0	0	0	8	1
ENSMODG00000005252	334	120	837	125	118	42	228	94	92	85	44	2570	1055	559	281	221	110	445	1800
ENSMODG00000019157	0	0	0	0	0	3	1	0	0	0	0	16	63	3	76	11	1	0	0
Locus_189308	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	9	3	15
ENSMODG00000019785	166	39	89	113	104	3	33	41	23	19	25	275	255	46	23	20	33	117	255
ENSMODG00000017730	830	361	630	1337	1513	0	0	0	0	0	0	1	9	96	21	77	0	0	0
ENSMODG00000025253	504	54	123	197	93	77	167	129	63	64	40	294	278	173	30	88	129	309	545
ENSMODG00000024403	96	21	93	63	56	74	186	79	56	73	57	147	169	158	90	103	28	32	85
ENSMODG00000009430	299	139	237	70	48	12	21	566	358	8	8	18	43	9	34	10	2	9	18
ENSMODG00000016498	368	52	139	162	188	45	66	15	13	24	8	56	59	44	7	15	36	44	122
ENSMODG00000015548	60	11	93	29	27	24	101	23	19	35	29	409	290	224	48	92	40	73	370
Locus_186108	0	0	0	0	1	0	0	15	12	5	1	0	2	2	2	3	0	0	0
ENSMODG00000015191	24	9	4	9	13	12	22	474	286	19	16	22	69	6	36	8	1	7	2
ENSMODG00000014740	5301	1141	2191	2548	2348	758	1548	634	523	135	95	2511	4813	2094	1841	2575	667	1513	1901
ENSMODG00000025439	0	0	0	0	0	0	0	0	0	0	0	66	31	0	0	0	43	216	158
Locus_391897	403	123	407	167	197	292	967	205	214	32	41	2601	1834	928	979	264	111	276	899
Locus_372779	4	0	5	2	4	0	1	0	0	0	0	2	0	23	15	35	0	1	1
ENSMODG00000017225	1	0	0	0	0	9	32	8	3	218	48	211	273	237	468	517	28	60	97
CUFF.331343	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	11	8	19
ENSMODG00000006279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locus_420554	0	0	0	0	0	0	0	19	13	0	0	0	0	0	0	0	0	0	0
Locus_376681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2
ENSMODG00000004917	701	114	915	230	170	86	275	157	119	90	51	2171	705	1366	207	296	301	856	3448
Locus_187972	11	2	0	3	5	23	39	3	2	5	5	17	13	0	0	0	14	34	60
ENSMODG00000014731	29	7	14	22	11	5	16	2	4	1	5	10	50	3	23	9	3	22	11
Locus_186266	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	3	10
Locus_33158	0	3	2	0	0	0	2	0	1	0	0	0	6	0	2	1	1	0	0
Locus_392563	1	1	11	1	0	0	0	0	0	0	0	0	0	0	0	0	5	7	16
ENSMODG00000005024	317	168	120	156	183	99	336	96	115	95	64	87	367	117	473	271	109	169	150
ENSMODG00000023932	591	216	274	321	375	987	2158	547	325	168	116	320	641	529	1214	688	111	241	287
ENSMODG00000004537	72	17	43	41	64	64	220	44	33	10	9	177	171	68	39	32	21	45	91
Locus_232059	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	0
ENSMODG00000017288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000007564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006443	67	29	59	13	28	8	4	6	7	3	6	73	125	58	78	69	126	423	1022
ENSMODG00000023691	85	12	36	21	18	6	27	24	14	5	8	120	200	120	74	75	23	36	93
ENSMODG00000013325	835	405	233	419	470	746	1158	458	286	211	163	192	702	123	813	239	236	282	403
Locus_376972	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000003931	537	113	164	298	278	124	307	400	145	336	138	217	518	221	180	327	194	354	420
ENSMODG00000006706	1091	212	392	764	696	1303	3465	2007	1066	1229	838	517	1196	276	296	311	46	114	92
ENSMODG00000016504	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0
Locus_376234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	21
Locus_315257	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	24
ENSMODG00000005792	290	72	287	79	82	399	873	141	76	48	43	260	312	84	117	75	473	1016	3389
ENSMODG00000016526	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMODG00000011471	919	324	226	856	920	6	5	15	16	10	20	37	72	19	156	36	527	969	607
ENSMODG00000013534	43	5	10	8	7	0	3	32	27	23	12	80	63	104	20	56	22	46	45
ENSMODG00000007865	1	0	0	0	0	16	52	9	11	0	4	296	289	0	36	37	6	20	42
Locus_87427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
ENSMODG00000006145	210	30	93	101	134	105	124	174	69	37	18	364	407	222	43	132	101	219	350
ENSMODG00000025190	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	16	27	57
Locus_32294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	28	41
ENSMODG00000005030	131	43	42	113	95	25	27	150	91	9	8	81	204	72	162	72	23	45	57
ENSMODG00000005872	178	49	55	54	56	28	104	21	26	14	12	161	380	52	87	54	66	92	137
ENSMODG00000007993	20	1	2	15	3	0	0	0	0	0	0	33	29	0	0	0	7	23	51
ENSMODG00000011347	1364	353	1011	842	804	491	1202	617	390	469	339	3391	2682	935	955	510	430	821	2277
ENSMODG00000023150	500	138	451	145	137	63	329	139	103	108	86	800	1027	960	548	701	167	442	1216
Locus_228446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	22
ENSMODG00000002323	5	0	1	1	2	0	1	0	0	1	1	11	21	1	0	0	22	54	86
Locus_375986	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	4
ENSMODG00000002895	158	18	82	15	7	2	28	15	15	10	3	173	395	62	128	93	15	27	81
ENSMODG00000008489	309	92	82	167	213	42	65	110	64	132	146	158	367	168	126	237	431	807	1119
ENSMODG00000024850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000024263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_89095	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	78
Locus_230155	1	0	0	0	0	0	0	0	0	1	0	1	0	0	4	1	1	1	4
ENSMODG00000020658	79	14	118	22	12	0	1	7	8	2	1	158	104	7	4	3	266	1224	3032
ENSMODG00000016176	1004	335	681	287	367	638	733	1950	1247	262	212	8253	6292	4356	2700	1766	45	136	525
ENSMODG00000008667	1265	310	914	518	531	3	6	230	162	69	86	263	327	304	129	40	6	30	71
ENSMODG00000010697	163	49	99	55	66	5	46	27	21	17	21	188	258	82	69	59	39	119	170
blastnPlatypus.Locus_164829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008577	105	20	39	55	24	39	108	26	24	3	4	205	258	90	102	39	17	59	114
ENSMODG00000006676	19	8	29	16	12	23	95	55	42	12	10	133	90	82	63	47	82	105	553
ENSMODG00000009351	82	22	16	42	21	200	318	74	46	9	12	148	190	92	308	59	6	5	15
ENSMODG00000008947	2483	460	1075	1174	1180	561	1168	1104	603	416	248	2515	3219	1161	1274	838	798	1718	2622
ENSMODG00000023381	1298	806	280	951	1102	314	818	267	244	250	151	557	2254	371	3033	960	291	599	219
ENSMODG00000002193	1665	368	1637	196	191	39	102	69	42	30	27	438	394	199	79	134	59	107	273
ENSMODG00000022951	119	46	258	180	202	77	77	128	40	15	17	413	198	220	217	63	34	37	294
ENSMODG00000017497	941	139	486	343	311	179	603	272	156	146	94	525	622	373	148	250	390	864	2011
Locus_319198	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	19
ENSMODG00000023532	14	5	10	19	10	2	1	0	1	5	0	94	108	4	10	3	101	168	464
CUFF.121510	4	0	6	0	0	0	0	1	1	0	0	15	5	7	2	3	0	1	8
ENSMODG00000014002	28	15	26	20	27	18	23	54	35	4	2	334	527	318	284	200	16	34	19
Locus_372654	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	4	2
ENSMODG00000004823	307	78	99	77	77	33	229	86	51	60	26	130	344	76	41	91	37	70	69
ENSMODG00000012682	1293	351	697	858	982	407	795	467	284	295	161	767	751	668	471	306	394	527	1319
ENSMODG00000019045	173	45	205	32	34	41	298	41	23	38	32	222	157	208	142	98	16	33	123
blastnPlatypus.Locus_150950	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_419795	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	14	3	5	31
Locus_229473	1	0	0	0	0	0	0	1	1	1	2	1	5	0	1	1	19	7	76
Locus_375647	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	6
ENSMODG00000016639	355	102	117	329	399	63	171	27	16	8	12	117	190	19	35	10	37	68	91
ENSMODG00000005804	0	0	0	0	0	0	0	25	12	0	0	3	4	156	17	81	0	0	0
ENSMODG00000008371	151	57	14	90	101	92	261	71	62	45	50	37	168	39	173	105	30	64	32
ENSMODG00000024339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000017903	69	14	46	17	25	28	142	111	79	67	54	603	602	625	459	246	28	66	212
ENSMODG00000022651	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
ENSMODG00000018283	1214	373	1041	666	739	1984	5321	1021	752	484	334	676	1073	1193	1597	1239	199	299	940
ENSMODG00000013553	319	41	102	108	95	95	218	126	55	211	44	335	321	251	114	220	680	1850	3457
ENSMODG00000019753	1033	407	227	154	146	251	2159	839	1160	1226	586	3225	19845	1424	7217	3475	338	1051	998
ENSMODG00000019845	348	139	127	405	316	561	1074	436	300	277	321	159	600	266	495	778	58	102	75
Locus_313275	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	2	1	6
ENSMODG00000020617	191	26	85	56	49	60	337	35	43	35	58	678	348	191	92	83	12	45	43
Locus_418824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5
ENSMODG00000006399	102	25	126	24	41	7	111	32	39	24	16	386	330	276	155	223	26	66	221
ENSMODG00000017375	423	79	222	130	144	210	776	137	122	41	31	126	189	68	136	105	85	287	467
Locus_376293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	1228
ENSMODG00000007894	105	8	61	16	9	32	214	98	34	90	54	1612	601	147	18	41	36	62	418
ENSMODG00000023640	128	18	39	21	23	7	76	4	22	9	3	106	157	39	28	30	17	16	48
ENSMODG00000008937	1420	231	1520	518	411	70	237	285	164	163	126	2369	1321	1268	364	526	483	975	4184
ENSMODG00000018969	899	390	334	473	473	51	128	158	74	3	6	350	613	24	131	44	627	629	996
ENSMODG00000009368	385	161	147	135	131	228	710	432	273	215	151	956	1717	352	858	487	36	74	100
ENSMODG00000008766	188	92	98	237	282	115	157	81	60	42	39	304	311	203	327	131	84	115	224
ENSMODG00000024050	89	29	172	22	29	127	386	170	92	17	32	219	106	663	126	669	88	480	980
ENSMODG00000022793	132	24	47	49	37	19	63	38	32	6	6	324	380	160	78	75	36	54	133
ENSMODG00000020626	20	10	20	13	11	15	66	25	6	22	9	204	205	63	44	50	183	415	1175
Locus_98973	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	75	217	712
blastnHuman.ENSG00000241754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_121151	3	4	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Locus_231974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	23
Locus_121083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	24
ENSMODG00000023504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_230002	1	0	0	0	0	0	2	1	2	5	3	1	0	1	2	1	0	0	3
ENSMODG00000010399	281	71	281	201	167	713	1594	33	4	0	0	137	59	16	2	3	823	1864	5576
ENSMODG00000016440	471	111	648	91	108	30	155	104	85	48	36	970	749	603	428	359	176	615	1690
Locus_99228	0	1	1	0	0	0	2	0	0	0	0	2	8	0	2	1	0	0	0
ENSMODG00000024191	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blastnGorilla.Locus_196677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000025357	64	19	15	24	22	24	67	53	24	37	41	34	157	40	194	133	7	15	20
ENSMODG00000002641	1075	143	413	30	29	42	143	500	373	159	141	308	461	111	119	67	136	209	518
ENSMODG00000016370	2	0	2	7	6	1	1	47	17	0	0	13	8	12	0	10	21	47	86
Locus_377754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	2
blastnMacaque.Locus_341809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMODG00000016325	125	28	79	72	61	12	75	48	69	56	53	285	570	317	637	292	132	313	389
ENSMODG00000003560	1924	761	3491	11	15	2	8	6	5	1	0	1040	739	4722	1685	2927	8	19	23
ENSMODG00000018910	20	3	8	4	1	233	477	37	15	0	2	48	103	41	5	32	39	84	77
ENSMODG00000014532	1268	405	1187	588	661	325	599	2323	1674	98	60	1876	1182	515	443	201	254	592	981
ENSMODG00000009872	107	29	127	40	36	8	65	19	24	30	28	340	291	116	61	50	62	86	578
ENSMODG00000016602	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1
ENSMODG00000021532	523	183	157	631	820	394	584	401	195	190	135	520	857	154	318	190	144	239	209
ENSMODG00000024805	230	21	98	36	13	0	1	0	2	0	0	21	51	0	0	0	27	55	132
Locus_419153	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	1	3	2
ENSMODG00000006462	778	238	658	412	351	134	298	286	161	53	29	2441	1903	307	325	169	894	2014	4752
ENSMODG00000020112	702	245	312	443	464	303	554	377	234	157	96	422	730	278	611	281	528	1189	1257
ENSMODG00000004139	516	129	254	358	345	86	290	286	183	117	60	562	671	146	198	137	486	1071	1705
ENSMODG00000024358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000253837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnMouse.Locus_82713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.37307	1	0	7	10	3	0	0	1	0	5	4	15	7	7	5	0	0	0	4
Locus_316747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	9
ENSMODG00000014382	371	104	229	96	116	161	511	143	100	85	70	456	743	575	925	911	130	501	875
ENSMODG00000011151	0	2	0	0	1	0	1	0	0	27	27	2	5	2	3	1	1	7	13
Locus_377232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	6
ENSMODG00000008141	84	15	21	59	83	0	22	102	120	139	39	87	139	50	49	42	59	132	134
blastnHuman.Locus_76848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_228789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	6
blastnMouse.ENSMUSG00000090920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000010151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000013823	2307	549	2961	517	498	465	1991	366	287	260	227	7105	3214	1838	1439	928	182	395	1333
ENSMODG00000003735	1357	277	682	553	487	282	1271	599	236	467	463	1827	2256	551	337	257	948	2117	5171
Locus_315409	0	0	0	0	0	0	0	0	0	0	0	14	11	1	0	0	0	0	7
ENSMODG00000010043	304	98	292	71	85	23	144	74	120	143	116	315	460	486	556	761	62	139	264
ENSMODG00000008260	111	32	222	68	67	11	68	160	72	14	12	1018	642	303	194	121	78	184	538
ENSMODG00000023642	314	39	93	93	75	14	93	31	33	10	9	355	529	207	50	140	117	251	613
ENSMODG00000000320	89	9	21	37	35	684	742	526	233	89	64	281	1210	44	55	152	41	103	64
ENSMODG00000009837	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1303	2854	3825
ENSMODG00000016762	1	0	1	0	0	0	2	1	1	0	0	863	4707	891	886	704	0	0	1
Locus_374230	1	1	1	0	0	0	0	0	0	0	0	3	2	4	0	0	2	3	7
ENSMODG00000006335	0	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	1341	2849	6733
blastnHuman.ENSG00000225144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000008479	107	16	23	86	79	94	84	46	14	30	16	625	459	975	51	35	64	94	167
ENSMODG00000024854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	35
blastnGorilla.Locus_292077	0	1	0	0	0	3	1	3	1	0	0	0	10	0	0	0	0	1	0
ENSMODG00000008288	22	1	8	1	1	1	5	1	0	11	3	16	113	3	11	0	5	8	16
ENSMODG00000005079	528	129	250	255	271	294	649	213	144	142	74	396	656	296	294	261	104	150	243
ENSMODG00000012834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_89139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	12
ENSMODG00000024567	7	7	12	8	5	4	23	6	15	3	1	54	230	16	42	49	91	142	262
ENSMODG00000001484	2257	724	701	1864	2140	1190	1806	1712	922	716	451	2083	2721	1357	1829	770	812	1544	2334
ENSMODG00000000044	17	16	5	3	3	3	4	4	6	2	0	180	283	429	230	461	1	11	7
Locus_120221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	22	82
ENSMODG00000011866	688	170	372	137	121	16	46	2	2	4	2	16	22	19	57	18	13	39	28
ENSMODG00000020574	560	88	208	145	113	42	248	172	110	101	65	224	486	331	179	442	177	264	520
ENSMODG00000000439	76	22	44	34	30	30	108	22	14	14	4	38	126	103	140	103	10	37	99
Locus_122154	0	2	0	0	1	0	1	3	3	7	2	0	1	0	0	0	0	0	1
ENSMODG00000013702	384	149	90	304	280	240	380	316	180	207	138	376	1409	168	1385	297	121	287	163
ENSMODG00000011080	46	10	9	37	32	50	78	54	21	25	18	10	53	2	11	19	87	117	47
ENSMODG00000021205	1271	186	447	160	171	17	83	18	6	139	121	686	770	35	17	15	71	115	420
ENSMODG00000020427	377	96	644	105	126	48	225	86	73	93	86	911	682	2774	931	5753	178	621	1935
Locus_99152	17	4	52	2	2	0	1	2	0	3	1	15	4	4	1	0	7	11	91
ENSMODG00000009674	133	60	87	131	169	51	131	117	63	42	19	235	321	119	142	57	27	51	67
Locus_231148	6	1	3	4	2	0	5	3	4	1	1	1	11	7	5	10	2	1	2
ENSMODG00000009200	750	255	357	944	911	135	133	940	234	33	26	517	836	300	222	286	175	344	462
ENSMODG00000013453	286	73	101	127	162	155	357	196	120	37	43	316	802	259	501	297	110	143	225
ENSMODG00000024747	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1
ENSMODG00000024395	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CUFF.181857	3	0	8	6	2	1	3	1	0	0	0	4	1	14	14	4	1	1	4
Locus_90816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	16
ENSMODG00000011772	378	102	113	429	523	140	157	132	162	53	34	106	371	313	334	444	105	100	232
ENSMODG00000021296	2245	396	2798	354	292	61	456	179	188	129	73	4065	3935	1598	824	668	261	665	1947
ENSMODG00000008123	94	24	154	30	50	185	419	70	30	1	1	211	153	330	61	223	198	559	1799
ENSMODG00000008225	120	25	171	21	22	9	75	20	22	35	28	142	205	217	221	199	23	48	242
ENSMODG00000017347	1708	363	1508	737	678	197	605	453	300	259	138	2347	2098	1371	264	476	215	488	1037
ENSMODG00000014244	638	174	4924	183	182	97	371	160	142	86	52	13296	1979	1840	275	216	156	378	6222
ENSMODG00000002778	2045	549	2311	422	465	45	157	55	39	42	17	423	288	109	52	50	64	157	493
blastnHuman.ENSG00000238102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000010062	231	37	244	84	48	64	183	144	104	51	31	583	158	880	87	163	217	439	1825
ENSMODG00000016238	2398	406	1188	1725	1564	320	680	474	293	87	94	1701	1476	1139	670	654	156	344	927
ENSMODG00000019010	790	381	514	534	648	503	929	324	216	152	176	1011	1175	600	771	458	687	1466	3508
Locus_320393	0	0	0	0	0	0	0	0	0	0	0	2	7	23	39	113	0	0	0
ENSMODG00000003495	14	1	5	18	25	143	191	18	23	7	2	261	460	38	47	31	12	19	14
ENSMODG00000008324	280	69	49	263	269	170	249	205	97	49	16	144	385	40	69	81	55	68	75
Locus_392302	0	1	1	0	2	0	0	1	0	0	0	2	1	1	5	3	1	2	0
ENSMODG00000016769	1552	808	587	738	755	1529	2837	3291	1571	1632	1007	3689	8126	1875	3538	3410	352	433	1019
ENSMODG00000011852	134	34	154	24	34	66	391	412	244	277	167	2283	1069	4999	1990	1903	152	487	1437
ENSMODG00000009050	25	163	8	20071	19736	17	24	30	24	0	0	68	200	22	55	47	4	7	8
blastnMouse.ENSMUSG00000087356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000009204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000007062	585	68	189	155	98	89	298	251	152	73	43	611	778	385	26	284	348	543	1105
Locus_121348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	6
ENSMODG00000011791	41	3	29	2	3	1	3	31	17	3	2	97	138	1321	523	523	9	15	9
ENSMODG00000021199	548	77	272	263	279	174	300	311	127	64	58	890	576	405	32	169	109	323	562
ENSMODG00000013393	145	14	10	41	15	0	1	2	0	0	0	2	4	0	0	0	0	0	0
ENSMODG00000017245	109	5	34	0	0	0	0	29	9	7	11	6	64	1	0	0	0	0	0
ENSMODG00000017923	891	200	826	304	329	173	591	298	169	167	102	1370	829	1438	811	657	261	662	1719
ENSMODG00000019311	1165	358	550	402	422	184	777	215	172	130	119	421	1099	519	850	724	696	1509	2497
ENSMODG00000013562	0	0	3	0	0	0	0	3	0	0	0	17	24	0	0	0	0	1	0
ENSMODG00000013238	276	86	318	131	117	103	297	119	101	134	91	1052	689	508	515	259	17	68	167
Locus_121087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	17
ENSMODG00000012044	566	130	204	911	843	224	240	423	195	150	137	367	767	178	205	173	1085	1707	2634
ENSMODG00000013475	3307	934	1656	2846	3248	10181	15200	4015	2011	1305	1054	1280	2344	1925	2560	1992	332	893	829
ENSMODG00000001759	62	10	36	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0
ENSMODG00000005616	0	0	1	3	0	15	16	0	0	0	0	0	3	0	2	0	129	242	307
ENSMODG00000016644	843	232	1718	361	318	106	381	245	226	162	75	5718	2175	1623	300	415	155	578	2073
ENSMODG00000021271	826	172	858	423	374	425	1281	906	610	583	387	4296	3784	1491	1031	895	221	491	1277
ENSMODG00000014659	1860	397	2795	3155	2556	11	39	38	24	7	0	328	203	100	40	50	0	1	2
ENSMODG00000023221	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMODG00000008641	99	17	67	11	7	7	44	13	3	6	4	282	511	69	49	31	25	53	137
ENSMODG00000017476	153	35	219	64	49	61	191	78	47	4	2	929	760	215	67	50	328	468	2671
ENSMODG00000023564	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSMODG00000011491	1	2	2	0	4	1	11	0	0	0	1	1	0	32	46	66	0	3	1
ENSMODG00000017759	215	36	101	113	62	0	0	0	0	0	0	53	46	1	1	2	0	5	2
Locus_317469	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	7	53
ENSMODG00000018745	458	174	297	290	324	132	303	185	139	120	73	532	731	284	575	219	167	367	643
ENSMODG00000013348	319	111	127	297	396	111	288	128	64	40	20	220	288	111	52	121	81	132	364
CUFF.354	40	12	31	19	14	2	7	7	4	1	2	56	96	3	4	6	21	33	92
ENSMODG00000007480	1169	927	304	805	899	1480	3023	3039	931	1622	1050	1549	8428	1073	3781	3084	220	195	290
ENSMODG00000017409	343	31	66	522	298	12	17	8	2	0	1	36	67	35	2	20	1	4	3
ENSMODG00000018591	185	43	69	15	16	0	1	3	4	0	0	7	6	0	0	0	59	164	144
ENSMODG00000025486	29	7	28	8	9	15	53	11	12	2	3	67	70	2	2	2	145	349	1128
ENSMODG00000014894	1	0	0	0	0	1	0	1	0	0	0	31	56	157	68	65	0	4	1
ENSMODG00000008508	8	3	1	0	0	11	44	6	0	0	0	1012	757	148	36	160	257	825	2207
ENSMODG00000004873	52	17	54	3	2	7	10	7	11	0	0	65	80	16	7	3	59	125	373
ENSMODG00000002157	133	22	31	67	53	4	7	20	8	2	0	15	20	13	12	8	113	222	363
Locus_232197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	17
ENSMODG00000018012	210	59	404	47	39	19	116	68	57	74	67	896	351	610	189	351	73	174	1003
ENSMODG00000010256	66	16	34	12	5	4	38	2	5	13	18	79	137	17	7	26	18	22	53
ENSMODG00000003278	67	8	11	4	1	0	0	2	1	0	1	728	676	14	2	7	35	353	72
ENSMODG00000013288	1248	610	437	850	762	2880	5187	2518	1420	318	320	4914	5884	2390	3357	1013	837	1630	1809
ENSMODG00000009145	586	166	461	228	254	118	259	157	109	84	52	1081	1103	657	346	443	441	1262	1996
ENSMODG00000018094	4542	1124	4871	2345	2260	1695	4080	2188	1393	1128	642	12869	6118	6671	3214	1933	1862	5189	11814
ENSMODG00000001226	595	130	310	452	545	156	389	283	136	227	96	803	728	456	199	413	73	164	239
ENSMODG00000021013	195	52	256	77	83	63	410	84	80	75	40	393	502	226	216	130	49	114	381
ENSMODG00000011246	2	0	0	0	0	1	2	0	0	1	0	90	104	24	5	32	244	551	1351
ENSMODG00000015607	59	35	50	34	33	60	151	2124	1642	501	330	1268	1508	3122	3997	2251	113	346	450
Locus_35123	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	7	99
ENSMODG00000018807	2	0	1	0	1	0	2	0	1	0	0	18	20	2	1	10	173	514	3034
ENSMODG00000017932	34	9	5	15	17	3	16	8	3	26	13	20	41	10	7	14	0	3	1
ENSMODG00000000895	67	41	30	58	41	34	63	229	180	242	179	362	577	340	1393	283	19	49	54
